"Site","Treatment","trait","mean_control","mean_trt","sd_control","sd_trt","se_control","se_trt","n_control","n_trt"
"NOU","N","SPAD",46.6384920635714,55.29083333375,19.1266738955417,23.6449786133418,2.95130985571457,3.7385993822065,42,40
"NOU","P","SPAD",46.6384920635714,54.0768518527778,19.1266738955417,25.2511987104691,2.95130985571457,4.20853311841152,42,36
"NOU","NP","SPAD",46.6384920635714,42.0776190476286,19.1266738955417,22.728939452298,2.95130985571457,3.8418919767153,42,35
"NOU","N","lma",117.41551793986,98.4984696531763,36.982770743719,29.0916127728452,5.39449154010115,4.59978785849187,47,40
"NOU","P","lma",117.41551793986,132.283863004011,36.982770743719,46.5821024800496,5.39449154010115,7.76368374667494,47,36
"NOU","NP","lma",117.41551793986,120.553819090789,36.982770743719,47.150263012611,5.39449154010115,7.96984907933535,47,35
"NOU","N","Nmass",1.56205810510638,1.554857069225,0.534395804004429,0.422317263827899,0.0779496394076166,0.0667742224453201,47,40
"NOU","P","Nmass",1.56205810510638,1.35928242233333,0.534395804004429,0.538164005820025,0.0779496394076166,0.0896940009700042,47,36
"NOU","NP","Nmass",1.56205810510638,1.54563515865714,0.534395804004429,0.464101637816001,0.0779496394076166,0.0784474947653332,47,35
"NOU","N","Narea",1.74822070470345,1.49073352747984,0.57471794440723,0.518745372363571,0.083831228074648,0.0820208451170524,47,40
"NOU","P","Narea",1.74822070470345,1.66364794440376,0.57471794440723,0.533340257976877,0.083831228074648,0.0888900429961462,47,36
"NOU","NP","Narea",1.74822070470345,1.75883048673497,0.57471794440723,0.580991997812321,0.083831228074648,0.0982055717828607,47,35
"NOU","N","Pmass",0.0516738044130435,0.05342428195,0.0167374786891206,0.0147442790169423,0.00246780659902484,0.00233127520752831,46,40
"NOU","P","Pmass",0.0516738044130435,0.0617292750833333,0.0167374786891206,0.0469156988008694,0.00246780659902484,0.00781928313347823,46,36
"NOU","NP","Pmass",0.0516738044130435,0.0707851209428571,0.0167374786891206,0.0463730002708451,0.00246780659902484,0.00783846769668628,46,35
"NOU","N","Parea",0.0565294126359985,0.050397172645135,0.0147954380629586,0.0165417859461017,0.00218146833017124,0.00261548600783224,46,40
"NOU","P","Parea",0.0565294126359985,0.0721036134501784,0.0147954380629586,0.0423273035694608,0.00218146833017124,0.00705455059491013,46,36
"NOU","NP","Parea",0.0565294126359985,0.0758224840927867,0.0147954380629586,0.0337986292353087,0.00218146833017124,0.00571301106044256,46,35
"NOU","N","leafnp",31.4572970458789,30.1369013951785,8.19454832634142,7.03714739078285,1.20822023504162,1.11267069925924,46,40
"NOU","P","leafnp",31.4572970458789,26.054419287335,8.19454832634142,7.59082088256838,1.20822023504162,1.2651368137614,46,36
"NOU","NP","leafnp",31.4572970458789,25.4181651649427,8.19454832634142,8.09814603257632,1.20822023504162,1.36883651496895,46,35
"NOU","N","Vcmax",25.774,16.88045,9.595047225304,7.0378630969773,1.44650779509427,1.11278386234474,44,40
"NOU","P","Vcmax",25.774,23.7755,9.595047225304,11.2274372375998,1.44650779509427,1.92548960102468,44,34
"NOU","NP","Vcmax",25.774,24.0655,9.595047225304,10.5850910196341,1.44650779509427,1.81532813347193,44,34
"NOU","N","Jmax",64.3881136363636,44.676775,22.931174751818,20.6203990342741,3.45700466608415,3.26037136049213,44,40
"NOU","P","Jmax",64.3881136363636,62.2955294117647,22.931174751818,21.7410255455403,3.45700466608415,3.7285551206073,44,34
"NOU","NP","Jmax",64.3881136363636,59.9442058823529,22.931174751818,27.7939810791663,3.45700466608415,4.76662843055468,44,34
"NOU","N","TPU",5.25968421052632,3.79214285714286,1.37632687705887,0.497821540026429,0.315751040546239,0.133048403038219,19,14
"NOU","P","TPU",5.25968421052632,5.37541666666667,1.37632687705887,1.68027586795271,0.315751040546239,0.485053862337665,19,12
"NOU","NP","TPU",5.25968421052632,4.78566666666667,1.37632687705887,1.8947815953607,0.315751040546239,0.446604304982339,19,18
"NOU","N","Rd",1.02820454545455,0.859725,0.411366445565262,0.397237124010719,0.0620158250582788,0.0628087041524317,44,40
"NOU","P","Rd",1.02820454545455,1.15673529411765,0.411366445565262,0.380402841402217,0.0620158250582788,0.0652385490846705,44,34
"NOU","NP","Rd",1.02820454545455,1.073,0.411366445565262,0.653262536180111,0.0620158250582788,0.110421522381472,44,35
"PAR","N","SPAD",54.3439024376585,70.1477477489189,25.1316648820724,35.5525203064012,3.92490664715702,5.84479833452552,41,37
"PAR","P","SPAD",54.3439024376585,47.5000813017073,25.1316648820724,17.1232319524097,3.92490664715702,2.674199549699,41,41
"PAR","NP","SPAD",54.3439024376585,48.4774774764865,25.1316648820724,19.9125465353853,3.92490664715702,3.27360248508814,41,37
"PAR","N","lma",138.029488003313,121.115811126848,40.1339578211403,37.4319526508061,6.26787117240613,6.15377510865461,41,37
"PAR","P","lma",138.029488003313,127.473645710159,40.1339578211403,40.3253238417572,6.26787117240613,6.29775752374351,41,41
"PAR","NP","lma",138.029488003313,112.374260242365,40.1339578211403,34.8626509559318,6.26787117240613,5.73138451193534,41,37
"PAR","N","Nmass",0.984297238439024,1.34854081197297,0.321032617147897,0.450683803234171,0.0501368715089317,0.0740919608466246,41,37
"PAR","P","Nmass",0.984297238439024,1.22523384112195,0.321032617147897,0.325625988546135,0.0501368715089317,0.050854235599946,41,41
"PAR","NP","Nmass",0.984297238439024,1.43185546594595,0.321032617147897,0.457160492032447,0.0501368715089317,0.0751567219261531,41,37
"PAR","N","Narea",1.30990100415589,1.59571199209383,0.458404630006451,0.563407939330592,0.071590775535262,0.0926236946657476,41,37
"PAR","P","Narea",1.30990100415589,1.49141298393185,0.458404630006451,0.402871282367352,0.071590775535262,0.0629179237241963,41,41
"PAR","NP","Narea",1.30990100415589,1.54785354125709,0.458404630006451,0.50970420962053,0.071590775535262,0.0837948558868926,41,37
"PAR","N","Pmass",0.0467825578780488,0.0501916696486486,0.0202217994576283,0.0129029793948558,0.00315811449345478,0.00212123674573618,41,37
"PAR","P","Pmass",0.0467825578780488,0.0533867741707317,0.0202217994576283,0.0180259489971192,0.00315811449345478,0.00281518026649225,41,41
"PAR","NP","Pmass",0.0467825578780488,0.0715794125405405,0.0202217994576283,0.0250153145968863,0.00315811449345478,0.00411249238685304,41,37
"PAR","N","Parea",0.0597919218989782,0.0602881850262587,0.0185150840166286,0.0239597145841591,0.00289157032256048,0.00393895281376115,41,37
"PAR","P","Parea",0.0597919218989782,0.0647172492824845,0.0185150840166286,0.0191026557408605,0.00289157032256048,0.00298333360911316,41,41
"PAR","NP","Parea",0.0597919218989782,0.0769879602892732,0.0185150840166286,0.0249486924539706,0.00289157032256048,0.00410153977402557,41,37
"PAR","N","leafnp",22.2507014281187,28.3384442677703,6.22777104807033,10.4958337408022,0.97261443275809,1.72550443791329,41,37
"PAR","P","leafnp",22.2507014281187,24.2094734707412,6.22777104807033,6.85155846910973,0.97261443275809,1.07003366092061,41,41
"PAR","NP","leafnp",22.2507014281187,20.8371586368321,6.22777104807033,5.61077349516466,0.97261443275809,0.922405480604811,41,37
"PAR","N","Vcmax",23.3273076923077,23.5368918918919,11.6734559379137,12.8306249020411,1.86924894786315,2.10934174039045,39,37
"PAR","P","Vcmax",23.3273076923077,22.1272682926829,11.6734559379137,9.20389801938394,1.86924894786315,1.43740737772628,39,41
"PAR","NP","Vcmax",23.3273076923077,19.8637714285714,11.6734559379137,11.1723409471935,1.86924894786315,1.88847029735964,39,35
"PAR","N","Jmax",57.1955384615385,60.432972972973,14.2659635419896,25.1702979582047,2.28438240422948,4.13797149450296,39,37
"PAR","P","Jmax",57.1955384615385,58.7777804878049,14.2659635419896,20.3815077208633,2.28438240422948,3.18305673372889,39,41
"PAR","NP","Jmax",57.1955384615385,53.4625428571429,14.2659635419896,20.367669030256,2.28438240422948,3.44276442796462,39,35
"PAR","N","TPU",5.09392857142857,5.60425,1.11409801145181,2.00432278860195,0.297755218152773,0.578598150771118,14,12
"PAR","P","TPU",5.09392857142857,5.6795625,1.11409801145181,0.911277196667768,0.297755218152773,0.227819299166942,14,16
"PAR","NP","TPU",5.09392857142857,5.5,1.11409801145181,1.05469284628275,0.297755218152773,0.608927198713716,14,3
"PAR","N","Rd",1.25924390243902,1.14767567567568,0.430301044647106,0.546078192104292,0.0672017328871355,0.0897747017714859,41,37
"PAR","P","Rd",1.25924390243902,0.898951219512195,0.430301044647106,0.227376884403353,0.0672017328871355,0.0355103034037823,41,41
"PAR","NP","Rd",1.25924390243902,1.21183333333333,0.430301044647106,0.42583212654754,0.0672017328871355,0.0709720210912566,41,36
