Site,full_spp,Treatment,trait,mean_control,mean_trt,sd_control,sd_trt,se_control,se_trt,n_control,n_trt
PAR,Tapura_capitulifera,NA,lma,150.9575583,NA,19.84674422,NA,8.102399399,NA,6,NA
PAR,Carapa_surinamensis,N,lma,NA,175.3655732,NA,10.32183954,NA,5.959316836,NA,3
PAR,Couepia_guianensis,N,lma,NA,96.00872622,NA,3.497035295,NA,2.019014269,NA,3
PAR,Eschweilera_sagotiana,N,lma,NA,134.0351637,NA,11.90250477,NA,6.871914333,NA,3
PAR,Goupia_glabra,N,lma,NA,79.527476,NA,4.399789594,NA,2.540219707,NA,3
PAR,Inga_jenmani,N,lma,NA,97.81152973,NA,6.264554828,NA,3.616842416,NA,3
PAR,Lecythis_idatimon,N,lma,NA,106.3240575,NA,2.936070492,NA,1.695141089,NA,3
PAR,Moronobea_coccinea,N,lma,NA,129.2349781,NA,18.64352073,NA,10.76384171,NA,3
PAR,Oxandra_asbeckii,N,lma,NA,94.13135845,NA,7.184258827,NA,5.080038134,NA,2
PAR,Sterculia_pruriens,N,lma,NA,163.6659534,NA,3.415210176,NA,1.971772515,NA,3
PAR,Tetragastris_panamensis,N,lma,NA,162.2500148,NA,11.71649729,NA,6.764522864,NA,3
PAR,NA,N,lma,NA,85.96356162,NA,9.856832128,NA,5.690844682,NA,3
PAR,Chrysophyllum_pomiferum,P,lma,NA,126.5500949,NA,17.16612243,NA,9.910865403,NA,3
PAR,Dicorynia_guianensis,P,lma,NA,110.7585367,NA,1.006852188,NA,0.581306382,NA,3
PAR,Dipteryx_odorata,P,lma,NA,103.1379751,NA,5.585159593,NA,3.224593394,NA,3
PAR,Hebepetalum_humiriifolia,P,lma,NA,79.1291975,NA,9.198404103,NA,5.310701085,NA,3
PAR,Hirtella_glandulosa,P,lma,NA,175.1636505,NA,23.85561262,NA,13.77304437,NA,3
PAR,Iryanthera_sagotiana,P,lma,NA,125.970892,NA,6.039680717,NA,3.487011288,NA,3
PAR,Vouacapoua_americana,P,lma,NA,77.25389316,NA,3.100186679,NA,1.789893614,NA,3
PAR,anacardium_spruceanum,P,lma,NA,81.32849298,NA,1.915703426,NA,1.354606884,NA,2
PAR,NA,P,lma,NA,115.2576383,NA,10.03569842,NA,3.345232808,NA,9
PAR,Catostemma_fragrans,NP,lma,NA,121.4676339,NA,0.388850977,NA,0.224503216,NA,3
PAR,Dicorynia_guianensis,NP,lma,NA,106.9293551,NA,9.301318848,NA,5.370118941,NA,3
PAR,Dipteryx_odorata,NP,lma,NA,114.28974,NA,10.6034721,NA,5.301736052,NA,4
PAR,Eschweilera_sagotiana,NP,lma,NA,195.3172123,NA,2.180440797,NA,1.258878081,NA,3
PAR,Gustavia_hexapetala,NP,lma,NA,87.00473568,NA,2.000519407,NA,1.155000418,NA,3
PAR,Sterculia_pruriens,NP,lma,NA,143.6288894,NA,5.336447107,NA,3.773437937,NA,2
PAR,Thyrsodium_guianense,NP,lma,NA,103.0070566,NA,7.496995446,NA,5.301176318,NA,2
PAR,Vouacapoua_americana,NP,lma,NA,82.82934642,NA,13.16147889,NA,5.373151256,NA,6
PAR,NA,NP,lma,NA,176.9886839,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,Nmass,1.286169251,NA,0.198202034,NA,0.114431998,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,Nmass,0.597081651,NA,0.204146748,NA,0.11786418,NA,3,NA
PAR,Drypetes_variabilis,N,Nmass,1.105219563,1.463944833,0.155958248,0.063936762,0.090042537,0.036913906,3,3
PAR,Eperua_falcata,N,Nmass,1.237427592,1.376360774,0.241766719,NA,0.072895409,NA,11,1
PAR,Eperua_falcata,NP,Nmass,1.237427592,1.367833952,0.241766719,0.178553436,0.072895409,0.072894135,11,6
PAR,Eperua_grandiflora,N,Nmass,0.82279704,0.940442681,0.076077362,NA,0.043923285,NA,3,1
PAR,Eperua_grandiflora,P,Nmass,0.82279704,0.680174231,0.076077362,0.030419012,0.043923285,0.017562425,3,3
PAR,Eperua_grandiflora,NP,Nmass,0.82279704,1.003058761,0.076077362,0.142560139,0.043923285,0.071280069,3,4
PAR,Licania_alba,P,Nmass,0.953371386,1.037744473,0.073078362,0.14824453,0.042191812,0.060520576,3,6
PAR,Lueheopsis_rugosa,NA,Nmass,1.223033945,NA,0.079988763,NA,0.046181534,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,Nmass,0.593692392,NA,0.256674489,NA,0.148191086,NA,3,NA
PAR,Symphonia_globulifera,NA,Nmass,1.062974612,NA,0.079801753,NA,0.046073563,NA,3,NA
PAR,Tapura_capitulifera,NA,Nmass,0.635243957,NA,0.208110678,NA,0.084960828,NA,6,NA
PAR,Carapa_surinamensis,N,Nmass,NA,1.293417772,NA,0.07462564,NA,0.043085134,NA,3
PAR,Couepia_guianensis,N,Nmass,NA,1.273732066,NA,0.029325118,NA,0.016930865,NA,3
PAR,Eschweilera_sagotiana,N,Nmass,NA,1.150844057,NA,0.187619576,NA,0.108322213,NA,3
PAR,Goupia_glabra,N,Nmass,NA,0.726620356,NA,0.630967476,NA,0.364289242,NA,3
PAR,Inga_jenmani,N,Nmass,NA,2.375511249,NA,0.09751593,NA,0.056300849,NA,3
PAR,Lecythis_idatimon,N,Nmass,NA,1.581558466,NA,0.193079959,NA,0.111474766,NA,3
PAR,Moronobea_coccinea,N,Nmass,NA,1.179050883,NA,0.139677996,NA,0.080643129,NA,3
PAR,Oxandra_asbeckii,N,Nmass,NA,1.636008263,NA,0.247836956,NA,0.175247193,NA,2
PAR,Sterculia_pruriens,N,Nmass,NA,1.468924086,NA,0.110855505,NA,0.064002456,NA,3
PAR,Tetragastris_panamensis,N,Nmass,NA,0.777661363,NA,0.074124864,NA,0.04279601,NA,3
PAR,NA,N,Nmass,NA,1.477798224,NA,0.131268257,NA,0.075787763,NA,3
PAR,Chrysophyllum_pomiferum,P,Nmass,NA,0.912896613,NA,0.187399515,NA,0.108195161,NA,3
PAR,Dicorynia_guianensis,P,Nmass,NA,1.72154208,NA,0.08838125,NA,0.051026938,NA,3
PAR,Dipteryx_odorata,P,Nmass,NA,1.09949096,NA,0.0971735,NA,0.056103147,NA,3
PAR,Hebepetalum_humiriifolia,P,Nmass,NA,1.627879103,NA,0.313798591,NA,0.181171701,NA,3
PAR,Hirtella_glandulosa,P,Nmass,NA,1.015973647,NA,0.085647193,NA,0.04944843,NA,3
PAR,Iryanthera_sagotiana,P,Nmass,NA,1.388603488,NA,0.148470419,NA,0.085719436,NA,3
PAR,Vouacapoua_americana,P,Nmass,NA,1.294983347,NA,0.069791119,NA,0.040293921,NA,3
PAR,anacardium_spruceanum,P,Nmass,NA,1.139379889,NA,0.464524652,NA,0.328468532,NA,2
PAR,NA,P,Nmass,NA,1.389414496,NA,0.221529588,NA,0.073843196,NA,9
PAR,Catostemma_fragrans,NP,Nmass,NA,1.00787727,NA,0.122277896,NA,0.070597176,NA,3
PAR,Dicorynia_guianensis,NP,Nmass,NA,2.367610693,NA,0.240760756,NA,0.139003287,NA,3
PAR,Dipteryx_odorata,NP,Nmass,NA,1.162476957,NA,0.142113433,NA,0.071056717,NA,4
PAR,Eschweilera_sagotiana,NP,Nmass,NA,1.191135089,NA,0.070681723,NA,0.040808112,NA,3
PAR,Gustavia_hexapetala,NP,Nmass,NA,2.117575964,NA,0.116494778,NA,0.067258291,NA,3
PAR,Sterculia_pruriens,NP,Nmass,NA,1.503976583,NA,0.002711391,NA,0.001917243,NA,2
PAR,Thyrsodium_guianense,NP,Nmass,NA,1.04683888,NA,0.132254619,NA,0.093518138,NA,2
PAR,Vouacapoua_americana,NP,Nmass,NA,1.668710868,NA,0.267948799,NA,0.109389639,NA,6
PAR,NA,NP,Nmass,NA,0.943012476,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,Narea,1.229353201,NA,0.265591948,NA,0.153339583,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,Narea,1.148698368,NA,0.503387648,NA,0.290630994,NA,3,NA
PAR,Drypetes_variabilis,N,Narea,1.689897541,1.512393137,0.170931217,0.096345248,0.098687184,0.055624955,3,3
PAR,Eperua_falcata,N,Narea,1.184457369,0.959516344,0.354491637,NA,0.10688325,NA,11,1
PAR,Eperua_falcata,NP,Narea,1.184457369,1.175536917,0.354491637,0.212170823,0.10688325,0.086618376,11,6
PAR,Eperua_grandiflora,N,Narea,1.652265507,2.095107419,0.222841353,NA,0.128657515,NA,3,1
PAR,Eperua_grandiflora,P,Narea,1.652265507,1.279129188,0.222841353,0.052310352,0.128657515,0.030201396,3,3
PAR,Eperua_grandiflora,NP,Narea,1.652265507,1.19643143,0.222841353,0.165702077,0.128657515,0.082851039,3,4
PAR,Licania_alba,P,Narea,1.663548205,1.836514333,0.295468076,0.427372673,0.170588573,0.174474163,3,6
PAR,Lueheopsis_rugosa,NA,Narea,2.106761696,NA,0.322837759,NA,0.186390467,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,Narea,0.793963882,NA,0.375165475,NA,0.216601888,NA,3,NA
PAR,Symphonia_globulifera,NA,Narea,1.314577248,NA,0.254124485,NA,0.14671884,NA,3,NA
PAR,Tapura_capitulifera,NA,Narea,0.979952195,NA,0.390400973,NA,0.15938053,NA,6,NA
PAR,Carapa_surinamensis,N,Narea,NA,2.263922214,NA,0.07157531,NA,0.041324024,NA,3
PAR,Couepia_guianensis,N,Narea,NA,1.222225309,NA,0.017455592,NA,0.010077991,NA,3
PAR,Eschweilera_sagotiana,N,Narea,NA,1.553096151,NA,0.355650345,NA,0.205334822,NA,3
PAR,Goupia_glabra,N,Narea,NA,0.580436566,NA,0.502769501,NA,0.290274107,NA,3
PAR,Inga_jenmani,N,Narea,NA,2.326551741,NA,0.2289762,NA,0.132199471,NA,3
PAR,Lecythis_idatimon,N,Narea,NA,1.68430018,NA,0.244036654,NA,0.140894628,NA,3
PAR,Moronobea_coccinea,N,Narea,NA,1.541103856,NA,0.38531844,NA,0.222463705,NA,3
PAR,Oxandra_asbeckii,N,Narea,NA,1.548899426,NA,0.350827362,NA,0.248072407,NA,2
PAR,Sterculia_pruriens,N,Narea,NA,2.401831689,NA,0.138404026,NA,0.079907601,NA,3
PAR,Tetragastris_panamensis,N,Narea,NA,1.265707048,NA,0.194039077,NA,0.112028514,NA,3
PAR,NA,N,Narea,NA,1.278072472,NA,0.257858308,NA,0.148874563,NA,3
PAR,Chrysophyllum_pomiferum,P,Narea,NA,1.175924154,NA,0.40006411,NA,0.230977121,NA,3
PAR,Dicorynia_guianensis,P,Narea,NA,1.907156058,NA,0.109928717,NA,0.063467374,NA,3
PAR,Dipteryx_odorata,P,Narea,NA,1.130993204,NA,0.057699451,NA,0.033312793,NA,3
PAR,Hebepetalum_humiriifolia,P,Narea,NA,1.269238628,NA,0.103949476,NA,0.060015258,NA,3
PAR,Hirtella_glandulosa,P,Narea,NA,1.770486618,NA,0.190350799,NA,0.109899085,NA,3
PAR,Iryanthera_sagotiana,P,Narea,NA,1.745873358,NA,0.158456009,NA,0.091484619,NA,3
PAR,Vouacapoua_americana,P,Narea,NA,0.999405492,NA,0.039432344,NA,0.022766274,NA,3
PAR,anacardium_spruceanum,P,Narea,NA,0.922191035,NA,0.355963759,NA,0.251704388,NA,2
PAR,NA,P,Narea,NA,1.605538241,NA,0.3210173,NA,0.107005767,NA,9
PAR,Catostemma_fragrans,NP,Narea,NA,1.224525327,NA,0.152147657,NA,0.087842491,NA,3
PAR,Dicorynia_guianensis,NP,Narea,NA,2.541974306,NA,0.430599344,NA,0.248606647,NA,3
PAR,Dipteryx_odorata,NP,Narea,NA,1.333276838,NA,0.236715046,NA,0.118357523,NA,4
PAR,Eschweilera_sagotiana,NP,Narea,NA,2.327146577,NA,0.156754565,NA,0.09050229,NA,3
PAR,Gustavia_hexapetala,NP,Narea,NA,1.840848619,NA,0.058217231,NA,0.033611734,NA,3
PAR,Sterculia_pruriens,NP,Narea,NA,2.160217208,NA,0.084153256,NA,0.059505338,NA,2
PAR,Thyrsodium_guianense,NP,Narea,NA,1.083275479,NA,0.214713054,NA,0.151825056,NA,2
PAR,Vouacapoua_americana,NP,Narea,NA,1.356505203,NA,0.115909537,NA,0.04731987,NA,6
PAR,NA,NP,Narea,NA,1.66902537,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,Pmass,0.054778037,NA,0.003619851,NA,0.002089922,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,Pmass,0.029550238,NA,0.002732251,NA,0.001577466,NA,3,NA
PAR,Drypetes_variabilis,N,Pmass,0.063504862,0.060571525,0.00674936,0.001781505,0.003896745,0.001028552,3,3
PAR,Eperua_falcata,N,Pmass,0.067336101,0.06542811,0.023160251,NA,0.006983078,NA,11,1
PAR,Eperua_falcata,NP,Pmass,0.067336101,0.06152342,0.023160251,0.008495158,0.006983078,0.003468134,11,6
PAR,Eperua_grandiflora,N,Pmass,0.038609389,0.033570702,0.002720141,NA,0.001570474,NA,3,1
PAR,Eperua_grandiflora,P,Pmass,0.038609389,0.038905869,0.002720141,0.001479278,0.001570474,0.000854062,3,3
PAR,Eperua_grandiflora,NP,Pmass,0.038609389,0.049665407,0.002720141,0.003188706,0.001570474,0.001594353,3,4
PAR,Licania_alba,P,Pmass,0.028754192,0.038050611,0.002549296,0.003945735,0.001471837,0.00161084,3,6
PAR,Lueheopsis_rugosa,NA,Pmass,0.051199397,NA,0.003316662,NA,0.001914875,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,Pmass,0.029299449,NA,0.001804783,NA,0.001041992,NA,3,NA
PAR,Symphonia_globulifera,NA,Pmass,0.035582499,NA,0,NA,0,NA,3,NA
PAR,Tapura_capitulifera,NA,Pmass,0.030592262,NA,0.005211389,NA,0.002127541,NA,6,NA
PAR,Carapa_surinamensis,N,Pmass,NA,0.056345277,NA,0.004675463,NA,0.00269938,NA,3
PAR,Couepia_guianensis,N,Pmass,NA,0.040627903,NA,0.001491012,NA,0.000860836,NA,3
PAR,Eschweilera_sagotiana,N,Pmass,NA,0.073236294,NA,0.003381479,NA,0.001952298,NA,3
PAR,Goupia_glabra,N,Pmass,NA,0.058482143,NA,0,NA,0,NA,3
PAR,Inga_jenmani,N,Pmass,NA,0.0538922,NA,0.006436037,NA,0.003715848,NA,3
PAR,Lecythis_idatimon,N,Pmass,NA,0.041146522,NA,0.001412497,NA,0.000815506,NA,3
PAR,Moronobea_coccinea,N,Pmass,NA,0.029584775,NA,0,NA,0,NA,3
PAR,Oxandra_asbeckii,N,Pmass,NA,0.038834951,NA,0,NA,0,NA,2
PAR,Sterculia_pruriens,N,Pmass,NA,0.060251256,NA,0.002017351,NA,0.001164718,NA,3
PAR,Tetragastris_panamensis,N,Pmass,NA,0.03544401,NA,0.003617168,NA,0.002088373,NA,3
PAR,NA,N,Pmass,NA,0.050559117,NA,0.000753474,NA,0.000435018,NA,3
PAR,Chrysophyllum_pomiferum,P,Pmass,NA,0.037288199,NA,0.005420077,NA,0.003129283,NA,3
PAR,Dicorynia_guianensis,P,Pmass,NA,0.063486225,NA,0.001099101,NA,0.000634566,NA,3
PAR,Dipteryx_odorata,P,Pmass,NA,0.073928312,NA,0.005495228,NA,0.003172671,NA,3
PAR,Hebepetalum_humiriifolia,P,Pmass,NA,0.047312644,NA,0.006955331,NA,0.004015662,NA,3
PAR,Hirtella_glandulosa,P,Pmass,NA,0.04037701,NA,0.004105856,NA,0.002370517,NA,3
PAR,Iryanthera_sagotiana,P,Pmass,NA,0.060413072,NA,0.001728808,NA,0.000998128,NA,3
PAR,Vouacapoua_americana,P,Pmass,NA,0.083043929,NA,0.011794376,NA,0.006809486,NA,3
PAR,anacardium_spruceanum,P,Pmass,NA,0.03136155,NA,0,NA,0,NA,2
PAR,NA,P,Pmass,NA,0.062618355,NA,0.018864323,NA,0.006288108,NA,9
PAR,Catostemma_fragrans,NP,Pmass,NA,0.069151749,NA,0.004763207,NA,0.002750039,NA,3
PAR,Dicorynia_guianensis,NP,Pmass,NA,0.10570842,NA,0.004034019,NA,0.002329042,NA,3
PAR,Dipteryx_odorata,NP,Pmass,NA,0.081164832,NA,0.007080707,NA,0.003540353,NA,4
PAR,Eschweilera_sagotiana,NP,Pmass,NA,0.059450169,NA,0.017810293,NA,0.010282777,NA,3
PAR,Gustavia_hexapetala,NP,Pmass,NA,0.063392405,NA,0.002460352,NA,0.001420485,NA,3
PAR,Sterculia_pruriens,NP,Pmass,NA,0.055626085,NA,0.001780552,NA,0.001259041,NA,2
PAR,Thyrsodium_guianense,NP,Pmass,NA,0.049353287,NA,0.002240416,NA,0.001584213,NA,2
PAR,Vouacapoua_americana,NP,Pmass,NA,0.102067837,NA,0.035109866,NA,0.014333543,NA,6
PAR,NA,NP,Pmass,NA,0.040502793,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,Parea,0.052049341,NA,0.004568515,NA,0.002637633,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,Parea,0.055712877,NA,0.013333185,NA,0.007697918,NA,3,NA
PAR,Drypetes_variabilis,N,Parea,0.09717751,0.062606284,0.006381282,0.004230975,0.003684235,0.002442755,3,3
PAR,Eperua_falcata,N,Parea,0.06015677,0.045612562,0.008015623,NA,0.002416801,NA,11,1
PAR,Eperua_falcata,NP,Parea,0.06015677,0.052760424,0.008015623,0.009117543,0.002416801,0.003722221,11,6
PAR,Eperua_grandiflora,N,Parea,0.077202216,0.074788425,0.003362847,NA,0.001941541,NA,3,1
PAR,Eperua_grandiflora,P,Parea,0.077202216,0.073169545,0.003362847,0.002619952,0.001941541,0.00151263,3,3
PAR,Eperua_grandiflora,NP,Parea,0.077202216,0.059840781,0.003362847,0.01081591,0.001941541,0.005407955,3,4
PAR,Licania_alba,P,Parea,0.049800827,0.066831494,0.005711607,0.009095367,0.003297598,0.003713168,3,6
PAR,Lueheopsis_rugosa,NA,Parea,0.088384371,NA,0.015335428,NA,0.008853914,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,Parea,0.039029624,NA,0.005049615,NA,0.002915397,NA,3,NA
PAR,Symphonia_globulifera,NA,Parea,0.043746637,NA,0.005640798,NA,0.003256716,NA,3,NA
PAR,Tapura_capitulifera,NA,Parea,0.04673902,NA,0.012204386,NA,0.00498242,NA,6,NA
PAR,Carapa_surinamensis,N,Parea,NA,0.098523379,NA,0.004140165,NA,0.002390325,NA,3
PAR,Couepia_guianensis,N,Parea,NA,0.039040108,NA,0.00286205,NA,0.001652405,NA,3
PAR,Eschweilera_sagotiana,N,Parea,NA,0.098426698,NA,0.013328059,NA,0.007694959,NA,3
PAR,Goupia_glabra,N,Parea,NA,0.046509372,NA,0.002573091,NA,0.001485575,NA,3
PAR,Inga_jenmani,N,Parea,NA,0.052444502,NA,0.00272034,NA,0.001570589,NA,3
PAR,Lecythis_idatimon,N,Parea,NA,0.043767674,NA,0.002515891,NA,0.00145255,NA,3
PAR,Moronobea_coccinea,N,Parea,NA,0.038233877,NA,0.005515644,NA,0.003184458,NA,3
PAR,Oxandra_asbeckii,N,Parea,NA,0.036555867,NA,0.002790003,NA,0.00197283,NA,2
PAR,Sterculia_pruriens,N,Parea,NA,0.098564861,NA,0.001224428,NA,0.000706924,NA,3
PAR,Tetragastris_panamensis,N,Parea,NA,0.057421454,NA,0.006306365,NA,0.003640982,NA,3
PAR,NA,N,Parea,NA,0.043511833,NA,0.005672993,NA,0.003275304,NA,3
PAR,Chrysophyllum_pomiferum,P,Parea,NA,0.047617445,NA,0.012071848,NA,0.006969685,NA,3
PAR,Dicorynia_guianensis,P,Parea,NA,0.070309268,NA,0.000619848,NA,0.000357869,NA,3
PAR,Dipteryx_odorata,P,Parea,NA,0.076054909,NA,0.002055397,NA,0.001186684,NA,3
PAR,Hebepetalum_humiriifolia,P,Parea,NA,0.037171754,NA,0.004397263,NA,0.002538761,NA,3
PAR,Hirtella_glandulosa,P,Parea,NA,0.070436018,NA,0.009631746,NA,0.005560891,NA,3
PAR,Iryanthera_sagotiana,P,Parea,NA,0.076035485,NA,0.001623209,NA,0.00093716,NA,3
PAR,Vouacapoua_americana,P,Parea,NA,0.063991083,NA,0.007577927,NA,0.004375118,NA,3
PAR,anacardium_spruceanum,P,Parea,NA,0.025505876,NA,0.000600794,NA,0.000424826,NA,2
PAR,NA,P,Parea,NA,0.073005554,NA,0.026154218,NA,0.008718073,NA,9
PAR,Catostemma_fragrans,NP,Parea,NA,0.08399757,NA,0.005807549,NA,0.00335299,NA,3
PAR,Dicorynia_guianensis,NP,Parea,NA,0.113109033,NA,0.011792737,NA,0.00680854,NA,3
PAR,Dipteryx_odorata,NP,Parea,NA,0.092414096,NA,0.006860649,NA,0.003430324,NA,4
PAR,Eschweilera_sagotiana,NP,Parea,NA,0.11632025,NA,0.03600346,NA,0.020786608,NA,3
PAR,Gustavia_hexapetala,NP,Parea,NA,0.055134312,NA,0.001715947,NA,0.000990703,NA,3
PAR,Sterculia_pruriens,NP,Parea,NA,0.079942636,NA,0.005525844,NA,0.003907362,NA,2
PAR,Thyrsodium_guianense,NP,Parea,NA,0.050753386,NA,0.001392228,NA,0.000984454,NA,2
PAR,Vouacapoua_americana,NP,Parea,NA,0.08070193,NA,0.01570604,NA,0.006411964,NA,6
PAR,NA,NP,Parea,NA,0.07168536,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,leafnp,23.47733115,NA,3.289381635,NA,1.899125372,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,leafnp,19.8903848,NA,5.429437134,NA,3.134686991,NA,3,NA
PAR,Drypetes_variabilis,N,leafnp,17.36361104,24.16407451,0.61040949,0.510484439,0.352420083,0.294728329,3,3
PAR,Eperua_falcata,N,leafnp,20.24408825,21.03623005,6.897663423,NA,2.079723773,NA,11,1
PAR,Eperua_falcata,NP,leafnp,20.24408825,22.32730298,6.897663423,1.921616791,2.079723773,0.78449677,11,6
PAR,Eperua_grandiflora,N,leafnp,21.4804164,28.01379253,3.613207287,NA,2.0860862,NA,3,1
PAR,Eperua_grandiflora,P,leafnp,21.4804164,17.50643212,3.613207287,1.175849614,2.0860862,0.678877091,3,3
PAR,Eperua_grandiflora,NP,leafnp,21.4804164,20.12913626,3.613207287,1.763689925,2.0860862,0.881844962,3,4
PAR,Licania_alba,P,leafnp,33.27945763,27.27395146,3.224022828,2.979996097,1.861390448,1.216578312,3,6
PAR,Lueheopsis_rugosa,NA,leafnp,23.90367063,NA,1.05397276,NA,0.608511457,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,leafnp,20.03470674,NA,7.802346722,NA,4.50468698,NA,3,NA
PAR,Symphonia_globulifera,NA,leafnp,29.87352328,NA,2.242724794,NA,1.294837763,NA,3,NA
PAR,Tapura_capitulifera,NA,leafnp,20.28074712,NA,4.218192516,NA,1.722069883,NA,6,NA
PAR,Carapa_surinamensis,N,leafnp,NA,23.0247532,NA,1.651878927,NA,0.953712743,NA,3
PAR,Couepia_guianensis,N,leafnp,NA,31.39613491,NA,1.83806683,NA,1.061208379,NA,3
PAR,Eschweilera_sagotiana,N,leafnp,NA,15.67082448,NA,2.065493983,NA,1.192513507,NA,3
PAR,Goupia_glabra,N,leafnp,NA,12.42465339,NA,10.78906216,NA,6.22906794,NA,3
PAR,Inga_jenmani,N,leafnp,NA,44.57580881,NA,6.433271705,NA,3.714251151,NA,3
PAR,Lecythis_idatimon,N,leafnp,NA,38.36050709,NA,3.355974913,NA,1.93757302,NA,3
PAR,Moronobea_coccinea,N,leafnp,NA,39.85329896,NA,4.72127964,NA,2.725832071,NA,3
PAR,Oxandra_asbeckii,N,leafnp,NA,42.12721325,NA,6.381801702,NA,4.51261526,NA,2
PAR,Sterculia_pruriens,N,leafnp,NA,24.36075915,NA,1.1688355,NA,0.674827491,NA,3
PAR,Tetragastris_panamensis,N,leafnp,NA,22.03197511,NA,2.216214369,NA,1.279531963,NA,3
PAR,NA,N,leafnp,NA,29.20987332,NA,2.193850306,NA,1.266620065,NA,3
PAR,Chrysophyllum_pomiferum,P,leafnp,NA,24.40222609,NA,2.49318019,NA,1.439438254,NA,3
PAR,Dicorynia_guianensis,P,leafnp,NA,27.12966406,NA,1.649635971,NA,0.952417772,NA,3
PAR,Dipteryx_odorata,P,leafnp,NA,14.86459193,NA,0.384271744,NA,0.221859395,NA,3
PAR,Hebepetalum_humiriifolia,P,leafnp,NA,34.55460644,NA,5.964710669,NA,3.443727311,NA,3
PAR,Hirtella_glandulosa,P,leafnp,NA,25.20058978,NA,0.799666363,NA,0.46168759,NA,3
PAR,Iryanthera_sagotiana,P,leafnp,NA,22.96186914,NA,2.019624369,NA,1.166030673,NA,3
PAR,Vouacapoua_americana,P,leafnp,NA,15.82430148,NA,2.630543475,NA,1.518744984,NA,3
PAR,anacardium_spruceanum,P,leafnp,NA,36.33047118,NA,14.81191625,NA,10.47360642,NA,2
PAR,NA,P,leafnp,NA,23.21676867,NA,4.709806398,NA,1.569935466,NA,9
PAR,Catostemma_fragrans,NP,leafnp,NA,14.65343289,NA,2.401930114,NA,1.386754998,NA,3
PAR,Dicorynia_guianensis,NP,leafnp,NA,22.36796777,NA,1.5442059,NA,0.891547692,NA,3
PAR,Dipteryx_odorata,NP,leafnp,NA,14.4929216,NA,2.704852647,NA,1.352426324,NA,4
PAR,Eschweilera_sagotiana,NP,leafnp,NA,20.90448832,NA,4.354418635,NA,2.514024771,NA,3
PAR,Gustavia_hexapetala,NP,leafnp,NA,33.41389418,NA,1.591313219,NA,0.918745116,NA,3
PAR,Sterculia_pruriens,NP,leafnp,NA,27.05033184,NA,0.817119089,NA,0.577790449,NA,2
PAR,Thyrsodium_guianense,NP,leafnp,NA,21.29389284,NA,3.646399213,NA,2.57839361,NA,2
PAR,Vouacapoua_americana,NP,leafnp,NA,17.4220614,NA,4.101626832,NA,1.674482142,NA,6
PAR,NA,NP,leafnp,NA,23.28265303,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,Vcmax,39.50866667,NA,2.360610161,NA,1.362898912,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,Vcmax,21.316,NA,10.33243916,NA,5.965436531,NA,3,NA
PAR,Drypetes_variabilis,N,Vcmax,19.10433333,17.832,5.757653544,2.895166316,3.324182824,1.671525052,3,3
PAR,Eperua_falcata,N,Vcmax,21.0351,6.243,13.98696884,NA,4.423067911,NA,10,1
PAR,Eperua_falcata,NP,Vcmax,21.0351,7.8084,13.98696884,1.414317256,4.423067911,0.632501905,10,5
PAR,Eperua_grandiflora,N,Vcmax,19.382,20.347,0.127279221,NA,0.09,NA,2,1
PAR,Eperua_grandiflora,P,Vcmax,19.382,12.38133333,0.127279221,1.927599889,0.09,1.112900315,2,3
PAR,Eperua_grandiflora,NP,Vcmax,19.382,16.035,0.127279221,5.560157612,0.09,2.780078806,2,4
PAR,Licania_alba,P,Vcmax,29.68366667,26.728,3.358900167,7.853413984,1.939261916,3.206142833,3,6
PAR,Lueheopsis_rugosa,NA,Vcmax,43.09266667,NA,8.373541744,NA,4.83446658,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,Vcmax,15.64633333,NA,1.933989228,NA,1.116589201,NA,3,NA
PAR,Symphonia_globulifera,NA,Vcmax,19.03933333,NA,2.201570424,NA,1.271077277,NA,3,NA
PAR,Tapura_capitulifera,NA,Vcmax,16.41283333,NA,6.317039921,NA,2.578920749,NA,6,NA
PAR,Carapa_surinamensis,N,Vcmax,NA,26.875,NA,11.01535637,NA,6.359718967,NA,3
PAR,Couepia_guianensis,N,Vcmax,NA,11.93666667,NA,2.545697612,NA,1.469759202,NA,3
PAR,Eschweilera_sagotiana,N,Vcmax,NA,27.88233333,NA,7.023045232,NA,4.054757055,NA,3
