"Treatm","Asat_n","Asat_mean","Asat_sd","Asat_se","Vcmax_n","Vcmax_mean","Vcmax_sd","Vcmax_se","Jmax_n","Jmax_mean","Jmax_sd","Jmax_se","gsw_n","gsw_mean","gsw_sd","gsw_se","rd_n","rd_mean","rd_sd","rd_se","lma_n","lma_mean","lma_sd","lma_se","Nmass_n","Nmass_mean","Nmass_sd","Nmass_se","Narea_n","Narea_mean","Narea_sd","Narea_se","Pmass_n","Pmass_mean","Pmass_sd","Pmass_se","Parea_n","Parea_mean","Parea_sd","Parea_se","leafnp_n","leafnp_mean","leafnp_sd","leafnp_se","pnue_n","pnue_mean","pnue_sd","pnue_se","ppue_n","ppue_mean","ppue_sd","ppue_se"
"LNLP",191,12.134502617801,5.61800982168704,0.406504923925615,191,14.4520942408377,6.80289743313897,0.492240382502836,191,73.1523560209424,35.2390597759593,2.54980887682658,191,0.344712041884817,0.246704160807014,0.0178508865779933,190,-0.741052631578947,0.468247828570824,0.0339702678793717,207,119.863333333333,88.0443123648872,6.1195027346075,203,15.314236453202,7.79392317124429,0.547026167182663,201,1.47732314307463,0.936068046572824,0.0660251492795464,203,1.69458128078818,1.76543047145699,0.123908927892911,201,0.157724023736318,0.182743090864756,0.0128897037969905,203,14.996157635468,12.4642618227839,0.874819679623576,185,9.60122483109419,4.89436563219171,0.359840917866075,185,130.944604347317,93.5622160086307,6.87883092850446
"HNLP",194,13.0091237113402,6.64621617039199,0.477170512347007,194,15.4879896907216,9.36039399440339,0.672037123615839,194,77.5084536082474,68.8475538051556,4.94296629552852,194,0.329381443298969,0.246279315849957,0.0176818244113271,194,-0.895103092783505,0.556637983108492,0.0399642781369265,194,118.824793814433,80.3728647414339,5.77043539725924,199,22.2105527638191,9.03990793932631,0.640822083319406,194,2.36423952640722,1.57162261678503,0.112835927998897,199,1.07125628140704,1.28871752460752,0.0913547631759142,194,0.0917417253041237,0.0929360165578879,0.00667241713171688,199,34.5614070351759,21.8228155334786,1.54697837720469,184,6.96152589850094,5.24822418315919,0.386904219952214,184,195.768618906539,121.217170814013,8.9362483921902
"LNHP",194,12.1712371134021,6.02476878196404,0.432553190079653,194,14.5569072164948,7.36368844286439,0.528682019507364,194,73.4126804123711,37.8947198808845,2.72068233070148,194,0.352474226804124,0.231579532003978,0.0166264414371134,193,-0.787098445595855,0.500617197866448,0.0360352144119945,205,109.747853658537,81.6949902421486,5.70582561977166,203,16.4210344827586,9.29050262491527,0.652065452846453,202,1.48776302975743,0.940549421092683,0.0661768263378309,203,5.52167487684729,4.30203211857108,0.301943461490774,202,0.645092400420792,0.894373031145609,0.0629278668787039,203,4.71502463054187,3.72645909683448,0.261546154884523,189,9.60931449697041,4.96621256557556,0.361238809507792,189,43.7767174497128,37.1932792484929,2.70541297618808
"HNHP",189,15.587671957672,6.64782110186895,0.483557831838718,189,18.7833333333333,8.91914543659587,0.64877236662731,189,95.4457671957672,64.1112508719885,4.66340730189192,189,0.390582010582011,0.274674236246573,0.0199796107786366,189,-1.06862433862434,0.682421542244509,0.0496388630667296,196,113.178010204082,101.069655364543,7.21926109746739,198,26.6911616161616,11.9815317768614,0.85149038595479,195,2.77917248505128,2.65656822866737,0.19024080224493,198,3.87949494949495,2.81777817709349,0.200250775295846,195,0.439483952635897,0.656062881109922,0.0469816387467979,198,8.56580808080808,4.14173240483181,0.294340105221129,184,8.64672842382218,5.61966629540379,0.414287295766039,184,72.9934921296386,51.57626646683,3.80225280951782
