"Treatm","n","Asat_mean","Asat_sd","Asat_se","Vcmax_mean","Vcmax_sd","Vcmax_se","Jmax_mean","Jmax_sd","Jmax_se","gsw_mean","gsw_sd","gsw_se","rd_mean","rd_sd","rd_se","lma_mean","lma_sd","lma_se","Nmass_mean","Nmass_sd","Nmass_se","Narea_mean","Narea_sd","Narea_se","Pmass_mean","Pmass_sd","Pmass_se","Parea_mean","Parea_sd","Parea_se","leafnp_mean","leafnp_sd","leafnp_se","pnue_mean","pnue_sd","pnue_se","ppue_mean","ppue_sd","ppue_se"
"LNLP",220,12.134502617801,5.61800982168704,0.378766144909855,14.4520942408377,6.80289743313897,0.458651251377383,73.1523560209424,35.2390597759593,2.37581692542857,0.344712041884817,0.246704160807014,0.0166327911285198,-0.741052631578947,0.468247828570824,0.0315692621621162,119.863333333333,88.0443123648872,5.93594632870777,15.314236453202,7.79392317124429,0.525466193010198,1.47732314307463,0.936068046572824,0.0631096948255634,1.69458128078818,1.76543047145699,0.119025298104472,0.157724023736318,0.182743090864756,0.0123205366727126,14.996157635468,12.4642618227839,0.840340360662677,9.60122483109419,4.89436563219171,0.329978063606847,130.944604347317,93.5622160086307,6.3079633164775
"HNLP",218,13.0091237113402,6.64621617039199,0.450138558605045,15.4879896907216,9.36039399440339,0.633965876612098,77.5084536082474,68.8475538051556,4.66294472505973,0.329381443298969,0.246279315849957,0.0166801400088071,-0.895103092783505,0.556637983108492,0.037700281326615,118.824793814433,80.3728647414339,5.44353727867589,22.2105527638191,9.03990793932631,0.612259822041065,2.36423952640722,1.57162261678503,0.106443714927945,1.07125628140704,1.28871752460752,0.0872829643369362,0.0917417253041237,0.0929360165578879,0.00629442128623916,34.5614070351759,21.8228155334786,1.47802756893543,6.96152589850094,5.24822418315919,0.35545459378341,195.768618906539,121.217170814013,8.20986274738988
"LNHP",218,12.1712371134021,6.02476878196404,0.408048830479435,14.5569072164948,7.36368844286439,0.498731912521002,73.4126804123711,37.8947198808845,2.5665542842127,0.352474226804124,0.231579532003978,0.0156845450202312,-0.787098445595855,0.500617197866448,0.0339060749881099,109.747853658537,81.6949902421486,5.5330829166643,16.4210344827586,9.29050262491527,0.629232235768385,1.48776302975743,0.940549421092683,0.0637020448708184,5.52167487684729,4.30203211857108,0.291370380872216,0.645092400420792,0.894373031145609,0.0605745851133465,4.71502463054187,3.72645909683448,0.252387656908065,9.60931449697041,4.96621256557556,0.336354356927665,43.7767174497128,37.1932792484929,2.51904672997178
"HNHP",217,15.587671957672,6.64782110186895,0.451283501902795,18.7833333333333,8.91914543659587,0.605471044561612,95.4457671957672,64.1112508719885,4.35215529442356,0.390582010582011,0.274674236246573,0.0186461021312653,-1.06862433862434,0.682421542244509,0.0463257928633831,113.178010204082,101.069655364543,6.86105527060541,26.6911616161616,11.9815317768614,0.813359375284862,2.77917248505128,2.65656822866737,0.18033960224045,3.87949494949495,2.81777817709349,0.191283246624451,0.439483952635897,0.656062881109922,0.0445364503525052,8.56580808080808,4.14173240483181,0.281159115890064,8.64672842382218,5.61966629540379,0.381487805771721,72.9934921296386,51.57626646683,3.50122510662616
