db,id,duplicate_id,citation,response,site,study,exp,lat,lon,elevation,mat,map,ecosystem_type,vegetation_type,experiment_type,community_type,dominant_species,growth_form,age,disturbance_type,treatment,npk,w_t1,c_c,c_t,d_t,d_t2,n_c,n_t,p_c,p_t,k_c,k_t,i_c,i_t,i_t2,s_c,s_t,w_t2,w_t3,start_year,duration,treatment_duration,fumigation_type,start_treatment,end_treatment,sampling_year,sampling_depth,aggregation_level,x_c,x_t,x_units,sd_c,sd_t,se_c,se_t,rep_c,rep_t,sampling_date
antwerp,p36890,p36890,fan_et_al_2014a,soc,fengqiuagro,fengqiuagro,fengqiuagro_fnp,35,114.4,NA,13.9,615,cropland,NA,NA,planted,triticum_aestivum_and_zea_mays,NA,NA,NA,f,_110,_0000,387,387,0,0,0,30,0,5.89,0,0,0,0,0,NA,NA,0,0,1989,NA,NA,NA,NA,NA,21,NA,NA,10.5,14.6,mgc_ha,NA,NA,NA,NA,4,4,2009
antwerp,p36896,p36896,fan_et_al_2014a,soc,fengqiuagro,fengqiuagro,fengqiuagro_fnp,35,114.4,NA,13.9,615,cropland,NA,NA,planted,triticum_aestivum_and_zea_mays,NA,NA,NA,f,_110,_0000,387,387,0,0,0,30,0,5.89,0,0,0,0,0,NA,NA,0,0,1989,NA,NA,NA,NA,NA,21,NA,NA,10.5,11.3,mgc_ha,NA,NA,NA,NA,4,4,2009
antwerp,p36902,p36902,fan_et_al_2014a,soc,fengqiuagro,fengqiuagro,fengqiuagro_fnp,35,114.4,NA,13.9,615,cropland,NA,NA,planted,triticum_aestivum_and_zea_mays,NA,NA,NA,f,_110,_0000,387,387,0,0,0,30,0,5.89,0,0,0,0,0,NA,NA,0,0,1989,NA,NA,NA,NA,NA,21,NA,NA,12.3,13.4,mgc_ha,NA,NA,NA,NA,4,4,2009
sichuan,s1152,s1152,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,castanopsis,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,46.76,41.72,g_100g,1.871,1.247,1.080222354,0.719955786,3,3,NA
sichuan,s1149,s1149,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,cryptocarya,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,47.12,44.96,g_100g,2.494,3.741,1.439911571,2.159867357,3,3,NA
sichuan,s1137,s1137,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,pinus,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,50,50.71,g_100g,1.23,1.247,0.710140831,0.719955786,3,3,NA
sichuan,s1140,s1140,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,pinus,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,50.71,51.79,g_100g,1.247,1.247,0.719955786,0.719955786,3,3,NA
sichuan,s1143,s1143,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,schima,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,46.76,48.56,g_100g,1.247,4.347,0.719955786,2.50974162,3,3,NA
sichuan,s1146,s1146,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,schima,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,44.96,47.12,g_100g,1.247,1.871,0.719955786,1.080222354,3,3,NA
sichuan,s1153,s1153,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,castanopsis,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,46.76,42.8,g_100g,1.871,4.365,1.080222354,2.520133925,3,3,NA
sichuan,s1150,s1150,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,cryptocarya,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,47.12,44.6,g_100g,2.494,1.871,1.439911571,1.080222354,3,3,NA
sichuan,s1138,s1138,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,pinus,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,50,50.35,g_100g,1.23,1.871,0.710140831,1.080222354,3,3,NA
sichuan,s1141,s1141,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,pinus,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,50.71,44.96,g_100g,1.247,1.871,0.719955786,1.080222354,3,3,NA
sichuan,s1144,s1144,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,schima,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,46.76,44.6,g_100g,1.247,1.871,0.719955786,1.080222354,3,3,NA
sichuan,s1147,s1147,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,schima,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,44.96,44.96,g_100g,1.247,3.741,0.719955786,2.159867357,3,3,NA
sichuan,s1154,s1154,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,castanopsis,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,46.76,43.16,g_100g,1.871,3.741,1.080222354,2.159867357,3,3,NA
sichuan,s1151,s1151,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,cryptocarya,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,47.12,41.72,g_100g,2.494,1.247,1.439911571,0.719955786,3,3,NA
sichuan,s1139,s1139,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,pinus,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,50,50.71,g_100g,1.23,1.247,0.710140831,0.719955786,3,3,NA
sichuan,s1142,s1142,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,pinus,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,50.71,45.68,g_100g,1.247,9.959,0.719955786,5.749831331,3,3,NA
sichuan,s1145,s1145,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,schima,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,46.76,42.08,g_100g,1.247,1.247,0.719955786,0.719955786,3,3,NA
sichuan,s1148,s1148,fang_et_al_2009,leaf_c,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,schima,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,NA,species,44.96,44.24,g_100g,1.247,2.494,0.719955786,1.439911571,3,3,NA
sichuan,s1155,s1155,fang_et_al_2009,mbc,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,NA,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,20,NA,435.2,478.5,NA,50.403,50.403,29.10018562,29.10018562,3,3,NA
sichuan,s1157,s1157,fang_et_al_2009,mbc,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,NA,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,20,NA,517.5,564.5,NA,63.047,75.517,36.40020242,43.59976028,3,3,NA
sichuan,s1159,s1159,fang_et_al_2009,mbc,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,NA,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,20,NA,741.4,719.4,NA,100.632,81.926,58.09991229,47.29999815,3,3,NA
sichuan,s1156,s1156,fang_et_al_2009,mbc,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,NA,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,20,NA,435.2,431.1,NA,50.403,18.879,29.10018562,10.89979573,3,3,NA
sichuan,s1158,s1158,fang_et_al_2009,mbc,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,NA,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,20,NA,517.5,480.8,NA,63.047,43.994,36.40020242,25.39994774,3,3,NA
sichuan,s1160,s1160,fang_et_al_2009,mbc,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,NA,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,10,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,20,NA,741.4,632.1,NA,100.632,88.161,58.09991229,50.89977708,3,3,NA
sichuan,s1161,s1161,fang_et_al_2009,mbc,23.15_112.5,23.15_112.5,23.15_112.5_f,23.15,112.5,NA,21.4,1927,forest,subtropical_forest,NA,NA,NA,NA,NA,NA,f,_100,_0000,NA,NA,0,0,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,3,NA,NA,NA,NA,3,20,NA,741.4,573.8,NA,100.632,44.167,58.09991229,25.49982934,3,3,NA
antwerp,p36969,p36969,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,158.82,140.744,g_m2,90.63475466,68.74163245,52.328,39.688,3,3,01_05_2008
antwerp,p36978,p36978,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,245.061,250.439,g_m2,59.32274016,53.07003674,34.25,30.64,3,3,01_06_2008
antwerp,p36987,p36987,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,353.026,338.563,g_m2,93.74724996,115.6143914,54.125,66.75,3,3,01_07_2008
antwerp,p36996,p36996,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,495.171,554.638,g_m2,71.81429058,71.80736238,41.462,41.458,3,3,01_08_2008
antwerp,p37005,p37005,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,413.721,523.685,g_m2,68.67235042,121.7891525,39.648,70.315,3,3,01_09_2008
antwerp,p37014,p37014,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,373.742,371.896,g_m2,93.75937432,65.6274051,54.132,37.89,3,3,01_10_2008
antwerp,p37023,p37023,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,154.942,154.901,g_m2,40.58021837,37.46599102,23.429,21.631,3,3,01_05_2009
antwerp,p37032,p37032,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,190.685,228.505,g_m2,46.82079743,56.20504871,27.032,32.45,3,3,01_06_2009
antwerp,p37041,p37041,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,421.249,514.997,g_m2,40.65469656,71.82121879,23.472,41.466,3,3,01_07_2009
antwerp,p37050,p37050,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,536.38,548.963,g_m2,65.64645766,68.69486708,37.901,39.661,3,3,01_08_2009
antwerp,p37059,p37059,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,458.51,411.55,g_m2,99.91854699,50.05626834,57.688,28.9,3,3,01_09_2009
antwerp,p36972,p36972,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,163.306,183.266,g_m2,65.99806397,59.71418364,38.104,34.476,3,3,01_05_2008
antwerp,p36981,p36981,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,254.032,286.694,g_m2,47.14122683,62.85612381,27.217,36.29,3,3,01_06_2008
antwerp,p36990,p36990,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,408.266,413.71,g_m2,91.14224555,81.71296095,52.621,47.177,3,3,01_07_2008
antwerp,p36999,p36999,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,515.323,616.935,g_m2,65.99806397,179.1425509,38.104,103.428,3,3,01_08_2008
antwerp,p37008,p37008,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,486.29,606.048,g_m2,75.42908062,232.5711222,43.549,134.275,3,3,01_09_2008
antwerp,p37017,p37017,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,399.194,399.194,g_m2,53.42683921,50.28489905,30.846,29.032,3,3,01_10_2008
antwerp,p37026,p37026,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,197.782,199.597,g_m2,34.57173412,47.14295888,19.96,27.218,3,3,01_05_2009
antwerp,p37035,p37035,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,203.226,219.556,g_m2,31.4280619,40.8573465,18.145,23.589,3,3,01_06_2009
antwerp,p37044,p37044,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,459.073,518.952,g_m2,72.2854084,75.42734857,41.734,43.548,3,3,01_07_2009
antwerp,p37053,p37053,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,575.202,511.694,g_m2,65.99806397,37.71367428,38.104,21.774,3,3,01_08_2009
antwerp,p37062,p37062,fang_et_al_2012b,agb,haibei,haibei,haibei_fn1pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,359.274,430.04,g_m2,50.28489905,78.57102078,29.032,45.363,3,3,01_09_2009
antwerp,p36970,p36970,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,158.82,223.674,g_m2,90.63475466,81.16563289,52.328,46.861,3,3,01_05_2008
antwerp,p36979,p36979,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,245.061,315.331,g_m2,59.32274016,65.56678332,34.25,37.855,3,3,01_06_2008
antwerp,p36988,p36988,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,353.026,450.356,g_m2,93.74724996,68.67581452,54.125,39.65,3,3,01_07_2008
antwerp,p36997,p36997,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,495.171,487.854,g_m2,71.81429058,78.04447734,41.462,45.059,3,3,01_08_2008
antwerp,p37006,p37006,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,413.721,417.205,g_m2,68.67235042,112.4222218,39.648,64.907,3,3,01_09_2008
antwerp,p37015,p37015,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,373.742,415.141,g_m2,93.75937432,87.42006836,54.132,50.472,3,3,01_10_2008
antwerp,p37024,p37024,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,154.942,149.452,g_m2,40.58021837,49.95927349,23.429,28.844,3,3,01_05_2009
antwerp,p37033,p37033,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,190.685,203.219,g_m2,46.82079743,40.56809401,27.032,23.422,3,3,01_06_2009
antwerp,p37042,p37042,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,421.249,522.168,g_m2,40.65469656,124.9033799,23.472,72.113,3,3,01_07_2009
antwerp,p37051,p37051,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,536.38,653.525,g_m2,65.64645766,196.7505794,37.901,113.594,3,3,01_08_2009
antwerp,p37060,p37060,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2p,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,2,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,458.51,456.556,g_m2,99.91854699,53.06484059,57.688,30.637,3,3,01_09_2009
antwerp,p36973,p36973,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,163.306,203.226,g_m2,65.99806397,62.85612381,38.104,36.29,3,3,01_05_2008
antwerp,p36982,p36982,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,254.032,399.194,g_m2,47.14122683,141.4271446,27.217,81.653,3,3,01_06_2008
antwerp,p36991,p36991,fang_et_al_2012b,agb,haibei,haibei,haibei_fn2pp,37.62,101.32,3220,-1.7,580,grassland,meadow,NA,natural,kobresia_humilis,NA,NA,NA,f,_110,_0000,386,386,0,0,0,4,0,NA,0,0,0,0,0,NA,NA,0,0,2007,NA,NA,NA,NA,NA,2,NA,NA,408.266,388.306,g_m2,91.14224555,87.99857333,52.621,50.806,3,3,01_07_2008
