"exp","spp","Treatment","Months.in","trait","mean_control","mean_trt","sd_control","sd_trt","se_control","se_trt","n_control","n_trt"
"bloomfield_2014","Cryptocarya triplinervis","P",22,"cica",0.7457461252,0.7498315198,0.0368758250267511,0.0355732781073334,0.0164913702972407,0.0159088536061005,5,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"cica",0.6706345716,0.6256238744,0.115805875450367,0.0399053238565767,0.051789961940179,0.0178462033614899,5,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"cica",0.6610589074,0.557012333,0.028178673265729,0.086813149688542,0.0126018857875852,0.0388240208088889,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"cica",0.5927016098,0.7733794624,0.111416148784912,0.0533707419555099,0.0498268164948585,0.023868121404424,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"cica",0.5878188334,0.4831466724,0.0577639098638331,0.070290990103138,0.0258328058203403,0.0314350864152763,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"cica",0.6636315968,0.5322744608,0.0536514041455251,0.0650005964540563,0.0239936373515416,0.0290691504498604,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"cica",0.5755968418,0.6887255798,0.113156273692678,0.043534679982538,0.0506050240114797,0.0194693007639308,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"cica",0.82351602825,0.7641766192,0.0493119004322896,0.0686613801154709,0.0246559502161448,0.0307063026734291,4,5
"bloomfield_2014","Hymenosporum flavum","P",13,"cica",0.7293981578,0.7143085916,0.0362908771957056,0.0456524689415414,0.0162297736745389,0.0204164047787969,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"cica",0.7980247354,0.8232713234,0.0212223489158406,0.0417919375702369,0.0094909229636077,0.0186899226636954,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"cica",0.7679296524,0.6752815886,0.044082425660348,0.042971814140357,0.0197142600779238,0.019217579506865,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"cica",0.7080642702,0.5616152182,0.0425224898062373,0.101871654746335,0.0190166355558577,0.0455583889986387,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"cica",0.80043961825,0.694829107,0.0632039119312345,0.0532920255099068,0.0316019559656173,0.0238329183397609,4,5
"bloomfield_2014","Syzygium wilsonii","P",9,"cica",0.5399754475,0.5108880314,0.0843619490800374,0.0390235869651429,0.0421809745400187,0.0174518786359869,4,5
"bloomfield_2014","Syzygium wilsonii","P",13,"cica",0.5188727992,0.5534304392,0.150513038358183,0.0697321319234626,0.0673114770537863,0.0311851574393691,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"cica",0.590300954,0.6770720096,0.0754460162765061,0.0840965315016757,0.0337404842051647,0.0376091122219399,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"lma",129.70846298,116.790102212,10.7237088728396,19.4513718171462,4.79578840211742,8.69891792775252,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"lma",92.801685982,80.256221236,12.5954888625442,11.3653380007571,5.63287386129808,5.08273367139088,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"lma",109.033216316,97.893599784,8.78279641019589,12.1905373449616,3.92778596114783,5.45177403711677,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"lma",57.545566974,54.877529658,8.73377533217525,13.569962702638,3.90586306859093,6.06867181104706,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"lma",55.620988926,51.434208282,5.39533880422078,4.34478799757379,2.41286886557602,1.94304826208004,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"lma",65.037357096,54.460347464,11.8921843473339,11.034842622847,5.31834652031953,4.93493164513959,5,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"lma",82.813936692,92.760317144,21.1030966874128,23.3124213463379,9.43759174576114,10.4256317701057,5,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"lma",93.862836004,80.208655148,11.9640783435953,14.9869378102864,5.35049849288242,6.70236234367243,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"lma",107.007831498,77.75227293,7.53137118857216,17.743982870939,3.36813158828615,7.93535037820228,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"lma",86.697900894,92.174465494,9.28362579001581,11.2920814587774,4.15176366882911,5.04997234985823,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"lma",90.87930993,70.999978138,41.0117860721518,24.8929944882498,18.3410283072021,11.1324855678508,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"lma",86.303897742,64.69979296,7.80179783863678,3.20735278142136,3.48907006278055,1.43437176941624,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"lma",68.715008006,82.186062554,9.18488405006918,6.28487425714678,4.10760502028165,2.81068121380374,5,5
"bloomfield_2014","Hymenosporum flavum","P",13,"lma",49.047423418,46.921969658,6.93296645526533,7.11982639553733,3.10051685593981,3.18408316168376,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"lma",52.88504816,55.698082636,4.62228731403451,17.661735028091,2.06714972914322,7.89856802468014,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"lma",87.715632654,87.84190902,7.68913476122427,13.8844378043195,3.43868560285081,6.20930935196524,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"lma",87.732136118,82.155192332,6.93020803289942,10.1687643319249,3.09928325195564,4.54760965867184,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"lma",76.514537762,73.307678458,7.1275876855727,15.3066302322024,3.18755411610619,6.8453331411316,5,5
"bloomfield_2014","Syzygium wilsonii","P",9,"lma",86.35911161,80.870725734,21.8842028475867,20.3589652603676,9.78691304011965,9.10480605474772,5,5
"bloomfield_2014","Syzygium wilsonii","P",13,"lma",72.069930742,65.394695216,23.3751769000641,10.7641723410992,10.4536969069252,4.81388421524419,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"lma",90.692231532,67.1752633,18.6273017428904,12.7340698704462,8.33038258690064,5.69484917210993,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"nmass",15.630163456,14.573705744,1.72379165984982,2.12957625431628,0.770903066094277,0.952375453584117,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"nmass",15.78366517,16.183103262,2.63087965652945,2.46134058107688,1.17656515052423,1.10074497101335,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"nmass",16.639236492,14.405889382,2.80284001804228,1.21625991378703,1.25346816207985,0.543927969107168,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"nmass",29.150274314,24.75369851,1.6663854246921,4.41657886192201,0.745230217265279,1.97515411264926,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"nmass",29.461921544,27.942435122,1.81560342521285,3.69213624415157,0.811962535791479,1.65117352482273,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"nmass",30.5150376725,22.727580646,4.64906062334096,2.81693762407345,2.32453031167048,1.259772803161,4,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"nmass",18.60546425,15.745242654,6.62367442508409,2.05258596182034,3.31183721254205,0.917944348058413,4,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"nmass",14.009604842,16.477821756,1.96342998096319,1.7938437925391,0.878072581298961,0.802231332226691,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"nmass",14.377218546,12.3564658456,3.59050253774156,4.96300223182363,1.60572154955513,2.21952207256816,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"nmass",13.08972633,17.555321256,0.858075896889319,1.91490468516083,0.383743207059724,0.856371409290488,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"nmass",16.644832094,17.57917398,0.649244860850652,2.06990004322736,0.29035112858089,0.925687440657225,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"nmass",15.443788462,16.468005574,1.12518730765863,1.02967139225676,0.503199061468932,0.460483045514594,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"nmass",24.840229508,19.275165874,6.89560945127063,3.55590924700236,3.08381029586623,1.59025095962347,5,5
"bloomfield_2014","Hymenosporum flavum","P",13,"nmass",28.282676356,30.260093876,2.30373940558633,1.92937462938307,1.0302635826672,0.862842565072802,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"nmass",32.399742198,26.505629514,2.45136700793108,7.22336684103281,1.09628465350683,3.23038785659345,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"nmass",16.97430656,16.389829832,2.74152366393276,6.74875007266156,1.22604665489559,3.01813278512558,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"nmass",21.608949404,21.762576216,3.2600685181638,4.4458551528962,1.45794696358425,1.98824686799873,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"nmass",15.999939734,16.172350956,2.71732436217217,5.61617197184737,1.21522439814665,2.51162846047595,5,5
"bloomfield_2014","Syzygium wilsonii","P",9,"nmass",8.042222817,12.316209932,0.751920881090544,2.29197601265441,0.336269240763998,1.02500283341884,5,5
"bloomfield_2014","Syzygium wilsonii","P",13,"nmass",11.663614523,14.696697938,2.0035158528053,2.82615631747337,0.895999528174222,1.26389552818219,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"nmass",12.759534354,13.65807344,1.6109147295809,2.04259409462604,0.720422968259717,0.913475849204692,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"narea",2.0407698848,1.68271249,0.387326624789529,0.269097431264367,0.173217732504988,0.12034402977554,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"narea",1.440590302,1.2901401466,0.118506034432142,0.210939808626942,0.0529975097468398,0.0943351502501279,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"narea",1.8063954954,1.4102777496,0.272830557126106,0.200893558138095,0.122013534414623,0.0898423304477173,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"narea",1.6883555408,1.3200504484,0.329492263226573,0.19846971270946,0.147353419726974,0.0887583538186412,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"narea",1.6424834634,1.4351383092,0.230012576294747,0.205231062852343,0.102864751254982,0.0917821215264743,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"narea",1.97611320375,1.2226021518,0.426762078933062,0.190821743214582,0.213381039466531,0.0853380778825631,4,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"narea",1.57891310675,1.4587384192,0.619565877177012,0.374673594018312,0.309782938588506,0.167559125119821,4,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"narea",1.298952906,1.3131738898,0.114080805498348,0.221658012664195,0.0510184872044476,0.0991284768149298,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"narea",1.5245806432,0.8964222804,0.31323893214504,0.118902257773352,0.140084709095151,0.0531747062118834,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"narea",1.137388295,1.6298049934,0.168317782439846,0.335450457668279,0.0752740006715034,0.150018005285938,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"narea",1.5197337132,1.2363398718,0.707362950910948,0.431543201938767,0.316342328600345,0.1929919869526,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"narea",1.3319975698,1.066336882,0.149968144808645,0.097811034297688,0.0670677932503326,0.0437424243278388,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"narea",1.7152523242,1.5714145168,0.572773117754953,0.212999676522377,0.256151925396914,0.0952563511779,5,5
"bloomfield_2014","Hymenosporum flavum","P",13,"narea",1.3855553348,1.4122417144,0.217028207933406,0.162102456758578,0.0970579651948109,0.0724944225263803,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"narea",1.7048330646,1.3850563666,0.0537984018018919,0.133379872019195,0.0240593767019755,0.0596492921330286,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"narea",1.4854525834,1.3702213936,0.249277084071027,0.312211969130993,0.111480101043149,0.139625437273193,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"narea",1.8947583414,1.7877596986,0.320745595809393,0.435700926907964,0.143441791142695,0.194851378085175,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"narea",1.2365067488,1.1253679216,0.304827279313007,0.189264890862663,0.13632290358804,0.0846418323445985,5,5
"bloomfield_2014","Syzygium wilsonii","P",9,"narea",0.6911398838,0.9609470678,0.166527656209903,0.12150895089828,0.0744734318838114,0.0543404548166478,5,5
"bloomfield_2014","Syzygium wilsonii","P",13,"narea",0.813741867,0.9652781286,0.19383720907113,0.277612139304662,0.0866866352103771,0.124151922972873,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"narea",1.1407908618,0.9056483888,0.185940123931609,0.140864340988263,0.0831549513711627,0.0629964484110931,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"pmass",1.7873925322,2.3141963866,0.320511937434023,0.46986005040822,0.143337295940527,0.210127802524852,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"pmass",0.7091779132,1.115757137,0.181495963315364,0.112660825685461,0.0811674623229923,0.0503834529267888,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"pmass",0.4022393358,0.6320123584,0.104268514398977,0.070455225971042,0.0466302972218059,0.0315085349282717,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"pmass",2.54560567075,4.208430043,0.24957851246519,0.589918177803592,0.124789256232595,0.263819429346328,4,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"pmass",0.8470213844,1.820926571,0.331289754586531,0.189127209568765,0.148157282300941,0.0845802593981215,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"pmass",0.70331721725,1.6571220674,0.229648619550322,0.151941440344133,0.114824309775161,0.067950277841742,4,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"pmass",1.85495640675,2.258976618,0.374594624776103,0.443200686362714,0.187297312388052,0.198205372476319,4,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"pmass",0.3982271234,0.8201929034,0.0944796554367266,0.124511550653622,0.0422525864094556,0.0556832582490817,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"pmass",0.232613586,0.7952435992,0.0396935117308416,0.338531585485991,0.0177514780991694,0.151395927535491,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"pmass",2.0224582484,2.746824403,0.275848431939429,0.238207303760407,0.123363169060658,0.106529544789042,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"pmass",0.6892483084,1.386100023,0.178386188907251,0.444064220982971,0.0797767289287463,0.198591556898682,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"pmass",0.3688123506,1.6221451852,0.0897356356342575,0.618905085560341,0.0401309962564704,0.276782768586649,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"pmass",2.2515768624,3.1072326816,0.476109489682888,0.346337693879825,0.212922636732735,0.15488692533716,5,5
"bloomfield_2014","Hymenosporum flavum","P",13,"pmass",0.8314530072,2.4958270702,0.0762092159525584,0.335294892556831,0.0340817974763764,0.149948434453112,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"pmass",0.6168601674,2.3881563968,0.105101910982524,0.411056295651049,0.047003003504411,0.183829963930999,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"pmass",2.0737023862,2.0819831556,0.381340622227422,0.173225062053942,0.170540710776517,0.0774686028318468,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"pmass",0.646275821,1.6205024542,0.171298301438927,0.23769746003057,0.0766069292895383,0.106301535741479,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"pmass",0.3425570462,0.8994690006,0.0640369586994902,0.319073602582204,0.0286381985448813,0.142694053039912,5,5
"bloomfield_2014","Syzygium wilsonii","P",9,"pmass",2.2363983208,3.128491484,0.205204541788119,0.442921301644695,0.0917702609459863,0.198080427832046,5,5
"bloomfield_2014","Syzygium wilsonii","P",13,"pmass",0.686377386,1.4938865782,0.323352834056101,0.177124483369428,0.14460778353333,0.0792124770587143,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"pmass",0.311036777,2.2466694108,0.0471301782146336,0.941394975421611,0.0210772564559201,0.421004631743893,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"parea",230.16473174,264.92169878,32.2857978617479,37.8361207132875,14.4386477453371,16.9208275839597,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"parea",64.811115468,89.35706748,15.2685429494728,13.9642931448653,6.82829999047927,6.24502174593065,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"parea",44.161573292,62.294895716,13.5633339218745,13.8452329897256,6.06570733016806,6.19177642586982,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"parea",155.98478265,225.20594916,15.9540584243444,28.2965813705843,7.97702921217219,12.6546158950961,4,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"parea",45.928640548,93.120810934,13.6784446230083,5.83534797062881,6.11718640070262,2.60964694693829,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"parea",43.9940042875,88.933448822,7.33469450473804,9.6807309614737,3.66734725236902,4.32935450034842,4,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"parea",158.056511825,204.72355956,31.6540588030781,41.8143257230711,15.8270294015391,18.699934950021,4,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"parea",36.654365898,64.746956292,6.35753321227686,9.86596932148472,2.84317528637273,4.41219561335346,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"parea",25.013701984,57.726709778,5.23030899146083,12.6110227583163,2.33906528964696,5.63982083067842,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"parea",174.39644498,254.5462516,22.9068695862475,49.0026968838938,10.2442635093144,21.9146722626407,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"parea",60.345395746,91.546360546,25.3688933456177,18.7024026016277,11.3453140069486,8.36396871196171,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"parea",31.478991116,104.3789478,5.72447548224013,37.4180671023135,2.56006326276396,16.7338683254843,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"parea",158.0590903,253.99436406,52.387625226556,16.957372899904,23.4284582372724,7.58356770479964,5,5
"bloomfield_2014","Hymenosporum flavum","P",13,"parea",41.16817755,115.93370706,9.54162488774202,15.0077698852495,4.26714437295899,6.7116787308184,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"parea",32.751239942,128.828183438,6.95389184773597,24.9041925239426,3.10987497594385,11.1374934816555,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"parea",181.23494142,182.15014578,31.4369840526255,27.5467090835299,14.0590466698495,12.3192628134368,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"parea",56.087959132,133.11160924,11.4280445705182,27.3009529050626,5.11077690191522,12.2093573092481,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"parea",26.378374706,62.888366128,6.54381956631183,11.7018050186967,2.92648507655329,5.23320629625081,5,5
"bloomfield_2014","Syzygium wilsonii","P",9,"parea",192.26465476,247.46755166,44.7434198703589,47.4714352276643,20.0098656751875,21.2298712317071,5,5
"bloomfield_2014","Syzygium wilsonii","P",13,"parea",43.778065112,97.733314088,10.7516052022929,21.1869320460042,4.80826401991344,9.4750840579068,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"parea",27.734610716,156.974836416,4.57808724407303,93.5379604678958,2.04738285693439,41.8314476165806,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"leafnp",9.0554439828,6.3492782066,2.26291254636724,0.356297711825668,1.01200525616286,0.159341180773965,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"leafnp",22.99829408,14.501106488,4.286963814677,1.8206206016103,1.91718850133992,0.814206285287439,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"leafnp",42.94845291,23.086490922,9.23431774809573,3.75113675894832,4.12971244211497,1.67755935718134,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"leafnp",11.80365415,5.8880397488,1.00702807664605,0.831504956546391,0.503514038323024,0.371860321293148,4,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"leafnp",38.472533674,15.52654321,12.6777450534241,2.80906056136416,5.66965994817361,1.2562500736248,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"leafnp",45.4654115425,13.72343635,9.45505649556798,1.20406608599427,4.72752824778399,0.538474723537058,4,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"leafnp",9.9383100105,7.2091839756,3.19182598999746,1.77497593836068,1.59591299499873,0.793793371320189,4,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"leafnp",36.013465844,20.349385682,4.60511817489999,2.79013571123396,2.05947145669923,1.24778662335377,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"leafnp",64.550103778,16.0386244,27.0437392591321,3.39489079999858,12.0943278698398,1.5182413209971,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"leafnp",6.5482832718,6.4224834756,0.768477668418235,0.839049670575512,0.343673661154743,0.37523441998113,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"leafnp",25.139651686,13.7857874218,4.79435332815113,4.7364291756528,2.14409998997966,2.11819552147459,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"leafnp",43.438394108,11.0701546732,8.84667905314826,3.02760619783015,3.9563551475926,1.35398665348958,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"leafnp",11.393739503,6.1651965744,3.36074995925723,0.479720026651097,1.50297307285576,0.214537317951973,5,5
"bloomfield_2014","Hymenosporum flavum","P",13,"leafnp",34.252146234,12.287593546,4.31164511130091,1.67248070173731,1.9282263127447,0.747956108028233,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"leafnp",54.049007196,11.1745463718,12.0974274480463,2.94809441728312,5.41013402534066,1.31842790422654,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"leafnp",8.4868345642,7.8821297656,2.31445713892317,3.10685536450327,1.03505669872838,1.38942795825784,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"leafnp",34.718352412,13.503100006,7.78626973412682,2.5451601971489,3.48212568333136,1.13823024289034,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"leafnp",47.047418922,18.252775596,4.99522326405378,4.00880376832083,2.23393175624253,1.79279154688454,5,5
"bloomfield_2014","Syzygium wilsonii","P",9,"leafnp",3.6076130068,3.9574029848,0.317150272199843,0.601105877892524,0.141833913544282,0.268822720928475,5,5
"bloomfield_2014","Syzygium wilsonii","P",13,"leafnp",20.48168334,9.8124239856,10.3162007360217,1.28848788950087,4.61354522305555,0.576229301821838,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"leafnp",41.380698528,6.9095327916,5.56248659716715,2.80483691427834,2.48761963103945,1.25436120122542,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"pnue",5.4937071764,7.996928893,1.25443235867263,1.33954017821089,0.560999205433478,0.599060579414347,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"pnue",9.2011602022,12.087287506,0.364952938709504,3.91343810196231,0.163211915908553,1.7501427243451,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"pnue",7.3263508876,9.872296935,0.871305189015466,0.522852090415831,0.389659526357377,0.233826563269533,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"pnue",6.1571464088,8.83256538,0.965046840654858,0.361317075519822,0.431582067435134,0.16158590845875,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"pnue",7.7596988622,12.2177805132,4.29502623534557,4.50920630332656,1.92079412547554,2.01657836376174,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"pnue",5.698202729,9.2009092328,1.63348811422213,0.301230387279927,0.816744057111064,0.134714324569301,4,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"pnue",7.9498444275,9.255895483,2.35322230514304,1.15025655730542,1.17661115257152,0.514410370739962,4,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"pnue",12.3921451612,15.380278162,5.50977312552908,3.91311354008022,2.4640454498569,1.74999757585885,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"pnue",8.2374938184,12.1743681956,2.02369419635158,2.15991193711859,0.905023557742786,0.965941983362086,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"pnue",10.3879411386,9.6972128496,0.735103912088356,2.09821065764549,0.328748463591119,0.938348332321973,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"pnue",12.7540394846,14.6189493856,6.91526478116585,5.31554774904899,3.09260042661941,2.37718522090391,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"pnue",10.8773533202,16.061174804,2.94326764789293,1.82833798074274,1.3162693073329,0.817657602157095,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"pnue",5.724283057,8.6685831774,3.0075003712429,1.5761193180664,1.50375018562145,0.704861987169416,4,5
"bloomfield_2014","Hymenosporum flavum","P",13,"pnue",15.9783092598,14.765646356,5.08904587106419,4.87094948926373,2.27589050166283,2.17835483459231,5,5
"bloomfield_2014","Hymenosporum flavum","P",22,"pnue",6.9741143118,9.8882932944,0.842326550801015,1.69883300682913,0.3766998853688,0.759741217138058,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"pnue",6.792407511,9.0498378244,2.33199519717346,1.80289645132632,1.04289995681658,0.806279804311757,5,5
"bloomfield_2014","Neolitsea dealbata","P",13,"pnue",7.9130539096,10.608604606,3.31171307235353,1.77614265073198,1.48104311035144,0.794315140954676,5,5
"bloomfield_2014","Neolitsea dealbata","P",22,"pnue",5.878978016,11.4573423658,1.48513084533662,1.60888480768567,0.742565422668308,0.719515159590367,4,5
"bloomfield_2014","Syzygium wilsonii","P",9,"pnue",10.79813675075,11.434496888,2.62032972921092,3.70105120992178,1.31016486460546,1.65516041871859,4,5
"bloomfield_2014","Syzygium wilsonii","P",13,"pnue",12.4805450544,13.5993559206,2.04153515213745,4.65732448583904,0.913002275726941,2.08281882872207,5,5
"bloomfield_2014","Syzygium wilsonii","P",22,"pnue",9.4517309746,12.300821815,2.49782425316966,2.01933018150538,1.117060965187,0.903071910972604,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"ppue",48.767644622,50.893478394,13.3134591997642,10.0433997393931,5.95395995726856,4.49154490849734,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"ppue",211.55272928,174.12798394,41.023158913008,55.4091827703209,18.3461143962524,24.7797398504295,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"ppue",311.47784284,226.67750442,59.0344124216628,28.7488956617531,26.4009918373192,12.8568969955457,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"ppue",68.8158540875,51.887606668,7.43618402639598,6.37872710163735,3.71809201319799,2.85265348183626,4,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"ppue",278.57377418,181.62184746,144.389500892032,47.0416374168007,64.5729478463699,21.0376598073728,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",22,"ppue",248.943043,126.43449062,46.0744046668671,13.9741810493975,23.0372023334335,6.24944375126841,4,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"ppue",74.168708395,65.210666234,10.5924782160011,9.34140710037918,5.29623910800055,4.17760425638941,4,5
"bloomfield_2014","Flindersia bourjotiana","P",13,"ppue",450.25263906,309.1104705,225.348790409956,70.3484044928976,100.779042800803,31.4607629109541,5,5
"bloomfield_2014","Flindersia bourjotiana","P",22,"ppue",493.3662484,195.54876418,69.9767317220065,58.4534481688383,31.2945457947345,26.1411767249566,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"ppue",67.946684318,61.77900585,8.43936712730541,13.5644839682269,3.77419971674641,6.06622164653231,5,5
"bloomfield_2014","Guioa lasioneura","P",13,"ppue",308.875229146,195.63236586,156.249942094425,96.0929298153802,69.8770984007082,42.9740646448613,5,5
"bloomfield_2014","Guioa lasioneura","P",22,"ppue",452.7877788,177.1420167,37.9415173198596,53.4225956125773,16.9679623793383,23.891311064841,5,5
