"exp","spp","Treatment","Months.in","trait","mean_control","mean_trt","sd_control","sd_trt","se_control","se_trt","n_control","n_trt"
"bloomfield_2014","Cryptocarya triplinervis","P",9,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Cryptocarya triplinervis","P",13,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Cryptocarya triplinervis","P",22,"Rd",0.5896,0.5644,0.071521325491073,0.228112472258752,0.0319853091277855,0.102014998897221,5,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Flindersia bourjotiana","P",13,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Flindersia bourjotiana","P",22,"Rd",0.5188,0.7792,0.305934143240012,0.408721421019256,0.136817908184565,0.182785776251874,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Guioa lasioneura","P",13,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Guioa lasioneura","P",22,"Rd",-2.3542,0.5902,4.2735804894725,5.54777263412984,1.91120329635547,2.48103934672548,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Hymenosporum flavum","P",13,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Hymenosporum flavum","P",22,"Rd",0.7574,0.7098,0.186851010165854,0.430510975469848,0.0835623120790707,0.192530361242065,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Neolitsea dealbata","P",13,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Neolitsea dealbata","P",22,"Rd",1.19005,0.252,1.77271656222872,0.217424699608853,0.886358281114358,0.0972352816625735,4,5
"bloomfield_2014","Syzygium wilsonii","P",9,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Syzygium wilsonii","P",13,"Rd",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Syzygium wilsonii","P",22,"Rd",0.6206,0.732,0.190053413544719,0.344509070998138,0.0849944704083742,0.154069140323428,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"Rd25",2.38895764139357,0.592850196299454,4.22157783626762,0.227746200704491,1.88794700284018,0.10185119727851,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Cryptocarya triplinervis","P",13,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Cryptocarya triplinervis","P",22,"Rd25",0.627771749268145,0.602581782754732,0.0756086743421013,0.246239630837194,0.0338132271035165,0.110121710661284,5,5
"bloomfield_2014","Flindersia bourjotiana","P",9,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Flindersia bourjotiana","P",13,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Flindersia bourjotiana","P",22,"Rd25",0.55840780784601,0.829104266849109,0.328028821895652,0.427451296874957,0.14669894886757,0.191162031376569,5,5
"bloomfield_2014","Guioa lasioneura","P",9,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Guioa lasioneura","P",13,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Guioa lasioneura","P",22,"Rd25",-2.4846993634122,0.660696039389009,4.52294406164192,5.9339544757174,2.02272207605206,2.65374511661865,5,5
"bloomfield_2014","Hymenosporum flavum","P",9,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Hymenosporum flavum","P",13,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Hymenosporum flavum","P",22,"Rd25",0.804651097891965,0.752173861652424,0.198689302064765,0.454921749605869,0.0888565571637606,0.203447191312372,5,5
"bloomfield_2014","Neolitsea dealbata","P",9,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Neolitsea dealbata","P",13,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Neolitsea dealbata","P",22,"Rd25",1.28081985256415,0.271750628001744,1.91314206090898,0.234432460780287,0.956571030454488,0.104841383687455,4,5
"bloomfield_2014","Syzygium wilsonii","P",9,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Syzygium wilsonii","P",13,"Rd25",NA,NA,NA,NA,NA,NA,0,0
"bloomfield_2014","Syzygium wilsonii","P",22,"Rd25",0.662733822969931,0.78809082617226,0.205114219080737,0.371108405746147,0.0917298674032626,0.165964724453991,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",9,"cica",0.763488511,0.6337965762,0.0322496710861175,0.0989044627732543,0.0144224913601137,0.0442314204078188,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",13,"cica",0.720717684,0.5763786402,0.0703456139881934,0.0425836141785579,0.0314595149593121,0.0190439712061759,5,5
"bloomfield_2014","Auranticarpa ilicifolium","P",22,"cica",0.6950206978,0.6342760084,0.0426981676182979,0.0927996808034611,0.0190952010618389,0.0415012789133642,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",9,"cica",0.7025761582,0.703070333,0.0468119610344181,0.0686194808828687,0.0209349454066061,0.0306875647669684,5,5
"bloomfield_2014","Cryptocarya triplinervis","P",13,"cica",0.7291845096,0.665801627,0.0848652578148005,0.044003830727989,0.0379528970803878,0.0196791113556355,5,5
