site_code,year,exp_duration,trt,trait,mean_control,mean_trt,sd_control,sd_trt,se_control,se_trt,n_control,n_trt
comp.pt,2014,2,NP,pmass,0.222366407,0.27772587,0.144708435,0.1728965,0.040134899,0.077321665,13,5
cowi.ca,2011,4,N,pmass,0.209817667,0.272127167,0.065923326,0.098450022,0.026913085,0.040192053,6,6
cowi.ca,2011,4,P,pmass,0.209817667,0.387247111,0.065923326,0.146555859,0.026913085,0.048851953,6,9
cowi.ca,2011,4,NP,pmass,0.209817667,0.366329556,0.065923326,0.134539641,0.026913085,0.044846547,6,9
elliot.us,2011,3,N,pmass,0.222719234,0.120650818,0.100435763,0.030827006,0.033478588,0.010898993,9,8
elliot.us,2011,3,P,pmass,0.222719234,0.312061869,0.100435763,0.200670801,0.033478588,0.075846434,9,7
elliot.us,2011,3,NP,pmass,0.222719234,0.232851228,0.100435763,0.141349179,0.033478588,0.047116393,9,9
frue.ch,2011,3,N,pmass,0.211675077,0.225618552,0.089781494,0.072500317,0.029927165,0.024166772,9,9
frue.ch,2011,3,P,pmass,0.211675077,0.266009072,0.089781494,0.13682871,0.029927165,0.043269037,9,10
frue.ch,2011,3,NP,pmass,0.211675077,0.272584598,0.089781494,0.097562155,0.029927165,0.032520718,9,9
gilb.za,2012,2,N,pmass,0.070522143,0.074884444,0.014587084,0.02252043,0.0055134,0.00750681,7,9
gilb.za,2012,2,P,pmass,0.070522143,0.1739255,0.014587084,0.057881785,0.0055134,0.02363014,7,6
gilb.za,2012,2,NP,pmass,0.070522143,0.170691857,0.014587084,0.060772145,0.0055134,0.022969712,7,7
hopl.us,2011,4,N,pmass,0.279160272,0.204383756,0.150354127,0.073663047,0.053158211,0.030072813,8,6
hopl.us,2011,4,P,pmass,0.279160272,0.38421739,0.150354127,0.265952615,0.053158211,0.094028449,8,8
hopl.us,2011,4,NP,pmass,0.279160272,0.39821947,0.150354127,0.172787421,0.053158211,0.065307507,8,7
kiny.au,2011,4,N,pmass,0.140290133,0.193893066,0.070579696,0.126518624,0.02881404,0.044731088,6,8
kiny.au,2011,4,P,pmass,0.140290133,0.333310487,0.070579696,0.128749669,0.02881404,0.048662801,6,7
kiny.au,2011,4,NP,pmass,0.140290133,0.251808061,0.070579696,0.129505368,0.02881404,0.064752684,6,4
konz.us,2011,4,N,pmass,0.112506658,0.068071903,0.033902772,0.006430164,0.016951386,0.004546813,4,2
konz.us,2011,4,P,pmass,0.112506658,0.229670363,0.033902772,0.069329893,0.016951386,0.049023638,4,2
konz.us,2011,4,NP,pmass,0.112506658,0.15600922,0.033902772,0.089756669,0.016951386,0.051821037,4,3
lancaster.uk,2011,3,N,pmass,0.278886171,0.25718452,0.058112298,0.050458938,0.0205458,0.019071686,8,7
lancaster.uk,2011,3,P,pmass,0.278886171,0.426344611,0.058112298,0.142763132,0.0205458,0.047587711,8,9
lancaster.uk,2011,3,NP,pmass,0.278886171,0.393755461,0.058112298,0.181110639,0.0205458,0.064032281,8,8
look.us,2011,4,N,pmass,0.444287094,0.331592204,0.208257975,0.149549921,0.069419325,0.049849974,9,9
look.us,2011,4,P,pmass,0.444287094,0.45251542,0.208257975,0.178515831,0.069419325,0.059505277,9,9
look.us,2011,4,NP,pmass,0.444287094,0.475139002,0.208257975,0.20579888,0.069419325,0.068599627,9,9
mcla.us,2011,4,N,pmass,0.185358055,0.205383987,0.042739434,0.055896076,0.015110672,0.022819477,8,6
mcla.us,2011,4,P,pmass,0.185358055,0.324175129,0.042739434,0.088976057,0.015110672,0.029658686,8,9
mcla.us,2011,4,NP,pmass,0.185358055,0.271574593,0.042739434,0.208736357,0.015110672,0.078894927,8,7
mtca.au,2011,3,N,pmass,0.086251004,0.077167482,0.019991129,0.023819917,0.007067932,0.009724441,8,6
mtca.au,2011,3,P,pmass,0.086251004,0.423842904,0.019991129,0.248905388,0.007067932,0.078710795,8,10
mtca.au,2011,3,NP,pmass,0.086251004,0.394758514,0.019991129,0.165777886,0.007067932,0.052423571,8,10
sage.us,2011,4,N,pmass,0.23371775,0.2154744,0.111796647,0.079548799,0.055898323,0.035575304,4,5
sage.us,2011,4,P,pmass,0.23371775,0.271186667,0.111796647,0.037541706,0.055898323,0.021674714,4,3
sage.us,2011,4,NP,pmass,0.23371775,0.307402,0.111796647,0.02180293,0.055898323,0.015417,4,2
sgs.us,2011,4,N,pmass,0.187612028,0.149157356,0.103118112,0.004424367,0.051559056,0.002212184,4,4
sgs.us,2011,4,P,pmass,0.187612028,0.552409837,0.103118112,0.380634001,0.051559056,0.219759143,4,3
sgs.us,2011,4,NP,pmass,0.187612028,0.303692102,0.103118112,0.166354798,0.051559056,0.067914062,4,6
shps.us,2011,4,N,pmass,0.215270032,0.228124557,0.054436975,0.10650202,0.024344955,0.04025398,5,7
shps.us,2011,4,P,pmass,0.215270032,0.452117417,0.054436975,0.285380013,0.024344955,0.116505902,5,6
shps.us,2011,4,NP,pmass,0.215270032,0.359934058,0.054436975,0.053638224,0.024344955,0.026819112,5,4
sier.us,2011,4,N,pmass,0.303087836,0.269110336,0.124486953,0.098802432,0.047051646,0.049401216,7,4
sier.us,2011,4,P,pmass,0.303087836,0.424860164,0.124486953,0.214537161,0.047051646,0.081087425,7,7
sier.us,2011,4,NP,pmass,0.303087836,0.597423781,0.124486953,0.338038262,0.047051646,0.138003542,7,6
smith.us,2011,4,N,pmass,0.120237711,0.111055347,0.042737859,0.02735266,0.014245953,0.009670626,9,8
smith.us,2011,4,P,pmass,0.120237711,0.183128008,0.042737859,0.0849227,0.014245953,0.028307567,9,9
smith.us,2011,4,NP,pmass,0.120237711,0.155776604,0.042737859,0.042650206,0.014245953,0.015079125,9,8
summ.za,2012,2,N,pmass,0.092706384,0.082690847,0.048106642,0.028588476,0.013887191,0.00904047,12,10
summ.za,2012,2,P,pmass,0.092706384,0.146970731,0.048106642,0.057524885,0.013887191,0.017344405,12,11
summ.za,2012,2,NP,pmass,0.092706384,0.132863401,0.048106642,0.071228243,0.013887191,0.023742748,12,9
unc.us,2011,4,N,pmass,0.107612147,0.100936243,0.016878136,0.026868805,0.005626045,0.008956268,9,9
unc.us,2011,4,P,pmass,0.107612147,0.380479003,0.016878136,0.222064775,0.005626045,0.074021592,9,9
unc.us,2011,4,NP,pmass,0.107612147,0.333075191,0.016878136,0.087427984,0.005626045,0.029142661,9,9
valm.ch,2011,3,N,pmass,0.168269521,0.154532019,0.031769902,0.035886383,0.007288515,0.008703726,19,17
valm.ch,2011,3,P,pmass,0.168269521,0.613089994,0.031769902,0.22380917,0.007288515,0.054281697,19,17
valm.ch,2011,3,NP,pmass,0.168269521,0.574360351,0.031769902,0.181511189,0.007288515,0.04402293,19,17
bldr.us,2011,3,N,parea,0.699522101,0.500211331,0.079931757,0.374565569,0.046148621,0.167510815,3,5
bldr.us,2011,3,P,parea,0.699522101,2.023439572,0.079931757,1.320571164,0.046148621,0.53912092,3,6
bldr.us,2011,3,NP,parea,0.699522101,0.858748954,0.079931757,0.41093508,0.046148621,0.237253479,3,3
bnch.us,2011,4,N,parea,0.447623289,0.082234295,0.694790304,0.029869613,0.245645468,0.011289653,8,7
bnch.us,2011,4,P,parea,0.447623289,0.508556981,0.694790304,0.553863578,0.245645468,0.195820346,8,8
bnch.us,2011,4,NP,parea,0.447623289,0.454891609,0.694790304,0.584477865,0.245645468,0.194825955,8,9
bogong.au,2011,2,N,parea,0.442177827,0.512693799,0.188137204,0.456102879,0.054310533,0.137520192,12,11
bogong.au,2011,2,P,parea,0.442177827,0.606832902,0.188137204,0.224511444,0.054310533,0.070996752,12,10
bogong.au,2011,2,NP,parea,0.442177827,0.653776524,0.188137204,0.383138542,0.054310533,0.115520617,12,11
burrawan.au,2011,3,N,parea,0.229398608,0.205314114,0.116379643,0.116343891,0.033595909,0.032267989,12,13
burrawan.au,2011,3,P,parea,0.229398608,0.568176391,0.116379643,0.166484747,0.033595909,0.048060007,12,12
burrawan.au,2011,3,NP,parea,0.229398608,0.595521364,0.116379643,0.249240514,0.033595909,0.069126881,12,13
cbgb.us,2012,3,N,parea,0.171650686,0.172644058,0.127761912,0.116426722,0.042587304,0.038808907,9,9
cbgb.us,2012,3,P,parea,0.171650686,0.343060588,0.127761912,0.337605737,0.042587304,0.112535246,9,9
cbgb.us,2012,3,NP,parea,0.171650686,0.161793496,0.127761912,0.142008532,0.042587304,0.047336177,9,9
comp.pt,2014,2,N,parea,0.117077102,0.12161224,0.121677363,0.033921094,0.033747229,0.016960547,13,4
comp.pt,2014,2,P,parea,0.117077102,0.168434483,0.121677363,0.027639502,0.033747229,0.013819751,13,4
comp.pt,2014,2,NP,parea,0.117077102,0.138432816,0.121677363,0.066173118,0.033747229,0.029593518,13,5
cowi.ca,2011,4,N,parea,0.150111253,0.155968893,0.041270615,0.026709024,0.016848658,0.010903913,6,6
cowi.ca,2011,4,P,parea,0.150111253,0.23812744,0.041270615,0.088083351,0.016848658,0.031142167,6,8
cowi.ca,2011,4,NP,parea,0.150111253,0.216397605,0.041270615,0.057602957,0.016848658,0.019200986,6,9
elliot.us,2011,3,N,parea,0.113169532,0.060297132,0.045978336,0.01034175,0.015326112,0.003656361,9,8
elliot.us,2011,3,P,parea,0.113169532,0.15844219,0.045978336,0.076707898,0.015326112,0.02899286,9,7
elliot.us,2011,3,NP,parea,0.113169532,0.125967265,0.045978336,0.048479861,0.015326112,0.016159954,9,9
frue.ch,2011,3,N,parea,0.343198107,0.487410149,0.216288442,0.50102057,0.081749347,0.177137521,7,8
frue.ch,2011,3,P,parea,0.343198107,0.336187716,0.216288442,0.423464363,0.081749347,0.13391119,7,10
frue.ch,2011,3,NP,parea,0.343198107,0.134304152,0.216288442,0.067720778,0.081749347,0.022573593,7,9
gilb.za,2012,2,N,parea,0.318338967,0.353694721,0.44975823,0.431300332,0.169992632,0.143766777,7,9
gilb.za,2012,2,P,parea,0.318338967,0.765531453,0.44975823,0.597212156,0.169992632,0.243810842,7,6
gilb.za,2012,2,NP,parea,0.318338967,0.49311821,0.44975823,0.531292005,0.169992632,0.200809503,7,7
hopl.us,2011,4,N,parea,0.165054393,0.115872079,0.10930828,0.068015577,0.038646313,0.027767243,8,6
hopl.us,2011,4,P,parea,0.165054393,0.177951996,0.10930828,0.231015939,0.038646313,0.081676469,8,8
hopl.us,2011,4,NP,parea,0.165054393,0.319200372,0.10930828,0.172339613,0.038646313,0.065138251,8,7
kiny.au,2011,4,N,parea,1.232168649,1.203228724,0.481738609,1.101146422,0.196668963,0.389314051,6,8
kiny.au,2011,4,P,parea,1.232168649,6.096553838,0.481738609,6.086231258,0.196668963,2.30037919,6,7
kiny.au,2011,4,NP,parea,1.232168649,1.392604703,0.481738609,1.234716659,0.196668963,0.61735833,6,4
konz.us,2011,4,N,parea,0.145635525,0.086189492,0.082954307,0.006944016,0.041477153,0.00491016,4,2
konz.us,2011,4,P,parea,0.145635525,0.210749216,0.082954307,0.064825214,0.041477153,0.045838348,4,2
konz.us,2011,4,NP,parea,0.145635525,0.17845858,0.082954307,0.091157686,0.041477153,0.052629915,4,3
lancaster.uk,2011,3,N,parea,0.112459973,0.128009237,0.030505913,0.036124498,0.010785469,0.013653777,8,7
lancaster.uk,2011,3,P,parea,0.112459973,0.205731434,0.030505913,0.04587531,0.010785469,0.016219371,8,8
lancaster.uk,2011,3,NP,parea,0.112459973,0.183136277,0.030505913,0.09808363,0.010785469,0.0346778,8,8
look.us,2011,4,N,parea,0.669924943,0.088647744,1.619377005,0.030519453,0.539792335,0.010173151,9,9
look.us,2011,4,P,parea,0.669924943,0.58612954,1.619377005,1.272541865,0.539792335,0.424180622,9,9
look.us,2011,4,NP,parea,0.669924943,1.015780877,1.619377005,1.759107083,0.539792335,0.586369028,9,9
mcla.us,2011,4,N,parea,0.15017395,0.171270501,0.041118285,0.054319619,0.014537509,0.022175892,8,6
mcla.us,2011,4,P,parea,0.15017395,0.280003636,0.041118285,0.152677107,0.014537509,0.050892369,8,9
mcla.us,2011,4,NP,parea,0.15017395,0.237226045,0.041118285,0.176938164,0.014537509,0.06687634,8,7
mtca.au,2011,3,N,parea,0.199757144,0.185251684,0.086483677,0.113485611,0.030576597,0.046330307,8,6
mtca.au,2011,3,P,parea,0.199757144,2.379821942,0.086483677,5.511484844,0.030576597,1.74288454,8,10
mtca.au,2011,3,NP,parea,0.199757144,0.672162643,0.086483677,0.394993104,0.030576597,0.124907787,8,10
sage.us,2011,4,N,parea,0.103372469,0.101722858,0.052173877,0.030050197,0.026086939,0.013438856,4,5
sage.us,2011,4,P,parea,0.103372469,0.13136274,0.052173877,0.046537878,0.026086939,0.026868656,4,3
sage.us,2011,4,NP,parea,0.103372469,0.07122387,0.052173877,0.075249931,0.026086939,0.053209736,4,2
sgs.us,2011,4,N,parea,0.221896526,0.169001557,0.117865122,0.031770255,0.058932561,0.015885127,4,4
sgs.us,2011,4,P,parea,0.221896526,0.602421021,0.117865122,0.445122669,0.058932561,0.256991693,4,3
sgs.us,2011,4,NP,parea,0.221896526,0.316090689,0.117865122,0.172952848,0.058932561,0.070607705,4,6
shps.us,2011,4,N,parea,0.164117019,0.107307158,0.067310802,0.057264951,0.038861909,0.025609665,3,5
shps.us,2011,4,P,parea,0.164117019,0.377192155,0.067310802,0.219947909,0.038861909,0.126986985,3,3
shps.us,2011,4,NP,parea,0.164117019,0.202083574,0.067310802,0.112670756,0.038861909,0.056335378,3,4
sier.us,2011,4,N,parea,0.204102802,0.205557533,0.068978009,0.055162398,0.026071237,0.027581199,7,4
sier.us,2011,4,P,parea,0.204102802,0.290153143,0.068978009,0.115041246,0.026071237,0.043481504,7,7
sier.us,2011,4,NP,parea,0.204102802,0.326303562,0.068978009,0.116015281,0.026071237,0.04736304,7,6
smith.us,2011,4,N,parea,0.111547985,0.08108021,0.04883274,0.026687061,0.01627758,0.009435301,9,8
smith.us,2011,4,P,parea,0.111547985,0.155692253,0.04883274,0.052152139,0.01627758,0.017384046,9,9
smith.us,2011,4,NP,parea,0.111547985,0.135135358,0.04883274,0.030312953,0.01627758,0.010717247,9,8
summ.za,2012,2,N,parea,0.427168137,0.420234466,0.389936043,0.323316263,0.11256484,0.102241579,12,10
summ.za,2012,2,P,parea,0.427168137,0.676548106,0.389936043,0.579065519,0.11256484,0.174594823,12,11
summ.za,2012,2,NP,parea,0.427168137,0.373233939,0.389936043,0.39230251,0.11256484,0.130767503,12,9
unc.us,2011,4,N,parea,0.094501049,0.069670932,0.068486374,0.013974368,0.022828791,0.004658123,9,9
unc.us,2011,4,P,parea,0.094501049,0.231462926,0.068486374,0.175057147,0.022828791,0.058352382,9,9
unc.us,2011,4,NP,parea,0.094501049,0.18793964,0.068486374,0.067654874,0.022828791,0.022551625,9,9
valm.ch,2011,3,N,parea,0.146616103,0.129253619,0.063375305,0.065565305,0.014539292,0.015901922,19,17
valm.ch,2011,3,P,parea,0.146616103,0.53404336,0.063375305,0.291764189,0.014539292,0.07076321,19,17
valm.ch,2011,3,NP,parea,0.146616103,0.434822781,0.063375305,0.175003294,0.014539292,0.042444533,19,17
bldr.us,2011,3,N,leafnp,7.76914552,14.85022923,5.108888558,3.059399377,2.949618184,1.368204995,3,5
bldr.us,2011,3,P,leafnp,7.76914552,5.214340797,5.108888558,4.786826522,2.949618184,1.954213744,3,6
bldr.us,2011,3,NP,leafnp,7.76914552,8.21415704,5.108888558,3.641798918,2.949618184,2.102593586,3,3
bnch.us,2011,4,N,leafnp,22.31191395,32.69642665,8.491336348,8.890780849,3.002140756,3.360399298,8,7
bnch.us,2011,4,P,leafnp,22.31191395,14.51325671,8.491336348,9.565994446,3.002140756,3.188664815,8,9
bnch.us,2011,4,NP,leafnp,22.31191395,18.63452935,8.491336348,7.357272357,3.002140756,2.452424119,8,9
bogong.au,2011,2,N,leafnp,7.565983666,8.566671433,3.019973422,3.007202686,0.871791234,0.906705725,12,11
bogong.au,2011,2,P,leafnp,7.565983666,5.692330696,3.019973422,2.759601666,0.871791234,0.87266267,12,10
bogong.au,2011,2,NP,leafnp,7.565983666,5.199224066,3.019973422,1.75478832,0.871791234,0.529088586,12,11
burrawan.au,2011,3,N,leafnp,13.40153275,17.87945153,4.4647303,3.732083769,1.28885662,1.0350938,12,13
burrawan.au,2011,3,P,leafnp,13.40153275,5.130301978,4.4647303,1.51713885,1.28885662,0.437960262,12,12
burrawan.au,2011,3,NP,leafnp,13.40153275,6.942151252,4.4647303,4.136464193,1.28885662,1.194094358,12,12
cbgb.us,2012,3,N,leafnp,8.440869942,10.87660852,3.762519708,6.006902273,1.254173236,2.002300758,9,9
cbgb.us,2012,3,P,leafnp,8.440869942,7.802668439,3.762519708,3.710942911,1.254173236,1.23698097,9,9
cbgb.us,2012,3,NP,leafnp,8.440869942,14.47388764,3.762519708,7.342516304,1.254173236,2.447505435,9,9
comp.pt,2014,2,N,leafnp,12.76867835,10.29035676,10.06651774,2.992746659,2.791949682,1.496373329,13,4
comp.pt,2014,2,P,leafnp,12.76867835,5.098026991,10.06651774,2.711354952,2.791949682,1.355677476,13,4
comp.pt,2014,2,NP,leafnp,12.76867835,9.163495412,10.06651774,4.274729568,2.791949682,1.91171718,13,5
cowi.ca,2011,4,N,leafnp,15.98399335,14.74054082,5.085268245,2.566568483,2.076052068,1.047797195,6,6
cowi.ca,2011,4,P,leafnp,15.98399335,13.64176599,5.085268245,3.677066797,2.076052068,1.300039433,6,8
cowi.ca,2011,4,NP,leafnp,15.98399335,13.51896615,5.085268245,3.864241548,2.076052068,1.288080516,6,9
elliot.us,2011,3,N,leafnp,15.28041947,24.92611941,5.998169388,4.700606404,1.999389796,1.661915332,9,8
elliot.us,2011,3,P,leafnp,15.28041947,10.52807863,5.998169388,3.78535405,1.999389796,1.430729349,9,7
elliot.us,2011,3,NP,leafnp,15.28041947,14.67346356,5.998169388,4.727866268,1.999389796,1.575955423,9,9
frue.ch,2011,3,N,leafnp,13.59215371,14.0762536,1.701342348,3.929094707,0.601515356,1.309698236,8,9
frue.ch,2011,3,P,leafnp,13.59215371,10.87498056,1.701342348,2.987485099,0.601515356,0.944725739,8,10
frue.ch,2011,3,NP,leafnp,13.59215371,13.85905709,1.701342348,3.731133409,0.601515356,1.319154868,8,8
gilb.za,2012,2,N,leafnp,23.68117223,25.86165986,9.191726079,7.90685598,3.474145903,2.63561866,7,9
gilb.za,2012,2,P,leafnp,23.68117223,14.62435959,9.191726079,9.255357656,3.474145903,3.778483941,7,6
gilb.za,2012,2,NP,leafnp,23.68117223,14.50714795,9.191726079,10.14896171,3.474145903,3.835946965,7,7
hopl.us,2011,4,N,leafnp,10.30922719,14.96727411,4.402165069,5.452958113,1.556400386,2.226160828,8,6
hopl.us,2011,4,P,leafnp,10.30922719,10.06652424,4.402165069,5.210358606,1.556400386,1.842139951,8,8
hopl.us,2011,4,NP,leafnp,10.30922719,7.171713681,4.402165069,4.107878947,1.556400386,1.552632301,8,7
kiny.au,2011,4,N,leafnp,21.61292285,27.42982508,8.319010797,17.23484895,3.396221936,6.093439283,6,8
kiny.au,2011,4,P,leafnp,21.61292285,10.76216945,8.319010797,4.7204289,3.396221936,1.784154422,6,7
kiny.au,2011,4,NP,leafnp,21.61292285,14.54237603,8.319010797,9.063133001,3.396221936,4.531566501,6,4
konz.us,2011,4,N,leafnp,13.76234343,20.77483613,2.478256318,1.437053967,1.239128159,1.016150605,4,2
konz.us,2011,4,P,leafnp,13.76234343,5.748943226,2.478256318,1.76094797,1.239128159,1.245178251,4,2
konz.us,2011,4,NP,leafnp,13.76234343,12.99182105,2.478256318,5.393711718,1.239128159,3.114060913,4,3
lancaster.uk,2011,3,N,leafnp,17.73823791,17.74649621,2.691465675,3.011303474,0.951576815,1.138165731,8,7
lancaster.uk,2011,3,P,leafnp,17.73823791,9.103125692,2.691465675,1.483428105,0.951576815,0.494476035,8,9
lancaster.uk,2011,3,NP,leafnp,17.73823791,14.57837094,2.691465675,5.269597139,0.951576815,1.863083936,8,8
look.us,2011,4,N,leafnp,12.34937873,17.81856389,4.383878029,5.365183264,1.461292676,1.788394421,9,9
look.us,2011,4,P,leafnp,12.34937873,11.58015846,4.383878029,3.838740524,1.461292676,1.279580175,9,9
look.us,2011,4,NP,leafnp,12.34937873,13.68501439,4.383878029,5.605849568,1.461292676,1.868616523,9,9
mcla.us,2011,4,N,leafnp,16.87520889,18.62720657,8.408334139,6.054180066,2.972795044,2.471608662,8,6
mcla.us,2011,4,P,leafnp,16.87520889,10.22669949,8.408334139,4.443795471,2.972795044,1.481265157,8,9
mcla.us,2011,4,NP,leafnp,16.87520889,16.64472517,8.408334139,11.19399412,2.972795044,4.230932088,8,7
mtca.au,2011,3,N,leafnp,34.88024339,41.78014025,11.42078398,6.191435878,4.316650598,2.527643113,7,6
mtca.au,2011,3,P,leafnp,34.88024339,10.6331098,11.42078398,10.42609622,4.316650598,3.297021116,7,10
mtca.au,2011,3,NP,leafnp,34.88024339,9.439722062,11.42078398,5.297759938,4.316650598,1.67529879,7,10
sage.us,2011,4,N,leafnp,18.90392955,18.16818471,6.356790724,1.575918315,3.178395362,0.704772096,4,5
sage.us,2011,4,P,leafnp,18.90392955,13.94884751,6.356790724,3.165265572,3.178395362,1.82746693,4,3
sage.us,2011,4,NP,leafnp,18.90392955,11.62893643,6.356790724,1.268651739,3.178395362,0.897072247,4,2
sgs.us,2011,4,N,leafnp,15.59821775,22.02646925,6.014685591,3.298435671,3.007342796,1.649217835,4,4
sgs.us,2011,4,P,leafnp,15.59821775,5.771167403,6.014685591,3.491845485,3.007342796,2.016017931,4,3
sgs.us,2011,4,NP,leafnp,15.59821775,11.90499347,6.014685591,4.460247793,3.007342796,1.820888537,4,6
shps.us,2011,4,N,leafnp,15.34238339,20.8220147,3.767437768,9.271890689,2.175131209,4.146515572,3,5
shps.us,2011,4,P,leafnp,15.34238339,5.90777907,3.767437768,4.593408713,2.175131209,2.652005757,3,3
shps.us,2011,4,NP,leafnp,15.34238339,9.891264208,3.767437768,1.698965213,2.175131209,0.849482607,3,4
sier.us,2011,4,N,leafnp,11.98170361,15.38382725,8.751482759,8.704936598,3.307749569,4.352468299,7,4
sier.us,2011,4,P,leafnp,11.98170361,9.965014898,8.751482759,7.762325314,3.307749569,2.933883197,7,7
sier.us,2011,4,NP,leafnp,11.98170361,7.796028082,8.751482759,3.972189419,3.307749569,1.62163954,7,6
smith.us,2011,4,N,leafnp,12.46978492,18.96463167,3.912645621,3.882372371,1.304215207,1.372625915,9,8
smith.us,2011,4,P,leafnp,12.46978492,9.87180752,3.912645621,3.583286912,1.304215207,1.194428971,9,9
smith.us,2011,4,NP,leafnp,12.46978492,13.54654683,3.912645621,2.305277443,1.304215207,0.815038656,9,8
summ.za,2012,2,N,leafnp,16.20199863,21.15899721,4.900202158,5.497874699,1.414566517,1.738580634,12,10
summ.za,2012,2,P,leafnp,16.20199863,12.25749695,4.900202158,6.904967921,1.414566517,2.081926162,12,11
summ.za,2012,2,NP,leafnp,16.20199863,17.42970812,4.900202158,9.495012038,1.414566517,3.165004013,12,9
unc.us,2011,4,N,leafnp,14.76281112,35.17895656,2.270540114,13.917463,0.756846705,4.639154334,9,9
unc.us,2011,4,P,leafnp,14.76281112,8.830160733,2.270540114,6.35698468,0.756846705,2.118994893,9,9
unc.us,2011,4,NP,leafnp,14.76281112,11.94466444,2.270540114,3.053520905,0.756846705,1.017840302,9,9
valm.ch,2011,3,N,leafnp,17.94370312,29.92055269,5.769815963,8.787960374,1.323686563,2.131393462,19,17
valm.ch,2011,3,P,leafnp,17.94370312,6.176540342,5.769815963,3.212551867,1.323686563,0.779158275,19,17
valm.ch,2011,3,NP,leafnp,17.94370312,7.308301149,5.769815963,2.510638663,1.323686563,0.608919317,19,17
