Harvest,Months.in,Pot,Species,Spp,Treatment,Classification,Adult stature, Vcmax.a , Jmax.a, TPU.a, Rlight.a, Vomax25.a, avgTleaf ,Amax.a,Asat.a,  Rdark.a  ,PAR,MinCond, MaxCond , Ci.Ca ,Start,Leaf.thickness,LDMC,LMA,FMA,LeafN,LeafP,N.area,P.area, Vcmax.m, Jmax.m,TPU.m,  Rlight.m ,Amax.m,Asat.m, Rdark.m ,PNUE,PPUE,RatioNP
3,22,Pot 43,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,29.41260326,41.68206366,3.333948218,0.481836836,4.28508096,29.51546512,9.71,4.97,0.318,1001,0.0652,0.0732,0.722807296,0.455717593,44.66666667,0.396313364,96.76838599,244.1713926,19.96456118,0.17719408,1.931938363,17.14678509,0.303948474,0.430740507,34.45286582,4.979279452,100.3426884,51.35974884,3.286197209,5.026040264,566.2869131,112.6705882
3,22,Pot 44,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,37.08901107,47.11664238,3.14262432,0.827870826,5.777352214,28.73174419,10.5,7.04,0.657,1000,0.147,0.175,0.812771854,0.555173611,28.33333333,0.483516484,49.50940679,102.3944549,34.12025578,0.463077558,1.689273623,22.92669518,0.749130589,0.951670509,63.4752974,16.72148547,212.0809091,142.1952,13.27020545,6.21568931,457.9814019,73.68151448
3,22,Pot 45,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,61.27289208,64.78136706,4.461430188,-0.095706729,9.467484032,28.82639535,15.5,11.6,0.381,1000,0.164,0.192,0.730051958,0.545185185,48.16666667,0.482843137,110.8335584,229.5436133,15.95190157,0.508948546,1.768006013,56.40857837,0.552837002,0.584492351,40.25342372,-0.863517606,139.8493401,104.6614416,3.437587005,8.766938507,274.7809012,31.34285714
3,22,Pot 46,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,42.2374104,43.06201001,2.652130077,-0.146942613,6.37990836,29.09174419,10.9,8.44,-0.118,1000,0.112,0.126,0.727790332,0.490787037,29.66666667,0.452755906,64.69979296,142.9021514,19.33416563,0.77923429,1.250916513,50.41629726,0.652821415,0.665566427,40.99132247,-2.271145027,168.4704,130.44864,-1.823808,8.713611089,216.1999312,24.811749
3,22,Pot 47,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,36.93480109,50.38645933,3.151797112,0.002058151,5.834858588,28.56744186,12.4,7.81,0.115,1000,0.121,0.188,0.803958442,0.592418981,24.83333333,0.386666667,48.94679989,126.5865514,28.30346887,2.807259361,1.385364227,137.4063622,0.754590722,1.029412739,64.39230182,0.042048735,253.3362759,159.5609931,2.349489655,8.950714734,90.24327404,10.08224223
3,22,Pot 48,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,57.47768621,83.42186201,5.42062964,0.861944083,8.596955746,29.20697674,18.3,8.76,0.857,1000,0.0643,0.112,0.640459974,0.602835648,28.83333333,0.468503937,66.95022054,142.9021514,18.08125931,1.501808126,1.210544298,100.5463852,0.85851377,1.246028188,80.96507519,12.87440244,273.3374118,130.8434824,12.80055529,15.11716674,182.0055485,12.03966006
3,22,Pot 49,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,51.25849074,68.49141747,5.179116436,0.937340025,8.080670983,28.59197674,14.7,8.6,0.702,1000,0.0515,0.108,0.658694738,0.614293981,32.33333333,0.584126984,103.5196687,177.221172,13.76202169,0.609781052,1.424639927,63.12433248,0.495157021,0.661627093,50.03026477,9.054704642,142.002,83.076,6.78132,10.31839676,232.8737497,22.56879195
3,22,Pot 50,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,29.92301613,41.98491987,3.240791548,1.027362936,4.596505722,28.89488372,9.01,4.5,0.682,1000,0.046,0.0639,0.694412457,0.382800926,34.16666667,0.510416667,82.70321361,162.0307858,31.38089278,0.554860242,2.595300679,45.88872512,0.361812012,0.50765766,39.18579952,12.42228556,108.9437714,54.41142857,8.246354286,3.471659401,196.3445264,56.55639098
3,22,Pot 51,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,40.4097285,71.16001884,5.787703517,1.26309138,6.156384529,28.99139535,16.2,5.56,0.872,1000,0.0313,0.0643,0.637514491,0.441226852,32.5,0.521341463,96.2057791,184.5350617,16.23059641,0.369689542,1.561477172,35.56627046,0.420034315,0.739664701,60.15962421,13.12905931,168.3890526,57.79278596,9.063904561,10.37479144,455.4877357,43.90331492
3,22,Pot 52,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,30.34864881,59.00309164,4.650613033,0.951825785,4.535790625,29.21593023,13.3,4.04,0.791,1000,0.0261,0.0464,0.637947066,0.422858796,35.33333333,0.446494465,68.07543433,152.4664686,14.88067744,1.370284834,1.01300858,93.28273527,0.44580911,0.866731035,68.31558371,13.98192747,195.3715041,59.34593058,11.61946314,13.12920765,142.5772943,10.85955056
3,22,Pot 53,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,27.26225804,44.30787953,3.349181059,0.947548664,4.157425928,28.98,9.19,4.16,0.496,1000,0.0118,0.0495,0.643443036,0.485787037,39.83333333,0.540636042,86.07885498,159.2177514,14.16376812,0.276811594,1.219200942,23.82762507,0.316712601,0.514735931,38.90829008,11.00791436,106.7625725,48.32778039,5.762158431,7.537723837,385.6867804,51.16753927
3,22,Pot 54,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,36.94449522,43.58930018,3.229292682,0.577877108,5.809358839,28.62162791,9.81,6.59,0.392,1000,0.0859,0.112,0.736043338,0.461238426,22.16666667,0.43438914,54.01026195,124.3361239,20.57035519,1.62568306,1.111010272,87.80356792,0.684027329,0.807055893,59.79035401,10.69939465,181.63215,122.01385,7.25788,8.829801348,111.7266671,12.65336134
3,22,Pot 55,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,12.49459973,21.47316508,1.834841445,0.681164904,1.930141711,28.82906977,4.96,2.61,0.612,1000,0.0749,0.104,0.881298196,0.523831019,28.33333333,0.484210526,77.63975155,160.3429652,17.36259143,0.356321839,1.348027285,27.66473906,0.160930445,0.276574366,23.63275781,8.773403964,63.8848,33.6168,7.88256,3.679450746,179.2896,48.72727273
3,22,Pot 56,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,35.91627831,43.43106107,3.415301444,0.88589447,5.382466672,29.18418605,9.56,5.72,0.495,1000,0.0631,0.0858,0.700120221,0.497696759,47.16666667,0.411522634,112.5213791,273.4269511,10.41303445,0.204441677,1.171688997,23.00405944,0.319195149,0.385980526,30.35246699,7.873121334,84.961632,50.834784,4.399164,8.15916171,415.5788254,50.93401015
3,22,Pot 57,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,53.18013678,69.2119161,5.133661505,1.000982958,8.412980041,28.55116279,14.8,9.15,0.834,1000,0.109,0.151,0.725865106,0.559456019,62.83333333,0.495726496,97.89359978,197.4750203,15.60348447,0.590890008,1.527481264,57.84435,0.543244266,0.707011656,52.44123739,10.2252135,151.1845517,93.46882759,8.519453793,9.689153217,255.8590424,26.40674956
3,22,Pot 58,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,35.12066052,46.2694368,3.646056149,0.638168567,5.604291796,28.45023256,10.4,6.79,0.679,1000,0.121,0.153,0.790842972,0.5321875,19,0.381443299,41.63291025,109.1457377,26.90730838,1.867201426,1.120229555,77.73702939,0.843579282,1.111366861,87.57629786,15.32846402,249.8023784,163.0921297,16.30921297,9.283811479,133.7843764,14.41050119
3,22,Pot 59,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,32.46650656,47.65526072,3.717578456,1.094734004,5.030353023,28.79418605,10.2,5.83,0.835,1000,0.0714,0.107,0.765245331,0.596226852,25.33333333,0.453744493,57.94851022,127.7117652,29.17409609,0.570827142,1.690595405,33.07858248,0.560264732,0.822372491,64.15313253,18.89149522,176.0183301,100.6065553,14.40934369,6.033377335,308.3566234,51.10845987
3,22,Pot 60,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,19.8074112,35.44786231,2.726571731,0.629706162,2.990667134,29.09651163,7.97,3.39,0.438,1000,0.0368,0.0733,0.766129611,0.578761574,39.5,0.589285714,74.26411018,126.0239445,17.02952797,0.388854232,1.264682741,28.8779135,0.266715795,0.477321579,36.71452771,8.479279701,107.3196727,45.64789091,5.897869091,6.301975776,275.9894685,43.79411765
3,22,Pot 61,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,16.55055775,33.47032649,2.93308267,1.364246763,2.474342657,29.21232558,7.48,1.84,1.15,1000,0.0241,0.0337,0.772061385,0.636284722,39.83333333,0.3125,50.63462058,162.0307858,16.62173203,2.118055556,0.841635094,107.2469394,0.326862482,0.661016635,57.92642734,26.94296407,147.7250133,36.33877333,22.71173333,8.887462095,69.74558007,7.847637416
3,22,Pot 62,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,34.79637971,55.71723665,4.037759022,1.113325919,5.63919556,28.26976744,11.3,3.91,0.452,1000,0.015,0.0356,0.534213088,0.383101852,33.83333333,0.51627907,62.44936538,120.9604825,14.25633668,0.382592061,0.890299178,23.89263142,0.557193488,0.892198605,64.65652609,17.82765785,180.9465946,62.61072432,7.237863784,12.69236261,472.9491616,37.2625
3,22,Pot 63,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,29.70626778,43.91684703,3.355606353,0.724818949,4.393574136,29.33860465,9.78,5.5,0.59,1000,0.0875,0.127,0.787762016,0.420069444,45,0.384615385,87.20406877,226.7305788,10.14376669,0.513452454,0.884577728,44.77514314,0.340652314,0.503610068,38.47992875,8.311756082,112.1507303,63.07045161,6.765739355,11.05612282,218.4247624,19.756
3,22,Pot 64,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,51.96735208,89.02288654,6.939237846,1.117711126,8.077567644,28.75686047,20,8.3,1.33,1000,0.0416,0.125,0.642039878,0.428541667,26.5,0.443636364,68.63804123,154.7168962,15.63394683,1.158486708,1.073083487,79.5162584,0.757121724,1.296990487,101.0990075,16.28413495,291.3836066,120.9241967,19.37700984,18.63787882,251.520889,13.49514563
3,22,Pot 65,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,46.4597445,70.9292296,5.152447912,0.682343732,7.190946662,28.80639535,16,8.94,0.733,1000,0.155,0.199,0.793860039,0.458553241,20.16666667,0.389189189,40.50769646,104.0822756,33.43723762,2.63434089,1.354465472,106.7110812,1.146936226,1.751006248,127.1967641,16.84479226,394.9866667,220.6988,18.09532667,11.81277805,149.9375681,12.69282869
3,22,Pot 66,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,29.13222779,44.70159023,3.349484831,0.778453662,4.423873095,29.0294186,9.7,5.09,0.82,1000,0.0647,0.0922,0.740793764,0.467210648,50.33333333,0.368286445,81.01539292,219.9792961,9.216541978,0.809434746,0.74668177,65.57667403,0.359588798,0.551766629,41.34380776,9.608713035,119.7303333,62.82756667,10.12153333,12.99080866,147.9184503,11.38639281
3,22,Pot 67,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,34.96213271,58.93133297,4.486672791,0.900011014,5.057110812,29.59988372,12.7,5.45,0.618,1000,0.0349,0.0786,0.670713922,0.494050926,47.16666667,0.498432602,89.45449635,179.4715996,13.75362319,0.33747412,1.230323435,30.18857744,0.390837064,0.658785588,50.15592255,10.06110426,141.9716226,60.92483019,6.908540377,10.3224889,420.6889186,40.75460123
3,22,Pot 68,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,31.61932133,45.41093066,3.616057419,0.548172313,4.873331476,28.85581395,10.5,5.85,0.331,1000,0.0837,0.132,0.769992687,0.502905093,36.33333333,0.454545455,70.32586191,154.7168962,13.03952653,0.924751638,0.917015942,65.03395601,0.449611572,0.645721637,51.41860079,7.794747168,149.30496,83.184192,4.70666112,11.45018262,161.4541179,14.10057143
3,22,Pot 69,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,38.57996107,61.89519731,4.847163017,0.941473334,5.672506204,29.40767442,13.9,5.93,0.853,1000,0.0549,0.0847,0.683482922,0.533159722,47.16666667,0.5425,122.0856963,225.0427581,17.04355109,0.492043551,2.080773802,60.07147954,0.316007217,0.506981565,39.70295591,7.711577709,113.8544516,48.57243871,6.986895484,6.680207136,231.3910046,34.63829787
3,22,Pot 70,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,30.20131793,42.94808346,3.522658415,0.592975224,4.673662851,28.80848837,10.3,5.92,0.616,1000,0.102,0.126,0.79071916,0.541643519,29,0.482352941,69.20064812,143.4647583,23.7724758,0.484094053,1.645070733,33.49962219,0.436431143,0.620631231,50.90499165,8.568925871,148.8425366,85.54833171,8.901650732,6.261128957,307.4661541,49.10714286
