Harvest,Months.in,Pot,Species,Spp,Treatment,Classification,Adult stature, Vcmax.a , Jmax.a, TPU.a, Rlight.a, Vomax25.a, avgTleaf ,Amax.a,Asat.a,  Rdark.a  ,PAR,MinCond, MaxCond , Ci.Ca ,Start,Leaf.thickness,LDMC,LMA,FMA,LeafN,LeafP,N.area,P.area, Vcmax.m, Jmax.m,TPU.m,  Rlight.m ,Amax.m,Asat.m, Rdark.m ,PNUE,PPUE,RatioNP
1,9,Pot 56,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,22.59415518,38.44431205,3.125739054,1.307215302,4.779839287,25.19755556,8.56,4.69,NA,500,0.0289,0.148,0.815650094,886,NA,0.208749643,57.14006642,273.725337,22.69910072,2.135341727,1.297028123,122.0135681,0.395417027,0.672808319,54.70310502,22.87738505,149.8073162,82.07900855,NA,6.599702697,70.15613209,10.63019583
1,9,Pot 57,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,41.87592362,54.37107527,4.084764533,0.654293709,7.45103483,27.18566667,11.7,8.44,NA,500,0.0532,0.184,0.718348835,2936,NA,0.315804639,85.15928516,269.6581197,17.76600467,3.089252336,1.512940258,263.0785206,0.491736439,0.638463265,47.96616747,7.683175219,137.3895985,99.10839416,NA,7.733286187,44.47341414,5.750907578
1,9,Pot 58,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,21.76981523,37.15212624,3.114549266,0.458647822,4.63550944,25.12333333,9.13,6.88,NA,500,0.0353,0.103,0.694250846,1247,NA,0.274624374,38.81242627,141.3291388,26.03604369,4.777912621,1.010522026,185.4423813,0.560898076,0.957222462,80.24618827,11.81703559,235.2339412,177.2628166,NA,9.034934188,49.23362143,5.449250699
1,9,Pot 59,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,35.29260369,49.68455588,3.592843905,0.778531869,6.090606507,27.53955556,10.8,6.8,NA,500,0.112,0.143,0.759642517,2407,NA,0.362616311,78.14803893,215.5116485,29.00875371,2.527410979,2.266977214,197.5122116,0.451612148,0.635774826,45.97484408,9.962270071,138.1992453,87.01433962,NA,4.764053177,54.68016338,11.47765597
1,9,Pot 60,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,23.76912797,34.66049054,2.504689001,0.504067353,4.265645983,27.08666667,8.56,4.65,NA,500,0.0639,0.0888,0.730658222,4524,NA,0.402041,85.42363167,212.474926,16.196773,2.145511869,1.383587171,183.2774157,0.278250029,0.405748267,29.32079744,5.900795172,100.2064632,54.43458571,NA,6.186816545,46.70515441,7.549141642
1,9,Pot 61,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,26.79055086,44.68748976,2.70496893,0.554906794,5.251441308,26.07033333,10.6,4.49,NA,300,0.0138,0.0531,0.547077017,1137,NA,0.427384907,75.67226891,177.0588235,12.0411526,3.548133117,0.911181337,268.4952833,0.354033931,0.590539843,35.7458415,7.333027033,140.0777346,59.33481399,NA,11.63324968,39.47927825,3.393658637
1,9,Pot 62,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,15.66804113,28.87098445,2.304126703,0.962372385,2.9451501,26.55222222,5.95,2.26,NA,300,0.00726,0.0196,0.526097492,650,NA,0.361886792,70.69664578,195.3556948,7.26307377,1.97102459,0.513474954,139.3448273,0.221623543,0.408378419,32.59174006,13.61270219,84.16240876,31.96757039,NA,11.58771223,42.69982687,3.684922962
1,9,Pot 63,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,59.23153494,76.91440811,5.395228913,1.185686676,11.83635883,25.84933333,16.5,9.3,NA,500,0.0467,0.127,0.581838013,346,NA,0.390809272,129.1015953,330.3442485,14.96743671,1.944398734,1.932319957,251.0249785,0.458797855,0.59576652,41.79056735,9.184136518,127.8063215,72.03629032,NA,8.538958542,65.73051057,7.697719838
1,9,Pot 64,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,54.51019194,89.96578178,6.577749976,1.43324987,9.440412622,27.49855556,18.5,6.69,NA,500,0.0174,0.0633,0.443797098,4274,NA,0.36232158,92.03986073,254.0280946,19.29267372,2.832099698,1.775695002,260.6660618,0.592245485,0.977465427,71.46631822,15.57205605,200.9998696,72.68589877,NA,10.41845586,70.97203171,6.812144972
1,9,Pot 65,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,43.63241054,72.2598468,5.385870234,0.557610944,8.172358664,26.59344444,16.7,9.04,NA,500,0.0692,0.188,0.678922812,4320,NA,0.321610478,77.52119263,241.0406314,20.51464968,3.233240446,1.59032011,250.6446554,0.562844934,0.932130226,69.47610132,7.193012974,215.4249623,116.613273,NA,10.50103051,66.6281911,6.344919292
1,9,Pot 66,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,49.19532779,68.8847595,4.931814177,0.995445474,8.831984043,27.08233333,14.3,8.54,NA,500,0.0352,0.103,0.586352027,3952,NA,0.323225762,92.02842126,284.7187074,16.12160121,2.710876133,1.483645507,249.4776507,0.534566682,0.748516149,53.59012041,10.81671793,155.3867795,92.79741935,NA,9.63842099,57.31976375,5.94700769
1,9,Pot 67,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,27.50744287,39.95506262,2.791968654,0.985913963,4.697672147,27.66088889,8.79,3.7,NA,500,0.0185,0.0321,0.512927419,3899,NA,0.402051282,73.64465915,183.1723027,12.68108766,2.163676948,0.933894379,159.3432514,0.373515788,0.542538496,37.91135279,13.38744689,119.3569242,50.24125364,NA,9.412199283,55.16393023,5.860896967
1,9,Pot 68,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,45.62282699,56.30841074,4.312758688,0.258276167,9.471582562,25.41255556,12.8,9.24,NA,500,0.102,0.159,0.665119661,1105,NA,0.454377939,79.17404783,174.2471213,17.67411859,2.099599359,1.399331511,166.2337801,0.576234615,0.711197827,54.47187313,3.262131649,161.6691372,116.7049084,NA,9.147224874,76.99999359,8.417852918
1,9,Pot 69,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,27.84633654,39.04305644,3.045065923,0.460197755,5.823509531,25.329,8.85,6.4,NA,500,0.0579,0.154,0.762549942,1437,NA,0.424645122,121.6262976,286.4186851,13.41179907,2.119042056,1.631227464,257.7312397,0.228949965,0.321008345,25.03624614,3.783702739,72.76386913,52.62019915,NA,5.425362308,34.3380958,6.329180219
1,9,Pot 70,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,34.16791863,47.03641503,3.695867182,0.987601556,5.962019505,27.41155556,10.9,6,NA,500,0.046,0.1,0.683961694,2849,NA,0.320407493,65.08678238,203.1375167,30.16869806,2.447368421,1.963583485,159.2913358,0.524959406,0.722672305,56.78368244,15.1736116,167.4687179,92.18461538,NA,5.55107541,68.4280783,12.32699491
2,13,Pot 01,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,43.0898648,67.38728,4.536406464,1.309197955,7.209672866,27.89858824,12.3,5.11,NA,1000,0.0139,0.0479,0.455586255,0.485486111,38.66666667,0.401767224,73.38292775,182.6503593,17.92314581,1.750157311,1.315252914,128.4316675,0.587191955,0.918296422,61.81828122,17.84063399,167.6139175,69.63472509,NA,9.351813531,95.77077244,10.24087704
2,13,Pot 02,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,32.07024499,65.17273237,4.172664723,0.551327451,5.377597106,27.87329412,16.9,6.5,NA,999,0.0564,0.165,0.733503852,NA,28.5,0.320663208,48.42610888,151.0186005,16.79069078,0.9950299,0.81310782,48.1854263,0.662251123,1.34581807,86.16559992,11.38492155,348.9852972,134.2251143,NA,20.78445144,350.7284525,16.87455902
2,13,Pot 03,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,48.93930852,54.0906715,3.418681046,0.706043167,8.124891037,27.98905882,13.2,8.87,NA,1000,0.132,0.149,0.711444151,0.533136574,35.5,0.43213228,72.01908444,166.6598116,18.01544624,1.742076251,1.297455944,125.4627366,0.6795325,0.751060249,47.46909895,9.803556548,183.2847516,123.161799,NA,10.17375585,105.2105219,10.34136492
2,13,Pot 04,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,108.4261269,127.4362745,10.12024437,2.010733027,18.55678394,27.63588235,28.5,12.3,NA,1000,0.0837,0.0971,0.454840466,NA,45.33333333,0.345424797,92.20772304,266.9400799,14.8879899,0.737282894,1.372787649,67.98317686,1.175889864,1.382056408,109.7548452,21.80655764,309.0847389,133.3944663,NA,20.76067629,419.2213621,20.19304941
2,13,Pot 05,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,48.659196,62.86153205,4.893724098,0.981168206,7.587797333,28.71917647,13.9,7.52,NA,1000,0.0662,0.0902,0.60146732,0.580613426,26.83333333,0.372632324,58.82352941,157.8594383,27.12719997,1.524911688,1.595717645,89.70068755,0.827206332,1.068646045,83.19330967,16.6798595,236.3,127.84,NA,8.710814247,154.9597933,17.78935802
2,13,Pot 06,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,78.63483133,119.5234908,9.843566898,1.38070069,13.2590293,27.80882353,28.7,14.2,NA,1000,0.166,0.197,0.666765138,NA,25.5,0.355121463,46.56661522,131.1286986,29.78228003,2.808561654,1.386859975,130.7852098,1.688652503,2.566720605,211.3867811,29.65001179,616.3213681,304.9394922,NA,20.69423051,219.4437738,10.60410406
2,13,Pot 07,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,42.57150318,55.55886706,4.265744105,0.830565424,7.084037205,27.96223529,12.2,7.87,NA,999,0.0874,0.123,0.705163296,0.621423611,35.33333333,0.386589554,75.17792813,194.4644583,18.2622377,0.775371347,1.372917193,58.29081139,0.566276622,0.739031634,56.74197482,11.04799566,162.2816737,104.6849813,NA,8.88618779,209.2954225,23.55289214
2,13,Pot 08,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,26.61474807,57.38226817,3.769571836,0.408644181,3.986867371,29.18905882,11,2.62,NA,999,0.00697,0.015,0.325741191,NA,41.5,0.471162207,92.17887654,195.6414909,12.08050805,0.326102866,1.11356766,30.05979579,0.28872936,0.622509954,40.8940961,4.433165127,119.3331966,28.42299774,NA,9.878160432,365.937283,37.04508401
2,13,Pot 09,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,45.04691366,88.20030195,7.683272365,0.449814248,7.692450959,27.66176471,23.2,8.8,NA,1000,0.138,0.152,0.726346571,NA,57.83333333,0.472745577,93.79637028,198.407716,18.50558108,0.612678599,1.735756335,57.46702873,0.480262867,0.940338114,81.91438904,4.795646636,247.3443261,93.82026164,NA,13.36593134,403.7097535,30.20438629
2,13,Pot 10,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,47.38025774,68.80824448,5.21481485,1.044425867,8.583038623,26.97835294,15.7,8.13,NA,1000,0.0356,0.11,0.559698303,0.421284722,30.83333333,0.357219538,65.92372462,184.5468053,16.48955983,1.768445696,1.087053202,116.5825271,0.718713301,1.043755414,79.10376545,15.84294384,238.1540195,123.3243426,NA,14.44271539,134.668551,9.324323539
2,13,Pot 11,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,54.67908812,94.14110983,7.997793702,0.893384898,8.919108623,28.19423529,23.3,8.92,NA,1000,0.0865,0.11,0.625683299,NA,41.83333333,0.331595274,87.12994919,262.7599244,14.62127174,0.446042621,1.273950664,38.86367089,0.627557902,1.080467861,91.79155706,10.25347663,267.41666,102.3758201,NA,18.28956227,599.5316311,32.77998796
2,13,Pot 12,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,28.57039939,33.04442677,2.78264382,0.447932078,5.194187518,26.93694118,8.01,5.86,NA,1000,0.113,0.137,0.789361435,0.459178241,31.83333333,0.378242925,56.72473251,149.9690512,29.33774912,0.810734333,1.664175971,45.98868816,0.503667415,0.582540019,49.05521273,7.896592164,141.2082463,103.305908,NA,4.813192918,174.1732657,36.18663715
2,13,Pot 13,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,61.08267994,103.5157214,8.671175708,0.913527926,10.57370771,27.504,25.5,12.6,NA,1000,0.111,0.232,0.724357384,NA,22.66666667,0.371699164,48.43557169,130.3085299,30.95877249,0.795862963,1.499505844,38.54807761,1.261111985,2.137183845,179.0249481,18.86068222,526.4725719,260.1393885,NA,17.00560228,661.5115871,38.8996271
2,13,Pot 14,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,46.60819472,44.8666534,2.803880075,0.901628705,8.362309866,27.08952941,11.1,7.8,NA,1000,0.0548,0.101,0.597465392,0.497766204,46.83333333,0.397793404,73.87310308,185.7072094,17.99075149,1.290087193,1.329032639,95.30274419,0.63092239,0.607347621,37.95535801,12.20510128,150.2576653,105.5864675,NA,8.351939353,116.4709379,13.94537639
2,13,Pot 15,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,64.57192964,78.79964052,6.093591466,0.630773524,10.33659938,28.41329412,18.2,8.72,NA,1000,0.0765,0.0829,0.539323534,NA,30.5,0.49714237,74.52876033,149.9143201,26.33671058,1.511005171,1.962842391,112.6133423,0.86640284,1.057305129,81.76161041,8.46349143,244.2010295,117.0018119,NA,9.27226765,161.6149528,17.42992749
2,13,Pot 16,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,65.32758223,67.72324503,5.809246493,1.302740099,11.71695222,27.09341176,18,10.5,NA,1000,0.114,0.134,0.617880928,0.544085648,41.16666667,0.357013301,86.5853914,242.5270743,17.43127501,0.930203569,1.509293769,80.54204006,0.754487347,0.782155557,67.09268618,15.04572628,207.8872626,121.2675699,NA,11.92610767,223.485772,18.73920462
2,13,Pot 17,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,60.18001682,103.2466836,8.847718931,1.143156829,9.978844632,28.00329412,25.5,12.3,NA,1000,0.177,0.215,0.735127545,NA,24,0.352301595,41.71328882,118.4022138,28.79824435,0.755529008,1.201269484,31.51559972,1.442706114,2.475150881,212.1079201,27.40509947,611.3159792,294.8700606,NA,21.22754331,809.123108,38.11666269
2,13,Pot 18,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,35.01629755,57.50957312,3.97470872,0.924130519,6.280222552,27.09376471,11.3,6.63,NA,1000,0.0138,0.112,0.634028101,0.592789352,27,0.337996642,42.99161877,127.1954019,20.42694516,1.900093791,0.878187439,81.68810788,0.814491255,1.337692666,92.45310676,21.49559718,262.8419288,154.2161051,NA,12.86741247,138.3310287,10.75049308
2,13,Pot 19,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,54.90249657,64.31757222,5.098837221,0.896474988,8.176855191,29.25694118,14.9,7.03,NA,1000,0.051,0.0748,0.541212247,0.406909722,42.83333333,0.421566236,73.24516785,173.7453374,18.04998478,1.04881578,1.322074165,76.82068789,0.749571585,0.878113521,69.6132915,12.23937379,203.4263889,95.97902778,NA,11.27016955,193.9581695,17.20987147
2,13,Pot 20,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,29.79043745,52.92536348,4.138795652,1.216386531,5.062730745,27.71764706,11.3,4.96,NA,1000,0.018,0.0622,0.61057608,0.420219907,30.5,0.327786642,47.23892119,144.1148451,15.48185244,1.562171303,0.731346007,73.79528705,0.630633315,1.12037621,87.61410184,25.74966787,239.2095271,104.9981641,NA,15.45096287,153.12631,9.910470388
2,13,Pot 21,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,48.68617792,73.41173602,5.163096619,0.864289812,7.828314439,28.36152941,17,8.02,NA,1000,0.0573,0.0958,0.617986637,0.445081019,43.33333333,0.457711684,103.8705493,226.9344502,17.59317774,0.678552296,1.827413036,70.48159972,0.46871975,0.706761796,49.70703105,8.320836059,163.6652556,77.21149116,NA,9.302768267,241.1977036,25.92751928
2,13,Pot 22,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,45.77011787,52.42306995,4.672335232,0.54200634,8.339488154,26.91152941,13.5,9.79,NA,999,0.141,0.198,0.739218374,0.454675926,33.5,0.417148362,85.49919783,204.9611255,17.91173186,0.794498554,1.531438706,67.92898903,0.535328039,0.613141074,54.64770841,6.339314919,157.8962182,114.5039983,NA,8.815240172,198.7369486,22.54470039
2,13,Pot 23,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,40.14889494,76.57602387,6.857133451,0.651400259,6.519140411,28.24741176,20.1,7.22,NA,1000,0.0955,0.108,0.692528555,0.481076389,24.5,0.333411709,51.41966131,154.2227218,27.14529318,0.828194321,1.395801782,42.58547148,0.780808234,1.489236256,133.3562547,12.66831097,390.9010578,140.4132158,NA,14.40032551,471.9919564,32.77647829
2,13,Pot 24,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,19.97350906,38.00717553,2.969935993,0.9598094,3.578486621,27.106,8.27,3.43,NA,1000,0.0218,0.0531,0.704269285,0.529363426,39,0.329156627,57.16437898,173.6692333,10.93862367,1.030730552,0.625299629,58.9210719,0.349404812,0.664875158,51.95431221,16.79034072,144.6705124,60.00240117,NA,13.22565954,140.3572565,10.61249581
2,13,Pot 25,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,41.08342362,62.18041057,4.968864922,0.80659158,7.361472679,27.10458824,14.6,7.17,NA,1000,0.083,0.103,0.667607663,0.426400463,31.16666667,0.552928723,78.05145319,141.1600628,22.16320257,0.940087186,1.729870168,73.37517101,0.52636334,0.79665923,63.6614018,10.33410073,187.0560944,91.86247926,NA,8.439939754,198.9773898,23.5756884
2,13,Pot 26,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,60.7599506,60.73977805,6.193692343,0.961076951,10.88175319,27.11035294,17.7,12.2,NA,1000,0.157,0.236,0.716099491,0.587233796,23.66666667,0.367783179,51.87766527,141.0550243,28.79588001,2.018885612,1.493863024,104.735072,1.171215981,1.170827132,119.3903448,18.52583277,341.1872895,235.1686402,NA,11.84847587,168.9978311,14.26325486
2,13,Pot 27,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,54.37693775,91.99210582,7.901455062,0.604365189,8.892442345,28.16458824,23.2,11.4,NA,1000,0.122,0.152,0.681457922,0.577766204,21,0.350953206,49.27692415,140.408816,27.47032808,1.816640287,1.353653273,89.51844564,1.103496996,1.866839447,160.3479762,12.26466951,470.8086067,231.3456085,NA,17.13880538,259.1644642,15.12150109
2,13,Pot 28,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,43.33142659,55.93542809,4.439798863,1.169387548,7.139927988,28.07658824,12.3,6.75,NA,1000,0.0667,0.0931,0.635905758,0.403414352,42.66666667,0.314679154,78.5032676,249.470823,16.03924745,0.500703043,1.259133334,39.30682498,0.551969719,0.712523565,56.55559315,14.89603661,156.6813762,85.98368204,NA,9.768623913,312.922756,32.0334531
2,13,Pot 29,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,65.26732213,103.9193517,8.733886741,0.901660179,12.07108214,26.73905882,25.8,13.5,NA,1000,0.131,0.185,0.670993195,0.398842593,23.5,0.405023991,54.02861446,133.3960843,24.82565967,0.851340799,1.341295995,45.9967638,1.20801399,1.923413227,161.6529839,16.68856749,477.5247387,249.8675958,NA,19.23512789,560.9090264,29.1606601
2,13,Pot 30,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,78.64076855,117.4528961,9.799777656,0.999332809,14.55412913,26.73141176,28.8,12.8,NA,1000,0.0934,0.129,0.542083726,0.435613426,41.83333333,0.4484202,99.47879224,221.8427989,15.84236284,1.116636611,1.575979121,111.0816615,0.790527979,1.180682771,98.51122471,10.04568699,289.5089431,128.6706414,NA,18.27435377,259.2687184,14.18757246
2,13,Pot 31,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,46.83104831,54.67367913,3.673394958,1.090184399,8.242874545,27.31105882,12,8.45,NA,1000,0.0913,0.136,0.682309186,0.441516204,45.33333333,0.366578419,102.9140397,280.7422215,14.31628038,0.429439593,1.473346247,44.19536328,0.455050141,0.531255787,35.69381758,10.59315524,116.6021666,82.10735898,NA,8.144724991,271.5216962,33.33712268
2,13,Pot 32,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,38.49242582,65.19990371,4.625036984,1.175121095,6.690207698,27.45717647,13.3,5.26,NA,1000,0.0182,0.05,0.501654139,0.480787037,47.33333333,0.457854692,111.3449189,243.1883322,17.56609043,0.92588626,1.955894914,103.0927306,0.345704377,0.585566942,41.53792584,10.55388164,119.4486478,47.24059303,NA,6.799956328,129.0100662,18.97219041
2,13,Pot 33,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,44.58422609,52.91243906,3.810510473,0.77153149,7.919151583,27.20576471,12.9,8.71,NA,1000,0.101,0.183,0.73108437,0.490277778,45,0.440128375,105.5943499,239.9171601,13.30302657,0.655307203,1.404724442,69.19673804,0.422221702,0.501091575,36.08631027,7.306560354,122.1656274,82.48547398,NA,9.183295751,186.4249727,20.30044308
2,13,Pot 34,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,71.89115712,132.0229946,10.7039016,1.051704861,13.08096288,26.92729412,31.5,14.9,NA,1000,0.136,0.272,0.711966657,0.515162037,30.83333333,0.372946951,56.0179212,150.2034566,28.96380033,2.373387843,1.622491884,132.9522532,1.28335996,2.35679925,191.0799503,18.77443573,562.3200456,265.9863073,NA,19.41458093,236.9271618,12.20356816
2,13,Pot 35,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,40.34011932,68.11047291,5.051273383,1.753786973,6.985977345,27.49917647,13.5,3.46,NA,1000,0.0191,0.0282,0.441256187,0.533576389,54,0.431584842,102.0120014,236.3660431,8.573349465,0.372418874,0.874584538,37.99119474,0.395444837,0.667671176,49.51646192,17.19196711,132.3373702,33.91757785,NA,15.43590061,355.3454976,23.02071687
2,13,Pot 36,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,17.94340623,33.47647368,2.811310107,1.263885802,3.088516679,27.56976471,7.21,2.79,NA,1000,0.0155,0.0442,0.637860013,0.585810185,78.6,0.501372961,155.1573317,309.4648972,16.76167993,0.646495286,2.600697533,100.3084836,0.115646525,0.215758246,18.11909289,8.145833572,46.46896102,17.98174774,NA,2.772333156,71.87826733,25.9269948
2,13,Pot 37,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,40.80963711,78.09514426,6.775989249,0.627967752,7.091439998,27.45964706,20,7.51,NA,1000,0.0692,0.11,0.658363171,0.571655093,23.5,0.355878348,50.8958712,143.0148014,22.96152806,2.032060339,1.168646975,103.4234813,0.801826084,1.534410207,133.1343602,12.33828477,392.9591837,147.5561735,NA,17.11380804,193.3796828,11.29962907
2,13,Pot 38,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,56.46563911,72.04810992,5.104393092,1.513204101,8.717621705,28.83588235,13.9,6.55,NA,1000,0.0179,0.0598,0.504865317,0.501076389,40.5,0.392024712,65.63851796,167.4346436,10.82531103,1.412937903,0.710557373,92.74314989,0.860251585,1.097649858,77.76520938,23.05359944,211.7659026,99.78896848,NA,19.56210791,149.8762983,7.66156178
2,13,Pot 39,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,29.17938945,50.16811459,4.034681857,0.844045584,5.210509916,27.14435294,11.4,5.53,NA,1000,0.0831,0.111,0.745756624,0.538506944,31.83333333,0.453101962,85.79957906,189.3604227,25.17249574,0.595958192,2.159789538,51.132962,0.340087793,0.584712829,47.02449477,9.837409387,132.8677847,64.45253066,NA,5.278292074,222.9481641,42.23869406
2,13,Pot 40,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,97.34992553,118.894976,9.33648356,0.409450671,15.7702641,28.27458824,28,13.7,NA,1000,0.098,0.105,0.43889551,0.536400463,33.5,0.50784916,94.65164537,186.3774776,25.58209412,1.904848315,2.421387301,180.2970272,1.028507483,1.256132163,98.64047818,4.325869557,295.8215876,144.7412768,NA,11.56361892,155.2992882,13.42999016
2,13,Pot 41,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,24.47340915,29.02150624,2.269086287,0.682258114,4.260884883,27.43741176,6.58,4.9,NA,1000,0.0529,0.119,0.764646821,0.573032407,44,0.389607722,62.11322485,159.4250352,32.03583575,0.65399993,1.989849069,40.62204472,0.394012857,0.467235541,36.53145193,10.98410388,105.935572,78.88819188,NA,3.306783465,161.9810141,48.98446355
2,13,Pot 42,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,72.23130163,81.4978574,6.015221169,0.985664094,11.32523637,28.65541176,17.9,9.28,NA,1000,0.0778,0.0946,0.530764088,0.573159722,42.16666667,0.315101779,66.74305913,211.8142886,19.17902968,0.876902811,1.280067112,58.52717615,1.082229412,1.221068654,90.12504442,14.76803891,268.1926815,139.0406751,NA,13.98364182,305.8408278,21.87132878
2,13,Pot 43,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,41.77307788,45.78760049,3.548404059,0.965212261,7.312215519,27.37482353,9.74,7.44,NA,1000,0.0942,0.111,0.68657446,0.616979167,44.33333333,0.344042024,92.49843903,268.8579669,14.33662396,0.359781664,1.326115337,33.27924233,0.451608463,0.49500944,38.36177233,10.43490323,105.2990743,80.43378978,NA,7.344760842,292.6749324,39.84812286
2,13,Pot 44,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,60.70640205,99.08224658,8.295811695,0.887435126,9.96099679,28.12541176,24.3,12.4,NA,1000,0.166,0.247,0.750097055,0.607025463,30.16666667,0.375729775,57.90860595,154.1230156,29.36808286,0.95344705,1.700664738,55.21278949,1.048313995,1.711010738,143.2569747,15.32475375,419.6267481,214.1305216,NA,14.28853052,440.1154194,30.80200717
2,13,Pot 45,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,60.02589213,69.6909261,5.401918702,0.98575452,9.475488066,28.57635294,15.4,9.13,NA,1000,0.0942,0.121,0.616558059,0.412835648,38.66666667,0.429479985,94.78203435,220.6902246,16.79438305,0.897456199,1.591805791,85.0627243,0.633304534,0.735275694,56.99306561,10.40022539,162.4780488,96.32627178,NA,9.674547037,181.0428731,18.71331778
2,13,Pot 46,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,74.21742383,86.88227961,6.336436239,0.642644792,12.2148244,28.09023529,19.7,9.75,NA,1000,0.0763,0.0967,0.517409458,0.40787037,32.33333333,0.508083516,91.21803941,179.5335541,16.38031015,1.279360183,1.494179777,116.7007276,0.813626606,0.952468176,69.46472737,7.045150238,215.9660537,106.8867525,NA,13.18449112,168.8078592,12.80351723
2,13,Pot 47,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,50.74464992,56.87371809,3.344894251,0.90268487,8.058338387,28.50670588,14.5,9.48,NA,1000,0.071,0.167,0.688802936,0.450833333,22.5,0.324153287,40.95472179,126.343688,33.55167465,2.454298522,1.374099501,100.5151132,1.239042721,1.388697459,81.67298189,22.0410451,354.04953,231.475141,NA,10.55236538,144.2569137,13.67057607
2,13,Pot 48,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,67.33520292,92.46016656,6.702198202,0.806602566,10.94598148,28.23411765,19.6,11,NA,1000,0.028,0.107,0.482797534,0.446805556,31.83333333,0.369100623,64.69234071,175.2702017,14.92926936,1.357107027,0.96580938,87.79443016,1.040852784,1.429228956,103.6011084,12.46828537,302.972497,170.035585,NA,20.29385964,223.2487866,11.0008047
2,13,Pot 49,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,43.45477574,50.42804888,4.214323093,1.342939585,6.859972388,28.57576471,11.6,5.62,NA,1000,0.0372,0.056,0.560404117,0.485208333,45.83333333,0.392891451,72.85358033,185.4292839,16.945897,1.132460755,1.234569268,82.50382056,0.596467264,0.692183536,57.84647883,18.43340545,159.2234719,77.14102689,NA,9.395989597,140.5995495,14.96378301
