Idref,Functional.Group,FunctGr.symbol,PFT.group,Species,Family,Site,N.Treat,P.Treat,Treatm,Date,Replicate,low_breakpoint,high_breakpoint,avgTleaf,theta,Amax,QY,Rl,Rd.apparent,Rd.actual,satPAR,PSsat,Jsat,Vcsat,Vosat,Gssat,Cisat,PARactual100,PS100,J100,Vc100,Vo100,Gs100,Ci100,PARactualdark,Rdark,LI_ratio,Positive.Rlight.actual,Positive.Rdark,Rlight.Asat,Rdark.Asat,Amax.mb,Asat.mb,Jsat.mb,Vcsat.mb,Vosat.mb,A100.mb,J100.mb,Vc100.mb,Vo100.mb,Rlight.mb,Rdark.mb,Amax.Nb,Asat.Nb,Rlight.Nb,Rdark.Nb,Amax.Pb,Asat.Pb,Rlight.Pb,Rdark.Pb,Nmass,Pmass,N.P,Narea,Parea,LMA,FMA,DMC,Glucose.mb,Fructose.mb,Sucrose.mb,TotalSugars.mb,Starch.mb,TNC.mb,logPm,logNm,logLMA,logRd.m,logAsat.m
850,C3 herb,C3H,herb,Lupinus alba,Fabaceae,GREEN,hi N,low P,HNLP,23/04/2010,6,20,60,21.63,0.7,5.66,0.05,-0.25,-0.21,-0.25,1799.75,5.62,30.55,6.46,1.17,0.32,355,99,2.22,12.5,2.69,0.43,0.23,373,0,-0.38,0.72,0.25,0.38,0.04,0.07,149.87,148.84,808.37,171.03,31.06,635,480,709,75,6.66,9.92,5.54,5.5,0.25,0.37,133.1,132.18,5.92,8.81,27.08,1.13,24.05,1.02324971,0.042555083,37.79,228.43,0.17,NA,NA,NA,NA,NA,NA,0.053078443,1.43264866,1.577376892,0.996511672,2.172719661
851,C3 herb,C3H,herb,Lupinus alba,Fabaceae,RED,hi N,hi P,HNHP,16/04/2010,1,20,60,23.43,0.7,19.6,0.05,-1.19,-1.18,-1.19,1799,16.47,95.57,19.74,4.16,0.75,325.25,98.5,2.2,17.62,3.73,0.68,0.51,378.5,0.13,-1.54,0.77,1.19,1.54,0.07,0.09,459.06,385.83,2238.83,462.34,97.36,585,574,786,195,27.83,36.04,11.27,9.47,0.68,0.89,204.04,171.49,12.37,16.02,40.72,2.25,18.1,1.738426092,0.09604564,42.69,219.58,0.19,NA,NA,NA,NA,NA,NA,0.352182518,1.609807769,1.630326155,1.556784782,2.586395993
852,C3 herb,C3H,herb,Lupinus alba,Fabaceae,RED,hi N,hi P,HNHP,16/04/2010,2,20,60,23.78,0.7,22.13,0.05,-0.81,-0.8,-0.81,1799.5,18.68,110.72,22.23,5.46,0.58,291.25,98,3.22,21.16,4.45,0.84,0.35,368.5,0.25,-0.98,0.84,0.81,0.98,0.04,0.05,591.81,499.52,2960.47,594.24,145.87,775,673,63,329,21.78,26.32,8.46,7.14,0.31,0.38,128.97,108.86,4.75,5.74,69.98,4.59,15.25,2.61718765,0.17162382,37.4,250.4,0.15,NA,NA,NA,NA,NA,NA,0.661812686,1.844973938,1.572871602,1.420285885,2.698552881
853,C3 herb,C3H,herb,Lupinus alba,Fabaceae,RED,hi N,hi P,HNHP,16/04/2010,3,20,60,23.3,0.7,31.83,0.04,-0.68,-0.65,-0.68,1799.4,26.71,162,31.76,8.74,0.65,253.1,101,3.2,20.39,4.29,0.81,0.47,370,0,-1.1,0.62,0.68,1.1,0.03,0.04,999.24,838.48,5085.99,997.1,274.39,13,715,107,354,21.43,34.67,13.02,10.93,0.28,0.45,229.96,192.97,4.93,7.98,76.74,4.35,17.66,2.44426291,0.138402484,31.85,273.33,0.12,NA,NA,NA,NA,NA,NA,0.638489257,1.885021795,1.503109437,1.539953842,2.923492708
854,C3 herb,C3H,herb,Lupinus alba,Fabaceae,RED,hi N,hi P,HNHP,23/04/2010,4,20,60,22.64,0.7,27.14,0.07,-0.14,-0.12,-0.14,1799,25.07,141.1,28.57,6.71,0.64,291.5,99,5.23,27.65,5.88,1.03,0.5,368,0.25,-0.32,0.44,0.14,0.32,0.01,0.01,875.41,808.73,4551.23,921.38,216.43,168,822,206,443,4.43,10.38,13.27,12.26,0.07,0.16,104.71,96.74,0.53,1.24,65.96,8.36,7.89,2.044925547,0.259186772,31,261.09,0.12,NA,NA,NA,NA,NA,NA,0.922206277,1.819280647,1.491361694,1.016197354,2.907803554
855,C3 herb,C3H,herb,Lupinus alba,Fabaceae,RED,hi N,hi P,HNHP,23/04/2010,5,20,60,21.64,0.7,8.4,0.04,-1,-0.99,-1,1801.25,6.57,39.7,8.35,1.57,0.68,367,99,1.82,14.4,3.08,0.52,0.58,384,0.13,-1.21,0.83,1,1.21,0.15,0.18,232.15,181.58,1097.15,230.88,43.41,574,556,776,158,27.6,33.49,3.9,3.05,0.46,0.56,13.6,10.64,1.62,1.96,59.5,17.06,3.49,2.153221802,0.617526377,36.19,322.18,0.11,NA,NA,NA,NA,NA,NA,1.231979027,1.774516966,1.558588583,1.524915148,2.259068012
856,C3 herb,C3H,herb,Lupinus alba,Fabaceae,RED,hi N,hi P,HNHP,23/04/2010,6,20,60,23.01,0.7,16.89,0.05,-0.34,-0.34,-0.34,1799.5,15.9,87.82,18.14,3.81,0.78,327.25,98.5,3.07,17.52,3.73,0.65,0.57,375.5,1,-0.69,0.5,0.34,0.69,0.02,0.04,509.85,479.96,2651.67,547.82,115.1,798,659,51,259,10.3,20.88,8.38,7.89,0.17,0.34,170.3,160.31,3.44,6.98,60.84,2.99,20.32,2.0148956,0.099156371,33.12,256.84,0.13,NA,NA,NA,NA,NA,NA,0.475671188,1.784189205,1.520090328,1.319730494,2.681205045
857,C3 herb,C3H,herb,Lupinus alba,Fabaceae,YELLOW,low N,low P,LNLP,29/04/2010,1,20,60,23.41,0.7,7.1,0.04,-0.35,-0.33,-0.35,1800,6.51,38.48,7.78,1.84,0.17,317.25,101,2.01,12.31,2.6,0.48,0.14,365,0,-0.31,0.77,0.35,0.31,0.05,0.05,278.84,255.75,1511.58,305.57,72.32,741,624,18,237,13.66,12.18,7.33,6.72,0.36,0.32,298.24,273.54,14.61,13.03,38.06,0.93,40.71,0.969067614,0.023803777,25.46,245.09,0.1,NA,NA,NA,NA,NA,NA,-0.031517051,1.580468784,1.405858399,1.085647288,2.407815642
859,C3 herb,C3H,herb,Lupinus alba,Fabaceae,YELLOW,low N,low P,LNLP,29/04/2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,C3 herb,C3H,herb,Lupinus alba,Fabaceae,YELLOW,low N,low P,LNLP,29/04/2010,4,20,60,22.96,0.7,7.45,0.04,-0.09,-0.05,-0.09,1800,7.01,40.53,8.11,2.02,0.11,281,99,2.65,14.61,3.05,0.61,0.09,344,0,-0.33,0.08,0.09,0.33,0.01,0.05,204.14,192.08,1110.61,222.33,55.32,711,558,767,212,2.59,8.98,7.64,7.19,0.1,0.34,225.97,212.62,2.87,9.94,26.71,0.9,29.56,0.974653203,0.032971443,36.5,214.6,0.17,NA,NA,NA,NA,NA,NA,-0.045757491,1.426673888,1.562292864,0.953276337,2.283482147
861,C3 herb,C3H,herb,Lupinus alba,Fabaceae,YELLOW,low N,low P,LNLP,29/04/2010,5,20,60,22.07,0.7,16.34,0.06,0.17,0.21,0.17,1799.25,15.67,83.34,17.28,3.55,0.56,318.25,101,4.52,22.56,4.78,0.86,0.32,363,0,-0.3,0.18,-0.17,0.3,-0.01,0.02,379.04,363.58,1933.61,400.94,82.46,22,655,46,264,-3.86,7.08,11.56,11.09,-0.12,0.22,261.41,250.74,-2.66,4.88,32.79,1.45,22.61,1.413295913,0.062494692,43.1,224.84,0.19,NA,NA,NA,NA,NA,NA,0.161368002,1.515741417,1.63447727,0.850033258,2.560599985
862,C3 herb,C3H,herb,Lupinus alba,Fabaceae,YELLOW,low N,low P,LNLP,29/04/2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,BLUE,low N,hi P,LNHP,2/7/10,1,20,60,24.3,0.7,6.85,0.04,0.05,0.06,0.05,1799.25,6.58,36.25,7.37,1.69,0.22,325,101,2.88,15.05,3.14,0.63,0.18,359,0,-0.4,-1.07,-0.05,0.4,-0.008,0.061,189.16,181.6,1001.2,203.55,46.75,745,576,780,219,-1.42,10.99,7.66,7.36,-0.06,0.45,37.61,36.11,-0.28,2.19,24.68,5.03,4.91,0.893671723,0.182104245,36.21,287.57,0.13,NA,NA,NA,NA,NA,NA,0.701567985,1.392345155,1.558828525,1.040997692,2.259115844
864,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,BLUE,low N,hi P,LNHP,2/7/10,2,20,60,25.49,0.7,9.82,0.05,-0.47,-0.42,-0.47,1799,9.01,56.54,11.03,3.1,0.19,288.5,101,3.14,19.78,4.05,0.89,0.18,356,0.1,-0.8,0.6,0.47,0.8,0.052,0.089,165.01,151.45,950.07,185.42,52.09,596,482,689,175,7.92,13.45,11.21,10.29,0.54,0.91,63.01,57.84,3.03,5.14,14.72,2.62,5.62,0.875683633,0.155821918,59.51,330.23,0.18,NA,NA,NA,NA,NA,NA,0.418301291,1.16790781,1.77458995,1.128722284,2.180269278
865,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,BLUE,low N,hi P,LNHP,2/7/10,3,20,60,24.6,0.7,14.67,0.06,-0.52,-0.48,-0.52,1799.5,13.47,78.78,15.89,3.8,0.42,306,101,3.97,23.8,4.97,0.98,0.32,363,0,-0.51,7.6,0.52,0.51,0.039,0.038,451.89,415.05,2427.5,489.68,117.2,77,757,143,431,16.03,15.65,14.63,13.44,0.52,0.51,77.92,71.57,2.76,2.7,30.88,5.8,5.32,1.002126164,0.188214984,32.45,277.41,0.12,NA,NA,NA,NA,NA,NA,0.763427994,1.489677292,1.511214701,1.194514342,2.618100418
866,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,BLUE,low N,hi P,LNHP,2/7/10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.96,5.24,4.38,0.904439747,0.206479814,39.39,294.43,0.13,NA,NA,NA,NA,NA,NA,0.719331287,1.360971884,1.595385981,NA,NA
867,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,BLUE,low N,hi P,LNHP,2/7/10,5,20,60,25.34,0.7,20.29,0.06,-0.58,-0.53,-0.58,1799,19.06,117.04,22.85,6.41,0.48,279,100,3.48,21.77,4.52,0.92,0.42,370,0,-1.04,0.56,0.58,1.04,0.03,0.054,413.59,388.63,2386.39,465.82,130.77,707,596,808,238,11.81,21.13,14.65,13.77,0.42,0.75,88.5,83.16,2.53,4.52,28.23,4.67,6.04,1.384697959,0.22920364,49.05,315.53,0.16,NA,NA,NA,NA,NA,NA,0.669316881,1.450710878,1.690639012,1.324899497,2.589536323
868,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,BLUE,low N,hi P,LNHP,2/7/10,6,20,60,25.4,0.7,17.04,0.06,-0.8,-0.81,-0.8,1799,15.46,99.28,19.11,5.71,0.31,269.33,100,3.66,23.74,4.95,0.99,0.35,367,0,-0.66,1.22,0.8,0.66,0.052,0.043,434.9,394.38,2533.2,487.62,145.68,801,699,84,351,20.39,16.92,15.98,14.49,0.75,0.62,74.19,67.28,3.48,2.89,27.22,5.86,4.64,1.066836025,0.229732942,39.19,297.22,0.13,NA,NA,NA,NA,NA,NA,0.767897616,1.434888121,1.593175263,1.228400359,2.595914883
869,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,GREEN,hi N,low P,HNLP,1/7/10,1,20,60,23.75,0.7,20.95,0.06,-0.72,-0.71,-0.72,1799.75,19.06,112.4,22.55,5.55,0.83,300.25,99,3.73,23.04,4.88,0.88,0.77,375,0,-0.96,0.78,0.72,0.96,0.038,0.05,585.56,532.64,3141.69,630.3,155.13,21,718,108,345,20.09,26.84,13.36,12.15,0.46,0.61,85.85,78.09,2.95,3.94,43.84,6.82,6.43,1.568283728,0.244029083,35.78,325.27,0.11,NA,NA,NA,NA,NA,NA,0.833784375,1.641870545,1.553640336,1.428782511,2.726433778
870,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,GREEN,hi N,low P,HNLP,1/7/10,2,20,60,24.82,0.7,9.03,0.06,-0.46,-0.43,-0.46,1811,8.1,47.05,9.63,2.14,0.5,346,99,3.75,22.25,4.66,0.91,0.4,368,0,-0.92,0.51,0.46,0.92,0.056,0.113,276.57,248.29,1441.67,294.99,65.43,55,736,122,365,13.99,28.06,9.51,8.54,0.48,0.97,71.74,64.4,3.63,7.28,29.07,3.86,7.54,0.948699902,0.125832382,32.64,274.3,0.12,NA,NA,NA,NA,NA,NA,0.586587305,1.463445032,1.51375015,1.448087667,2.394959228
871,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,GREEN,hi N,low P,HNLP,1/7/10,3,20,60,24.27,0.7,12.34,0.05,-0.33,-0.32,-0.33,1799,11.35,64.05,13.12,2.89,0.69,334.71,97.5,3.04,17.66,3.71,0.7,0.45,373.5,0,-0.54,0.67,0.33,0.54,0.029,0.048,305.46,280.96,1586.03,324.9,71.61,721,590,807,220,8.13,13.45,8.9,8.19,0.24,0.39,60.36,55.52,1.61,2.66,34.32,5.06,6.78,1.38589334,0.204374539,40.38,291.61,0.14,NA,NA,NA,NA,NA,NA,0.704150517,1.535547279,1.606166315,1.128722284,2.448644494
872,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,GREEN,hi N,low P,HNLP,1/7/10,4,20,60,24.97,0.7,7.95,0.05,-0.54,-0.52,-0.54,1799.25,7.06,41.73,8.54,1.89,0.45,351.75,101,3.12,19.42,4.05,0.8,0.44,375,0,-0.61,0.89,0.54,0.61,0.076,0.087,242.58,215.26,1272.55,260.44,57.7,806,691,80,344,16.32,18.63,6.48,5.75,0.44,0.5,46.4,41.18,3.12,3.56,37.46,5.23,7.17,1.228463798,0.171430518,32.79,233.42,0.14,NA,NA,NA,NA,NA,NA,0.718501689,1.573567773,1.515741417,1.270212855,2.332963336
875,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,RED,hi N,hi P,HNHP,2/6/10,1,20,60,24.73,0.7,16.91,0.05,-0.93,-0.91,-0.93,1802,15.02,90.67,18.19,4.48,0.47,315,100,2.78,19.69,4.12,0.8,0.39,378,0,-1.46,0.64,0.93,1.46,0.062,0.097,330.26,293.37,1771.38,355.36,87.49,612,540,749,189,18.24,28.5,8.14,7.23,0.45,0.7,42.95,38.15,2.37,3.71,40.56,7.69,5.27,2.076286679,0.393641744,51.19,328.38,0.16,NA,NA,NA,NA,NA,NA,0.88592634,1.608097946,1.70918513,1.45484486,2.467415701
876,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,RED,hi N,hi P,HNHP,1/7/10,2,20,60,23.54,0.7,19.91,0.05,-0.66,-0.65,-0.66,1799.75,17.7,103.51,20.87,5.01,0.74,305,101,3.46,21.37,4.53,0.82,0.65,374,0,-0.77,0.89,0.66,0.77,0.037,0.044,490.4,436,2549.53,513.96,123.42,772,657,49,306,16.26,19.09,14.06,12.5,0.47,0.55,74.51,66.24,2.47,2.9,34.87,6.58,5.3,1.415683711,0.267233113,40.6,301.02,0.13,NA,NA,NA,NA,NA,NA,0.818225894,1.542451947,1.608526034,1.280805928,2.639486489
877,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,RED,hi N,hi P,HNHP,1/7/10,3,20,60,25.44,0.7,20.67,0.05,-0.44,-0.36,-0.44,1799.25,18.68,112.69,22.13,6.04,0.47,288,101,3.41,20.66,4.28,0.88,0.47,375,0,-1.32,0.33,0.44,1.32,0.023,0.071,452.68,409.04,2467.91,484.75,132.23,717,603,814,250,9.58,29,15.77,14.25,0.33,1.01,163.48,147.72,3.46,10.47,28.7,2.77,10.37,1.310585927,0.126441637,45.66,345.17,0.13,NA,NA,NA,NA,NA,NA,0.442479769,1.457881897,1.659535907,1.462397998,2.61176578
878,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,RED,hi N,hi P,HNHP,1/7/10,4,20,60,24.21,0.7,16.57,0.05,-0.18,-0.15,-0.18,1799.4,15.28,87.85,17.63,4.33,0.62,309.4,99,3.75,20.71,4.34,0.83,0.51,372,0,-0.62,0.4,0.18,0.62,0.012,0.04,472.17,435.53,2503.19,502.39,123.41,27,689,81,340,5.16,17.57,10.7,9.87,0.12,0.4,64.24,59.25,0.7,2.39,44.14,7.35,6.01,1.549109222,0.257953729,35.09,298.99,0.12,NA,NA,NA,NA,NA,NA,0.866287339,1.644832329,1.545183368,1.244771761,2.639018075
879,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,RED,hi N,hi P,HNHP,1/7/10,5,20,60,24.32,0.7,21.86,0.06,-0.84,-0.83,-0.84,1799,19.78,117.7,23.55,5.87,1,304,98.5,4.09,26.11,5.46,1.06,0.55,370,0,-1.06,0.82,0.84,1.06,0.042,0.053,412.02,372.89,2218.67,444.01,110.65,733,630,21,305,15.8,19.94,9.29,8.4,0.36,0.45,40.09,36.28,1.54,1.94,44.37,10.28,4.32,2.353588962,0.545181624,53.05,371.35,0.14,NA,NA,NA,NA,NA,NA,1.011993115,1.647089429,1.724685388,1.299725154,2.571580737
880,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,RED,hi N,hi P,HNHP,1/7/10,6,20,60,25.58,0.7,15.07,0.06,-0.5,-0.48,-0.5,1798.75,13.97,82.79,16.55,4.15,0.53,317.5,101,3.58,22.06,4.56,0.96,0.45,372,0,-1.17,0.43,0.5,1.17,0.036,0.084,494.78,458.81,2718.47,543.42,136.19,61,751,126,437,16.51,38.41,13.68,12.68,0.46,1.06,48.6,45.07,1.62,3.77,36.18,10.18,3.55,1.101706368,0.310024514,30.45,307.61,0.1,NA,NA,NA,NA,NA,NA,1.007747778,1.558468563,1.483587297,1.584444307,2.661632875
881,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,YELLOW,low N,low P,LNLP,2/7/10,1,20,60,25.5,0.7,9.04,0.03,-0.55,-0.53,-0.55,1799.5,7.98,49.87,9.84,2.62,0.22,298,101,1.84,12.89,2.66,0.56,0.21,371,0,-0.86,0.64,0.55,0.86,0.069,0.108,176.12,155.54,971.74,191.78,51.15,434,355,564,62,10.67,16.76,6.13,5.41,0.37,0.58,32.06,28.32,1.94,3.05,28.75,5.49,5.23,1.475177524,0.281883984,51.32,353.97,0.14,NA,NA,NA,NA,NA,NA,0.739572344,1.458637849,1.710286648,1.224274014,2.191842095
882,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,YELLOW,low N,low P,LNLP,2/7/10,2,20,60,24.57,0.7,14.51,0.06,-0.51,-0.44,-0.51,1799,13.52,80.56,16.07,4.07,0.4,299.75,98,3.74,22.76,4.73,0.96,0.24,357.5,0,-0.5,0.13,0.51,0.5,0.038,0.037,439.93,409.91,2442.4,487.12,123.48,52,737,123,377,15.47,15.01,13.11,12.22,0.46,0.45,50.63,47.17,1.78,1.73,33.54,8.69,3.86,1.106489403,0.286641208,32.99,319.43,0.1,NA,NA,NA,NA,NA,NA,0.939019776,1.525563058,1.518382316,1.176380692,2.612688513
883,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,YELLOW,low N,low P,LNLP,2/7/10,3,20,60,25.39,0.7,12.86,0.06,-0.41,-0.37,-0.41,1799.25,11.77,72.07,14.13,3.89,0.25,289.25,100,3.85,23.05,4.76,1,0.29,363,0,-0.52,0.83,0.41,0.52,0.035,0.044,348.05,318.56,1951.25,382.47,105.35,20,706,88,364,11.24,14,12.23,11.19,0.39,0.49,62.42,57.13,2.02,2.51,28.46,5.58,5.1,1.051197238,0.205941537,36.94,303.14,0.12,NA,NA,NA,NA,NA,NA,0.746634199,1.454234896,1.567496891,1.146128036,2.503191243
884,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,YELLOW,low N,low P,LNLP,2/7/10,4,20,60,24.38,0.7,11.57,0.04,-0.16,-0.15,-0.16,1799.25,10.13,58.35,11.72,2.87,0.35,313.75,101,3.21,17.58,3.71,0.69,0.36,369,0,-0.87,0.19,0.16,0.87,0.016,0.086,261.31,228.79,1318.04,264.78,64.73,710,554,770,185,3.63,19.62,10.6,9.28,0.15,0.8,45.99,40.27,0.64,3.45,24.66,5.68,4.34,1.091615024,0.251517772,44.27,273.07,0.16,NA,NA,NA,NA,NA,NA,0.754348336,1.391993072,1.646109522,1.292699003,2.359437038
885,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,YELLOW,low N,low P,LNLP,2/7/10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,C3 herb,C3H,herb,Plantago euryphylla,Plantaginaceae,YELLOW,low N,low P,LNLP,2/7/10,6,20,60,25.81,0.7,9.9,0.05,-0.47,-0.4,-0.47,1800,8.88,57.97,11.06,3.43,0.13,258.67,101,3.21,20.09,4.13,0.9,0.14,345,0,-0.7,0.69,0.47,0.7,0.053,0.079,225.92,202.5,1322.51,252.42,78.21,713,609,817,309,10.81,16.06,7.58,6.8,0.36,0.54,47.83,42.87,2.29,3.4,29.79,4.72,6.31,1.305553888,0.207024917,43.83,327.23,0.13,NA,NA,NA,NA,NA,NA,0.673941999,1.474070503,1.641771471,1.205745541,2.306425028
887,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,BLUE,low N,hi P,LNHP,4/5/10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.03,3.37,7.13,0.791435323,0.110953058,32.94,203.72,0.16,NA,NA,NA,NA,NA,NA,0.527629901,1.380753771,1.517723595,NA,NA
888,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,BLUE,low N,hi P,LNHP,4/5/10,2,20,60,21.99,0.7,12.45,0.04,-0.36,-0.36,-0.36,1798.75,11.3,61.73,12.91,2.52,1.18,348,101,2.9,16.51,3.55,0.58,0.8,379,0,-0.81,0.45,0.36,0.81,0.032,0.071,290.39,263.53,1440.3,301.31,58.76,684,541,761,137,8.4,18.84,15.71,14.26,0.45,1.02,102,92.56,2.95,6.62,18.49,2.85,6.49,0.792362043,0.122031628,42.86,227.06,0.19,NA,NA,NA,NA,NA,NA,0.45484486,1.266936911,1.632052167,1.275080898,2.420830062
889,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,BLUE,low N,hi P,LNHP,4/5/10,3,20,60,22.83,0.7,21.4,0.06,-0.55,-0.55,-0.55,1799.5,19.63,112.29,22.81,5.27,0.73,311.25,100,4.44,25.58,5.45,0.94,0.67,375,0,-0.71,0.77,0.55,0.71,0.028,0.036,510.98,468.56,2680.99,544.51,125.74,24,703,100,330,13.08,17.02,22.38,20.52,0.57,0.75,138.36,126.88,3.54,4.61,22.83,3.69,6.18,0.956317697,0.154679857,41.88,262.37,0.16,NA,NA,NA,NA,NA,NA,0.567026366,1.358505911,1.622006673,1.230959556,2.670765211
890,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,BLUE,low N,hi P,LNHP,28/04/2010,4,20,60,21.44,0.7,8.93,0.07,0.23,0.27,0.23,1799.75,9,45.47,9.63,1.73,0.6,358.75,99,4.78,23.33,4.98,0.85,0.41,370,0,-0.17,-1.37,NA,0.17,-0.026,0.019,341.76,344.33,1739.99,368.6,66.4,201,823,216,441,-8.93,6.5,21.56,21.72,-0.56,0.41,60.26,60.71,-1.57,1.15,15.85,5.67,2.79,0.41417561,0.148211439,26.13,217.34,0.12,NA,NA,NA,NA,NA,NA,0.753583059,1.200029267,1.41713941,0.812913357,2.536974863
891,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,BLUE,low N,hi P,LNHP,28/04/2010,5,20,60,23.57,0.7,6.93,0.04,0.12,0.13,0.12,1799.5,6.82,35.98,7.46,1.53,0.34,347.75,100,2.68,13.38,2.82,0.52,0.25,370,0,-0.53,-0.24,-0.12,0.53,-0.018,0.078,68.07,66.98,353.35,73.29,15.05,318,104,328,516,-1.22,5.22,13.44,13.22,-0.24,1.03,126.19,124.17,-2.26,9.68,5.07,0.54,9.39,0.515782248,0.054929878,101.83,318.75,0.32,NA,NA,NA,NA,NA,NA,-0.26760624,0.705007959,2.007875744,0.717670503,1.825945143
892,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,BLUE,low N,hi P,LNHP,28/04/2010,6,20,60,21.99,0.7,19.93,0.06,0.65,0.64,0.65,1799.75,19.55,101.47,21.06,4.31,0.99,326.25,98,5.75,26.05,5.57,0.94,0.53,366.5,0,0,-19.17,NA,NA,NA,0,499.28,489.79,2542.25,527.55,108.01,127,723,110,338,NA,NA,22.79,22.35,NA,0,144.74,141.99,NA,0,21.91,3.45,6.35,0.874555935,0.137673101,39.91,239.69,0.17,NA,NA,NA,NA,NA,NA,0.537819095,1.340642378,1.601081728,NA,2.690009914
893,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,GREEN,hi N,low P,HNLP,16/04/2010,1,20,60,22.78,0.7,16.68,0.07,-0.67,-0.67,-0.67,1799,15.1,85.02,17.6,3.66,0.97,331.5,98,4.24,25.23,5.37,0.93,0.64,372.5,0.33,-1.98,0.36,0.67,NA,0.044,0.131,461.77,417.97,2353.39,487.12,101.22,60,740,124,358,18.54,54.81,14.65,13.26,0.59,1.74,419.27,379.5,16.83,49.76,31.52,1.1,28.62,1.138579797,0.039787614,36.13,228.1,0.16,NA,NA,NA,NA,NA,NA,0.041392685,1.498586209,1.557867962,1.738859802,2.621145111
894,C3 herb,C3H,herb,Plantago lanceolata,Plantaginaceae,GREEN,hi N,low P,HNLP,16/04/2010,2,20,60,20.29,0.7,26.6,0.06,-0.74,-0.73,-0.74,1799.5,24.01,132.1,27.51,5.51,1.27,307,100,4.72,27.06,5.9,0.87,1.4,377,1,-1.12,0.67,0.74,1.12,0.031,0.047,955.55,862.56,4745.58,988.33,198.07,170,844,245,435,26.74,40.31,22.68,20.47,0.63,0.96,285.56,257.77,7.99,12.05,42.13,3.35,12.59,1.172765147,0.093147245,27.84,215.78,0.13,NA,NA,NA,NA,NA,NA,0.525044807,1.624591459,1.444669231,1.605412798,2.935789314
