Site,Taxa,Photosynthesis-Pathway,Lifeform,Block,Plot,MAT_v2,MAP_v2,Stand_MAT,Stand_MAP,Treatment,GS-pg,Log_GS+1,Avg_StomataSize-um2,Stomata_Density,SQRT_StomataDensity,Cmg/mgleaftissue,Nmg/mgleaftissue,Pmg/mgleaftissue,CellDensity2_mgDRY,C_PerCell_mg,N_PerCell_mg,P_PerCell_mg,C_PerCell_ng,N_PerCell_ng,P_PerCell_ng,SQRT_C_PerCell_ng,SQRT_N_PerCell_ng,SQRT_ P_PerCell_ng,Amax_(µmolCO2m⁻²s⁻¹),E_(mmolH2Om⁻²s⁻¹),SQRT_Amax,SQRT_E,Instant_WUE(µmolCO2mmolH2O⁻¹),DryMass2_mg,NumCellsIn500ulSoln
kbs.us,Asclepias_syriaca,C3,allforb,1,3,8.795833436,903,-0.34365994,0.088205798,C,0.816,0.59663628,21.25,475,21.79449472,0.4345,0.02719,0.00406,6888.888889,6.31E-05,3.95E-06,5.89E-07,63.07258065,3.946935484,0.589354839,7.941824768,1.986689579,0.767694496,4.897671984,4.252375,2.213068454,2.062128754,1.151749783,0.9,6200
kbs.us,Asclepias_syriaca,C3,allforb,1,6,8.795833436,903,-0.34365994,0.088205798,NP,0.816,0.59663628,21.25,475,21.79449472,0.44547,0.03192,0.00351,6888.888889,0.000064665,4.63E-06,5.10E-07,64.665,4.633548387,0.509516129,8.041455092,2.152567859,0.713803985,8.154263187,1.668043,2.855567052,1.29152739,4.888520972,0.9,6200
kbs.us,Asclepias_syriaca,C3,allforb,1,1,8.795833436,903,-0.34365994,0.088205798,P,0.816,0.59663628,21.25,475,21.79449472,0.42146,0.04759,0.00647,6888.888889,6.12E-05,6.91E-06,9.39E-07,61.17967742,6.908225806,0.939193548,7.821743886,2.628350396,0.969119987,9.083531144,3.402247,3.013889703,1.844518094,2.669862342,0.9,6200
kbs.us,Asclepias_syriaca,C3,allforb,2,4,8.795833436,903,-0.34365994,0.088205798,NP,0.816,0.59663628,21.25,475,21.79449472,0.44547,0.03192,0.00351,6888.888889,0.000064665,4.63E-06,5.10E-07,64.665,4.633548387,0.509516129,8.041455092,2.152567859,0.713803985,15.74189979,13.751198,3.967606305,3.708260778,1.144765699,0.9,6200
kbs.us,Asclepias_syriaca,C3,allforb,3,1,8.795833436,903,-0.34365994,0.088205798,N,0.816,0.59663628,21.25,475,21.79449472,0.43446,0.02201,0.00349,6888.888889,6.31E-05,0.000003195,5.07E-07,63.06677419,3.195,0.506612903,7.941459198,1.787456293,0.71176745,15.97511042,4.172349,3.996887592,2.04263286,3.82880493,0.9,6200
kbs.us,Asclepias_syriaca,C3,allforb,3,5,8.795833436,903,-0.34365994,0.088205798,NP,0.816,0.59663628,21.25,475,21.79449472,0.44547,0.03192,0.00351,6888.888889,0.000064665,4.63E-06,5.10E-07,64.665,4.633548387,0.509516129,8.041455092,2.152567859,0.713803985,17.95255954,5.589253,4.237046087,2.364160105,3.211978334,0.9,6200
konz.us,Asclepias_syriaca,C3,allforb,3,13,12.07500006,889,0.33637692,-0.021214053,P,0.518,0.417393679,,,,0.45859,0.01011,,3771.73913,0.000121586,2.68E-06,,121.5858213,2.680461095,,11.02659609,1.637211378,,0.164758214,1.444994,0.405904193,1.202079032,0.114019999,2.3,8675
konz.us,Asclepias_syriaca,C3,allforb,3,25,12.07500006,889,0.33637692,-0.021214053,N,0.518,0.417393679,,,,0.45995,0.01675,,3771.73913,0.000121946,4.44E-06,,121.9463977,4.44092219,,11.04293429,2.107349565,,0.894888475,0.933466,0.945985452,0.966160442,0.958672812,2.3,8675
konz.us,Asclepias_syriaca,C3,allforb,3,28,12.07500006,889,0.33637692,-0.021214053,NP,0.518,0.417393679,,,,0.48128,0.0177,,3771.73913,0.000127602,4.69E-06,,127.6016138,4.692795389,,11.29608843,2.166286082,,23.19919852,11.332616,4.816554632,3.366395105,2.047117675,2.3,8675
cbgb.us,Baptisia_alba,C3,allforb,1,9,9.258333459,871,-0.247746222,-0.161896717,P,3.009,1.388541834,20.3125,925,30.41381265,0.45263,0.02441,,2025.735294,0.00022344,1.20E-05,,223.4398548,12.04994555,,14.9479047,3.471303149,,17.69942862,16.155929,4.207068887,4.019443867,1.095537658,3.4,6887.5
konz.us,Baptisia_australis,C3,allforb,1,4,12.07500006,889,0.33637692,-0.021214053,C,2.7767067,1.328852386,20.75,450,21.21320344,0.46766,0.02764,,5430,8.61E-05,5.09E-06,,86.1252302,5.090239411,,9.280367999,2.256155892,,18.13704075,8.737461,4.258760471,2.955919654,2.075779308,2.5,13575
konz.us,Baptisia_australis,C3,allforb,2,18,12.07500006,889,0.33637692,-0.021214053,C,2.7767067,1.328852386,20.75,450,21.21320344,0.46766,0.02764,,5430,8.61E-05,5.09E-06,,86.1252302,5.090239411,,9.280367999,2.256155892,,23.25121845,14.11408,4.821951726,3.756871039,1.647377544,2.5,13575
spin.us,Brassica_sp.,C3,allforb,2,9,12.48333327,1152,0.42105747,2.034315992,P,2.309438015,1.196778391,14.25,650,25.49509757,0.40751,0.03372,,,,,,,,,,,,7.949132556,14.323637,2.819420606,3.784658109,0.554966072,,
spin.us,Brassica_sp.,C3,allforb,2,2,12.48333327,1152,0.42105747,2.034315992,NP,2.309438015,1.196778391,14.25,650,25.49509757,0.41408,0.02914,,,,,,,,,,,,26.5580697,32.852974,5.153452212,5.73175139,0.808391645,,
cbgb.us,Brickellia_eupatroides,C3,allforb,2,24,9.258333459,871,-0.247746222,-0.161896717,C,2.182,1.15750993,22.5,700,26.45751311,0.45891,0.0151,0.00351,3194.078947,0.000143675,4.73E-06,1.10E-06,143.6752214,4.727497425,1.098908342,11.98645992,2.174280898,1.048288291,0.204516115,0.263293,0.45223458,0.513120843,0.776762447,3.8,12137.5
cbgb.us,Brickellia_eupatroides,C3,allforb,3,29,9.258333459,871,-0.247746222,-0.161896717,N,2.182,1.15750993,22.5,700,26.45751311,0.47378,0.01902,0.00109,3194.078947,0.000148331,5.95E-06,3.41E-07,148.3307106,5.95476828,0.341256437,12.1791096,2.44023939,0.584171582,3.679702351,2.549269,1.918255028,1.596643041,1.443434314,3.8,12137.5
cbgb.us,Brickellia_eupatroides,C3,allforb,2,16,9.258333459,871,-0.247746222,-0.161896717,N,2.182,1.15750993,22.5,700,26.45751311,0.47378,0.01902,0.00109,3194.078947,0.000148331,5.95E-06,3.41E-07,148.3307106,5.95476828,0.341256437,12.1791096,2.44023939,0.584171582,5.705106016,3.09237,2.388536375,1.758513577,1.844897608,3.8,12137.5
cbgb.us,Brickellia_eupatroides,C3,allforb,3,33,9.258333459,871,-0.247746222,-0.161896717,C,2.182,1.15750993,22.5,700,26.45751311,0.45891,0.0151,0.00351,3194.078947,0.000143675,4.73E-06,1.10E-06,143.6752214,4.727497425,1.098908342,11.98645992,2.174280898,1.048288291,5.733398731,4.677202,2.394451656,2.162683981,1.225818071,3.8,12137.5
cbgb.us,Brickellia_eupatroides,C3,allforb,3,25,9.258333459,871,-0.247746222,-0.161896717,NP,2.182,1.15750993,22.5,700,26.45751311,0.48874,0.0159,0.00335,3194.078947,0.000153014,4.98E-06,1.05E-06,153.0143769,4.977960865,1.048815654,12.36989802,2.231134435,1.024117012,5.771490638,4.450297,2.40239269,2.109572706,1.296877633,3.8,12137.5
cbgb.us,Brickellia_eupatroides,C3,allforb,3,32,9.258333459,871,-0.247746222,-0.161896717,P,2.182,1.15750993,22.5,700,26.45751311,0.45798,0.01212,0.00365,3194.078947,0.000143384,3.79E-06,1.14E-06,143.3840577,3.794521112,1.142739444,11.97430823,1.947953057,1.068989918,10.02885341,3.94393,3.166836499,1.98593303,2.542857863,3.8,12137.5
cbgb.us,Brickellia_eupatroides,C3,allforb,2,13,9.258333459,871,-0.247746222,-0.161896717,P,2.182,1.15750993,22.5,700,26.45751311,0.45798,0.01212,0.00365,3194.078947,0.000143384,3.79E-06,1.14E-06,143.3840577,3.794521112,1.142739444,11.97430823,1.947953057,1.068989918,19.71837206,10.656161,4.440537362,3.264377582,1.850419871,3.8,12137.5
konz.us,Brickellia_eupatroides,C3,allforb,2,13,12.07500006,889,0.33637692,-0.021214053,P,2.207,1.165335921,27,150,12.24744871,0.46012,0.01245,0.00185,3616.071429,0.000127243,3.44E-06,5.12E-07,127.2430617,3.442962963,0.511604938,11.28020664,1.855522288,0.715265642,4.531852094,3.193903,2.128814716,1.787149406,1.418907241,1.4,5062.5
konz.us,Brickellia_eupatroides,C3,allforb,1,4,12.07500006,889,0.33637692,-0.021214053,C,2.207,1.165335921,27,150,12.24744871,0.47342,0.01395,0.00146,3616.071429,0.000130921,3.86E-06,4.04E-07,130.9210864,3.857777778,0.403753086,11.44207527,1.964122648,0.63541568,7.028476571,2.341385,2.651127415,1.530158489,3.001845733,1.4,5062.5
konz.us,Brickellia_eupatroides,C3,allforb,2,14,12.07500006,889,0.33637692,-0.021214053,N,2.207,1.165335921,27,150,12.24744871,0.47944,0.03333,0.00095,3616.071429,0.000132586,9.22E-06,2.63E-07,132.5858765,9.217185185,0.262716049,11.51459407,3.03598175,0.512558338,7.09148831,2.059554,2.66298485,1.43511463,3.443215526,1.4,5062.5
konz.us,Brickellia_eupatroides,C3,allforb,1,7,12.07500006,889,0.33637692,-0.021214053,P,2.207,1.165335921,27,150,12.24744871,0.46012,0.01245,0.00185,3616.071429,0.000127243,3.44E-06,5.12E-07,127.2430617,3.442962963,0.511604938,11.28020664,1.855522288,0.715265642,10.85436291,7.391615,3.294596016,2.718752471,1.468469734,1.4,5062.5
konz.us,Brickellia_eupatroides,C3,allforb,2,18,12.07500006,889,0.33637692,-0.021214053,C,2.207,1.165335921,27,150,12.24744871,0.47342,0.01395,0.00146,3616.071429,0.000130921,3.86E-06,4.04E-07,130.9210864,3.857777778,0.403753086,11.44207527,1.964122648,0.63541568,13.55227207,7.689184,3.68134107,2.772937792,1.76251109,1.4,5062.5
konz.us,Brickellia_eupatroides,C3,allforb,1,1,12.07500006,889,0.33637692,-0.021214053,NP,2.207,1.165335921,27,150,12.24744871,0.47558,0.03073,0.00192,3616.071429,0.000131518,8.50E-06,5.31E-07,131.5184198,8.49817284,0.530962963,11.46814805,2.915162575,0.728672054,14.92504866,8.355529,3.863295052,2.890593192,1.786248203,1.4,5062.5
konz.us,Brickellia_eupatroides,C3,allforb,2,19,12.07500006,889,0.33637692,-0.021214053,NP,2.207,1.165335921,27,150,12.24744871,0.47558,0.03073,0.00192,3616.071429,0.000131518,8.50E-06,5.31E-07,131.5184198,8.49817284,0.530962963,11.46814805,2.915162575,0.728672054,19.19508095,6.361924,4.381219117,2.522285472,3.017181744,1.4,5062.5
konz.us,Brickellia_eupatroides,C3,allforb,3,25,12.07500006,889,0.33637692,-0.021214053,N,2.207,1.165335921,27,150,12.24744871,0.47944,0.03333,0.00095,3616.071429,0.000132586,9.22E-06,2.63E-07,132.5858765,9.217185185,0.262716049,11.51459407,3.03598175,0.512558338,22.15523067,8.426744,4.706934318,2.902885461,2.629156726,1.4,5062.5
churn.us,Centaurea_stoebe,C3,allforb,3,17,4.825000058,810,-1.167135345,-0.638654636,N,3.196,1.434131691,,,,0.48818,0.03169,0.0018,4666.666667,0.00010461,6.79E-06,3.86E-07,104.61,6.790714286,0.385714286,10.22790301,2.605899899,0.621059003,17.81173983,18.881976,4.220395696,4.345339572,0.943319694,1.5,7000
churn.us,Centaurea_stoebe,C3,allforb,2,14,4.825000058,810,-1.167135345,-0.638654636,C,3.196,1.434131691,,,,0.4304,0.01762,0.00188,4666.666667,9.22E-05,3.78E-06,4.03E-07,92.22857143,3.775714286,0.402857143,9.603570764,1.94311973,0.634710283,19.16234106,8.281873,4.377481132,2.877824352,2.313769006,1.5,7000
kbs.us,Centaurea_stoebe,C3,allforb,3,2,8.795833436,903,-0.34365994,0.088205798,P,3.172540752,1.428525143,,,,0.44557,0.02288,,3836.538462,0.000116139,5.96E-06,,116.1385464,5.963709273,,10.77675955,2.442070694,,11.05918588,2.965065,3.325535428,1.72193641,3.729829154,2.6,9975
kbs.us,Centaurea_stoebe,C3,allforb,2,6,8.795833436,903,-0.34365994,0.088205798,P,3.172540752,1.428525143,,,,0.44557,0.02288,,3836.538462,0.000116139,5.96E-06,,116.1385464,5.963709273,,10.77675955,2.442070694,,11.81730862,7.972211,3.437631251,2.823510404,1.482312576,2.6,9975
cbgb.us,Chamaecrista_fasciculata,C3,allforb,1,1,9.258333459,871,-0.247746222,-0.161896717,C,1.457,0.898941094,12.9375,1300,36.05551275,0.50161,0.02524,,3972.222222,0.000126279,6.35E-06,,126.2794406,6.354125874,,11.23741254,2.520739152,,9.336798056,3.606327,3.055617459,1.899033175,2.58900484,1.8,7150
cbgb.us,Chamaecrista_fasciculata,C3,allforb,3,33,9.258333459,871,-0.247746222,-0.161896717,C,1.457,0.898941094,12.9375,1300,36.05551275,0.50161,0.02524,,3972.222222,0.000126279,6.35E-06,,126.2794406,6.354125874,,11.23741254,2.520739152,,10.59983366,25.736825,3.255738574,5.073147445,0.411854751,1.8,7150
cbgb.us,Chamaecrista_fasciculata,C3,allforb,3,32,9.258333459,871,-0.247746222,-0.161896717,P,1.457,0.898941094,12.9375,1300,36.05551275,0.50323,0.03007,,3972.222222,0.000126687,7.57E-06,,126.6872727,7.57006993,,11.25554409,2.751376007,,84.77206173,21.304753,9.20717447,4.615707205,3.979021101,1.8,7150
cbgb.us,Chenopodium_album,C3,allforb,1,11,9.258333459,871,-0.247746222,-0.161896717,N,1.98,1.091923301,15.3125,1900,43.58898944,0.38227,0.03506,,6227.272727,6.14E-05,5.63E-06,,61.38642336,5.630072993,,7.834948842,2.372777485,,7.794624975,1.775833,2.791885559,1.332603842,4.389278144,1.1,6850
cbgb.us,Chenopodium_album,C3,allforb,1,3,9.258333459,871,-0.247746222,-0.161896717,NP,1.98,1.091923301,15.3125,1900,43.58898944,0.39068,0.03218,,6227.272727,6.27E-05,5.17E-06,,62.73693431,5.167591241,,7.920665017,2.273233653,,21.40902893,3.522052,4.626989186,1.876713084,6.078566963,1.1,6850
cbgb.us,Chenopodium_album,C3,allforb,2,21,9.258333459,871,-0.247746222,-0.161896717,NP,1.98,1.091923301,15.3125,1900,43.58898944,0.39068,0.03218,,6227.272727,6.27E-05,5.17E-06,,62.73693431,5.167591241,,7.920665017,2.273233653,,37.05367838,7.00037,6.087173267,2.645821234,5.293102847,1.1,6850
churn.us,Chrysanthemum_leucanthymum,C3,allforb,3,24,4.825000058,810,-1.167135345,-0.638654636,NP,10.784,2.466742679,38.75,475,21.79449472,0.43924,0.01941,0.0025,2035.714286,0.000215767,9.53E-06,1.23E-06,215.7670175,9.534736842,1.228070175,14.68901009,3.08783692,1.108183277,1.03939385,1.7659,1.01950667,1.328871702,0.588591568,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,1,2,4.825000058,810,-1.167135345,-0.638654636,N,10.784,2.466742679,38.75,475,21.79449472,0.47129,0.02757,,2035.714286,0.000231511,1.35E-05,,231.5108772,13.54315789,,15.2154815,3.680102973,,13.11349994,3.507602,3.62125668,1.872859311,3.738594042,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,3,17,4.825000058,810,-1.167135345,-0.638654636,N,10.784,2.466742679,38.75,475,21.79449472,0.47129,0.02757,,2035.714286,0.000231511,1.35E-05,,231.5108772,13.54315789,,15.2154815,3.680102973,,15.11033484,5.990372,3.887201415,2.447523646,2.52243681,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,3,20,4.825000058,810,-1.167135345,-0.638654636,P,10.784,2.466742679,38.75,475,21.79449472,0.41707,0.01785,0.00214,2035.714286,0.000204876,8.77E-06,1.05E-06,204.8764912,8.768421053,1.05122807,14.3135073,2.961151981,1.025294138,16.01141261,5.163383,4.001426322,2.272307858,3.100953892,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,1,5,4.825000058,810,-1.167135345,-0.638654636,P,10.784,2.466742679,38.75,475,21.79449472,0.41707,0.01785,0.00214,2035.714286,0.000204876,8.77E-06,1.05E-06,204.8764912,8.768421053,1.05122807,14.3135073,2.961151981,1.025294138,18.71772194,6.197382,4.326398264,2.489454157,3.02026274,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,1,8,4.825000058,810,-1.167135345,-0.638654636,C,10.784,2.466742679,38.75,475,21.79449472,0.46598,0.0182,,2035.714286,0.000228902,8.94E-06,,228.9024561,8.940350877,,15.12952267,2.990041952,,22.29959456,13.244276,4.722244653,3.639268608,1.683715634,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,3,23,4.825000058,810,-1.167135345,-0.638654636,C,10.784,2.466742679,38.75,475,21.79449472,0.46598,0.0182,,2035.714286,0.000228902,8.94E-06,,228.9024561,8.940350877,,15.12952267,2.990041952,,32.69629862,12.616406,5.718067735,3.551958052,2.591569946,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,2,14,4.825000058,810,-1.167135345,-0.638654636,C,10.784,2.466742679,38.75,475,21.79449472,0.46598,0.0182,,2035.714286,0.000228902,8.94E-06,,228.9024561,8.940350877,,15.12952267,2.990041952,,41.0219977,9.259446,6.404841739,3.042933782,4.430286402,2.1,4275
churn.us,Chrysanthemum_leucanthymum,C3,allforb,2,11,4.825000058,810,-1.167135345,-0.638654636,P,10.784,2.466742679,38.75,475,21.79449472,0.41707,0.01785,0.00214,2035.714286,0.000204876,8.77E-06,1.05E-06,204.8764912,8.768421053,1.05122807,14.3135073,2.961151981,1.025294138,52.36415616,20.167623,7.236308186,4.490837672,2.5964466,2.1,4275
churn.us,Clinopodium_vulgare,C3,allforb,3,17,4.825000058,810,-1.167135345,-0.638654636,N,0.957,0.671412688,24.75,150,12.24744871,0.467,0.02146,,5625,8.30E-05,3.82E-06,,83.02222222,3.815111111,,9.1116531,1.953230942,,0.278317995,2.062225,0.527558523,1.436044916,0.134960053,1.1,6187.5
churn.us,Clinopodium_vulgare,C3,allforb,2,14,4.825000058,810,-1.167135345,-0.638654636,C,0.957,0.671412688,24.75,150,12.24744871,0.47093,0.01431,0.00112,5625,8.37E-05,0.000002544,1.99E-07,83.72088889,2.544,0.199111111,9.149911961,1.594992163,0.446218681,1.050284716,0.95919,1.024833994,0.979382458,1.09497046,1.1,6187.5
churn.us,Clinopodium_vulgare,C3,allforb,1,2,4.825000058,810,-1.167135345,-0.638654636,N,0.957,0.671412688,24.75,150,12.24744871,0.467,0.02146,,5625,8.30E-05,3.82E-06,,83.02222222,3.815111111,,9.1116531,1.953230942,,2.779521955,0.824701,1.667189838,0.908130497,3.370339014,1.1,6187.5
churn.us,Clinopodium_vulgare,C3,allforb,2,11,4.825000058,810,-1.167135345,-0.638654636,P,0.957,0.671412688,24.75,150,12.24744871,0.47863,0.00883,0.00219,5625,8.51E-05,1.57E-06,3.89E-07,85.08977778,1.569777778,0.389333333,9.224412056,1.252907729,0.623965811,3.715224136,3.156425,1.92749167,1.776633052,1.177035455,1.1,6187.5
churn.us,Clinopodium_vulgare,C3,allforb,1,4,4.825000058,810,-1.167135345,-0.638654636,NP,0.957,0.671412688,24.75,150,12.24744871,0.45763,0.01706,,5625,8.14E-05,3.03E-06,,81.35644444,3.032888889,,9.019780732,1.741519133,,4.139957455,1.47522,2.03468854,1.214586349,2.806332245,1.1,6187.5
churn.us,Clinopodium_vulgare,C3,allforb,2,10,4.825000058,810,-1.167135345,-0.638654636,NP,0.957,0.671412688,24.75,150,12.24744871,0.45763,0.01706,,5625,8.14E-05,3.03E-06,,81.35644444,3.032888889,,9.019780732,1.741519133,,5.680437546,1.412354,2.383366851,1.188425008,4.021964427,1.1,6187.5
churn.us,Clinopodium_vulgare,C3,allforb,1,8,4.825000058,810,-1.167135345,-0.638654636,C,0.957,0.671412688,24.75,150,12.24744871,0.47093,0.01431,0.00112,5625,8.37E-05,0.000002544,1.99E-07,83.72088889,2.544,0.199111111,9.149911961,1.594992163,0.446218681,8.28945854,9.584721,2.87914198,3.095920057,0.864861746,1.1,6187.5
churn.us,Clinopodium_vulgare,C3,allforb,1,5,4.825000058,810,-1.167135345,-0.638654636,P,0.957,0.671412688,24.75,150,12.24744871,0.47863,0.00883,0.00219,5625,8.51E-05,1.57E-06,3.89E-07,85.08977778,1.569777778,0.389333333,9.224412056,1.252907729,0.623965811,17.51483517,10.247713,4.185072899,3.201204929,1.709145755,1.1,6187.5
konz.us,Dalea_candida,C3,allforb,1,4,12.07500006,889,0.33637692,-0.021214053,C,1.779,1.022091151,21.375,700,26.45751311,,,,,,,,,,,,,,10.54602345,6.925313,3.247464157,2.631598944,1.522822644,,
konz.us,Dalea_candida,C3,allforb,2,13,12.07500006,889,0.33637692,-0.021214053,P,1.779,1.022091151,21.375,700,26.45751311,,,,,,,,,,,,,,89.56436363,49.53599,9.463845076,7.038180873,1.808066491,,
churn.us,Daucus_carota,C3,allforb,1,5,4.825000058,810,-1.167135345,-0.638654636,P,1.106,0.744790414,,,,,,,,,,,,,,,,,19.12225795,6.584989,4.372900405,2.566123341,2.903916461,,
kbs.us,Daucus_carota,C3,allforb,3,5,8.795833436,903,-0.34365994,0.088205798,NP,1.06,0.722705983,,,,0.438,0.0241,,5467.105263,8.01E-05,4.41E-06,,80.11552347,4.408182912,,8.950727538,2.099567315,,4.052400162,1.055244,2.013057416,1.0272507,3.840249423,1.9,10387.5
kbs.us,Daucus_carota,C3,allforb,1,6,8.795833436,903,-0.34365994,0.088205798,NP,1.06,0.722705983,,,,0.438,0.0241,,5467.105263,8.01E-05,4.41E-06,,80.11552347,4.408182912,,8.950727538,2.099567315,,4.682964368,1.958478,2.164015797,1.399456323,2.391124316,1.9,10387.5
kbs.us,Daucus_carota,C3,allforb,2,6,8.795833436,903,-0.34365994,0.088205798,P,1.06,0.722705983,,,,0.43012,0.02389,,5467.105263,7.87E-05,4.37E-06,,78.67417569,4.36977136,,8.86984643,2.090399809,,5.923277036,4.91807,2.433778346,2.217672203,1.204390551,1.9,10387.5
kbs.us,Daucus_carota,C3,allforb,1,3,8.795833436,903,-0.34365994,0.088205798,C,1.06,0.722705983,,,,0.42601,0.02355,,5467.105263,7.79E-05,4.31E-06,,77.92240674,4.307581227,,8.82736692,2.075471327,,7.716915305,6.914401,2.777933639,2.629524862,1.116064183,1.9,10387.5
kbs.us,Daucus_carota,C3,allforb,3,8,8.795833436,903,-0.34365994,0.088205798,C,1.06,0.722705983,,,,0.42601,0.02355,,5467.105263,7.79E-05,4.31E-06,,77.92240674,4.307581227,,8.82736692,2.075471327,,11.87642888,5.145159,3.446219505,2.268294293,2.308272471,1.9,10387.5
konz.us,Echinaceae_angustifolia,C3,allforb,1,4,12.07500006,889,0.33637692,-0.021214053,C,28.065,3.369534701,,,,0.32776,0.00911,,1964.285714,0.00016686,4.64E-06,,166.8596364,4.637818182,,12.91741601,2.153559421,,10.36403775,4.415268,3.219322561,2.101253911,2.347317932,2.1,4125
cbgb.us,Echinaceae_pallida,C3,allforb,1,9,9.258333459,871,-0.247746222,-0.161896717,P,28.065,3.369534701,27.5,600,24.49489743,0.36299,0.01402,,1012.931034,0.000358356,1.38E-05,,358.3560851,13.84102128,,18.93029543,3.720352305,,1.726522896,3.702594,1.313972182,1.924212566,0.466300895,2.9,2937.5
cbgb.us,Echinaceae_pallida,C3,allforb,1,1,9.258333459,871,-0.247746222,-0.161896717,C,28.065,3.369534701,27.5,600,24.49489743,0.35155,0.01103,,1012.931034,0.000347062,1.09E-05,,347.0621277,10.88919149,,18.62960353,3.299877496,,7.073864177,3.618024,2.659673697,1.902110407,1.95517337,2.9,2937.5
spin.us,Erigeron_annuus,C3,allforb,3,8,12.48333327,1152,0.42105747,2.034315992,N,2.912375617,1.364144764,8.25,600,24.49489743,0.44513,0.0294,0.00594,4986.111111,8.93E-05,5.90E-06,1.19E-06,89.27398329,5.89637883,1.191309192,9.448491059,2.42824604,1.091471114,7.608086059,13.466529,2.758275921,3.669676961,0.564962661,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,2,2,12.48333327,1152,0.42105747,2.034315992,NP,2.912375617,1.364144764,8.25,600,24.49489743,0.3885,0.02478,0.0072,4986.111111,7.79E-05,4.97E-06,1.44E-06,77.91643454,4.969805014,1.444011142,8.827028636,2.229305949,1.201670147,8.629462712,14.104467,2.937594715,3.755591431,0.611824801,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,3,5,12.48333327,1152,0.42105747,2.034315992,P,2.912375617,1.364144764,8.25,600,24.49489743,0.43874,0.02281,0.0077,4986.111111,8.80E-05,4.57E-06,1.54E-06,87.9924234,4.574707521,1.544289694,9.380427677,2.138856592,1.242694529,9.03607542,6.302248,3.006006557,2.510427852,1.433786074,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,3,6,12.48333327,1152,0.42105747,2.034315992,NP,2.912375617,1.364144764,8.25,600,24.49489743,0.3885,0.02478,0.0072,4986.111111,7.79E-05,4.97E-06,1.44E-06,77.91643454,4.969805014,1.444011142,8.827028636,2.229305949,1.201670147,15.22719957,10.361856,3.90220445,3.218983691,1.469543639,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,2,1,12.48333327,1152,0.42105747,2.034315992,C,2.912375617,1.364144764,8.25,600,24.49489743,0.44999,0.01591,0.00605,4986.111111,9.02E-05,3.19E-06,1.21E-06,90.24869081,3.19086351,1.213370474,9.499931095,1.78629883,1.101530968,15.65332309,13.065119,3.956428072,3.614570376,1.198100307,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,3,9,12.48333327,1152,0.42105747,2.034315992,C,2.912375617,1.364144764,8.25,600,24.49489743,0.44999,0.01591,0.00605,4986.111111,9.02E-05,3.19E-06,1.21E-06,90.24869081,3.19086351,1.213370474,9.499931095,1.78629883,1.101530968,15.76497819,15.534393,3.970513593,3.941369432,1.014843528,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,2,9,12.48333327,1152,0.42105747,2.034315992,P,2.912375617,1.364144764,8.25,600,24.49489743,0.43874,0.02281,0.0077,4986.111111,8.80E-05,4.57E-06,1.54E-06,87.9924234,4.574707521,1.544289694,9.380427677,2.138856592,1.242694529,16.10955927,13.025919,4.013671545,3.609143804,1.23673111,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,2,3,12.48333327,1152,0.42105747,2.034315992,N,2.912375617,1.364144764,8.25,600,24.49489743,0.44513,0.0294,0.00594,4986.111111,8.93E-05,5.90E-06,1.19E-06,89.27398329,5.89637883,1.191309192,9.448491059,2.42824604,1.091471114,29.67753985,7.424288,5.447709597,2.724754668,3.99735838,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,1,6,12.48333327,1152,0.42105747,2.034315992,C,2.912375617,1.364144764,8.25,600,24.49489743,0.44999,0.01591,0.00605,4986.111111,9.02E-05,3.19E-06,1.21E-06,90.24869081,3.19086351,1.213370474,9.499931095,1.78629883,1.101530968,32.75123516,13.998965,5.722869487,3.741519077,2.339546899,0.9,4487.5
spin.us,Erigeron_annuus,C3,allforb,1,5,12.48333327,1152,0.42105747,2.034315992,NP,2.912375617,1.364144764,8.25,600,24.49489743,0.3885,0.02478,0.0072,4986.111111,7.79E-05,4.97E-06,1.44E-06,77.91643454,4.969805014,1.444011142,8.827028636,2.229305949,1.201670147,46.52625408,8.125483,6.821015619,2.850523285,5.725967808,0.9,4487.5
kbs.us,Erigeron_sp.,C3,allforb,2,9,8.795833436,903,-0.34365994,0.088205798,N,4.633,1.72864216,18.875,700,26.45751311,0.46646,0.02699,0.00224,,,,,,,,,,,0.207401832,3.62227,0.455413913,1.903226208,0.057257419,,
