Site,Taxa,Photosynthesis-Pathway,Lifeform,Block,Plot,MAT_v2,MAP_v2,Stand_MAT,Stand_MAP,Treatment,GS-pg,Log_GS+1,Avg_StomataSize-um2,Stomata_Density,SQRT_StomataDensity,Cmg/mgleaftissue,Nmg/mgleaftissue,Pmg/mgleaftissue,CellDensity2_mgDRY,C_PerCell_mg,N_PerCell_mg,P_PerCell_mg,C_PerCell_ng,N_PerCell_ng,P_PerCell_ng,SQRT_C_PerCell_ng,SQRT_N_PerCell_ng,SQRT_ P_PerCell_ng,Amax_(µmolCO2m⁻²s⁻¹),E_(mmolH2Om⁻²s⁻¹),SQRT_Amax,SQRT_E,Instant_WUE(µmolCO2mmolH2O⁻¹),DryMass2_mg,NumCellsIn500ulSoln
kbs.us,Erigeron_sp.,C3,allforb,3,1,8.795833436,903,-0.34365994,0.088205798,N,4.633,1.72864216,18.875,700,26.45751311,0.46646,0.02699,0.00224,,,,,,,,,,,16.92740598,4.386804,4.114292889,2.094469861,3.858710346,,
cbgb.us,Eryngium_yuccifolium,C3,allforb,1,9,9.258333459,871,-0.247746222,-0.161896717,P,9.979,2.395984357,25.9375,475,21.79449472,0.4553,0.0132,,920.9183673,0.000494398,1.43E-05,,494.3977839,14.33351801,,22.23505754,3.785963286,,7.132149977,4.337305,2.670608541,2.082619744,1.644373632,4.9,4512.5
cbgb.us,Eryngium_yuccifolium,C3,allforb,3,25,9.258333459,871,-0.247746222,-0.161896717,NP,9.979,2.395984357,25.9375,475,21.79449472,0.45625,0.01126,,920.9183673,0.000495429,1.22E-05,,495.4293629,12.22692521,,22.25824258,3.496702047,,9.129253051,3.089361,3.021465381,1.757657817,2.955061921,4.9,4512.5
cbgb.us,Eryngium_yuccifolium,C3,allforb,3,33,9.258333459,871,-0.247746222,-0.161896717,C,9.979,2.395984357,25.9375,475,21.79449472,0.45139,0.01278,,920.9183673,0.000490152,1.39E-05,,490.1520222,13.87745152,,22.13937719,3.725245163,,14.3490654,9.707094,3.788016024,3.115620965,1.478204023,4.9,4512.5
cbgb.us,Eryngium_yuccifolium,C3,allforb,3,32,9.258333459,871,-0.247746222,-0.161896717,P,9.979,2.395984357,25.9375,475,21.79449472,0.4553,0.0132,,920.9183673,0.000494398,1.43E-05,,494.3977839,14.33351801,,22.23505754,3.785963286,,25.32730894,11.388308,5.032624458,3.374656723,2.223974706,4.9,4512.5
kbs.us,Euthamia_graminifolia,C3,allforb,1,1,8.795833436,903,-0.34365994,0.088205798,P,1.954,1.083160184,17.875,400,20,0.48247,0.01834,0.00275,5556.818182,8.68E-05,3.30E-06,4.95E-07,86.82486708,3.300449898,0.494887526,9.317986214,1.816714039,0.703482427,2.042391804,1.010132,1.429122739,1.005053232,2.021905854,2.2,12225
churn.us,Fragaria_vesca,C3,allforb,1,2,4.825000058,810,-1.167135345,-0.638654636,N,1.872,1.055008651,,,,0.46187,0.01222,0.00208,3838.235294,0.000120334,3.18E-06,5.42E-07,120.3339464,3.183754789,0.541915709,10.96968306,1.78430793,0.736149244,3.403126384,0.583237,1.844756457,0.763699548,5.834894535,1.7,6525
churn.us,Fragaria_vesca,C3,allforb,1,4,4.825000058,810,-1.167135345,-0.638654636,NP,1.872,1.055008651,,,,0.44702,0.01345,0.00202,3838.235294,0.000116465,3.50E-06,5.26E-07,116.4649808,3.504214559,0.526283525,10.79189422,1.871954743,0.725454013,7.803121218,1.703094,2.793406741,1.305026437,4.581732551,1.7,6525
churn.us,Fragaria_vesca,C3,allforb,1,8,4.825000058,810,-1.167135345,-0.638654636,C,1.872,1.055008651,,,,0.4735,0.01185,0.00145,3838.235294,0.000123364,3.09E-06,3.78E-07,123.3639847,3.087356322,0.377777778,11.10693408,1.757087454,0.614636297,17.41410222,8.895212,4.173020755,2.982484199,1.957693894,1.7,6525
churn.us,Fragaria_vesca,C3,allforb,2,11,4.825000058,810,-1.167135345,-0.638654636,P,1.872,1.055008651,,,,0.45563,0.01115,0.00309,3838.235294,0.000118708,2.90E-06,8.05E-07,118.7081992,2.904980843,0.805057471,10.89532924,1.704400435,0.897249949,18.34575823,5.714794,4.283194862,2.390563532,3.210222141,1.7,6525
churn.us,Fragaria_vesca,C3,allforb,3,23,4.825000058,810,-1.167135345,-0.638654636,C,1.872,1.055008651,,,,0.4735,0.01185,0.00145,3838.235294,0.000123364,3.09E-06,3.78E-07,123.3639847,3.087356322,0.377777778,11.10693408,1.757087454,0.614636297,18.58729608,9.736147,4.311298654,3.120279955,1.909101833,1.7,6525
churn.us,Fragaria_vesca,C3,allforb,1,5,4.825000058,810,-1.167135345,-0.638654636,P,1.872,1.055008651,,,,0.45563,0.01115,0.00309,3838.235294,0.000118708,2.90E-06,8.05E-07,118.7081992,2.904980843,0.805057471,10.89532924,1.704400435,0.897249949,19.82609393,9.203907,4.452650214,3.033794159,2.154095422,1.7,6525
churn.us,Fragaria_vesca,C3,allforb,3,24,4.825000058,810,-1.167135345,-0.638654636,NP,1.872,1.055008651,,,,0.44702,0.01345,0.00202,3838.235294,0.000116465,3.50E-06,5.26E-07,116.4649808,3.504214559,0.526283525,10.79189422,1.871954743,0.725454013,27.91514197,10.844366,5.283478208,3.293078499,2.57416081,1.7,6525
spin.us,Galium_aparine,C3,allforb,3,9,12.48333327,1152,0.42105747,2.034315992,C,1.131593231,0.756869696,23.875,250,15.8113883,0.40004,0.00927,,1490.384615,0.000268414,6.22E-06,,268.4139355,6.219870968,,16.38334323,2.493966914,,0.602872389,7.342662,0.776448575,2.709734673,0.082105426,1.3,1937.5
spin.us,Galium_aparine,C3,allforb,2,9,12.48333327,1152,0.42105747,2.034315992,P,1.131593231,0.756869696,23.875,250,15.8113883,0.40491,0.03609,,1490.384615,0.000271682,2.42E-05,,271.6815484,24.21522581,,16.48276519,4.92089685,,1.117231698,9.245848,1.056991815,3.040698604,0.120836044,1.3,1937.5
spin.us,Galium_aparine,C3,allforb,2,2,12.48333327,1152,0.42105747,2.034315992,NP,1.131593231,0.756869696,23.875,250,15.8113883,0.47497,0.03032,0.00336,1490.384615,0.00031869,2.03E-05,2.25E-06,318.6895484,20.34374194,2.254451613,17.85187801,4.510403744,1.501483138,7.213738584,6.70546,2.685840387,2.589490297,1.075800703,1.3,1937.5
spin.us,Galium_aparine,C3,allforb,3,6,12.48333327,1152,0.42105747,2.034315992,NP,1.131593231,0.756869696,23.875,250,15.8113883,0.47497,0.03032,0.00336,1490.384615,0.00031869,2.03E-05,2.25E-06,318.6895484,20.34374194,2.254451613,17.85187801,4.510403744,1.501483138,10.25635089,14.268298,3.202553808,3.777340069,0.718820906,1.3,1937.5
spin.us,Galium_aparine,C3,allforb,2,3,12.48333327,1152,0.42105747,2.034315992,N,1.131593231,0.756869696,23.875,250,15.8113883,0.44571,0.0156,,1490.384615,0.000299057,1.05E-05,,299.0570323,10.46709677,,17.29326552,3.235289288,,27.43923966,20.407782,5.238247766,4.517497316,1.344547862,1.3,1937.5
spin.us,Geranium_carolinianum,C3,allforb,3,8,12.48333327,1152,0.42105747,2.034315992,N,2.234541926,1.173887319,18,250,15.8113883,0.44172,0.02677,,2716.666667,0.000162596,9.85E-06,,162.596319,9.85398773,,12.75132617,3.139106199,,4.276144096,18.13674,2.067883966,4.258725161,0.235772476,1.5,4075
spin.us,Geranium_carolinianum,C3,allforb,1,10,12.48333327,1152,0.42105747,2.034315992,P,2.234541926,1.173887319,18,250,15.8113883,0.44503,0.02761,,2716.666667,0.000163815,1.02E-05,,163.8147239,10.16319018,,12.79901262,3.187975876,,14.98533106,8.542786,3.871089131,2.922804475,1.754150351,1.5,4075
spin.us,Geranium_carolinianum,C3,allforb,2,3,12.48333327,1152,0.42105747,2.034315992,N,2.234541926,1.173887319,18,250,15.8113883,0.44172,0.02677,,2716.666667,0.000162596,9.85E-06,,162.596319,9.85398773,,12.75132617,3.139106199,,18.09205515,21.181395,4.253475655,4.602324956,0.854148424,1.5,4075
spin.us,Geranium_carolinianum,C3,allforb,2,2,12.48333327,1152,0.42105747,2.034315992,NP,2.234541926,1.173887319,18,250,15.8113883,0.43412,0.02342,,2716.666667,0.000159799,8.62E-06,,159.798773,8.620858896,,12.64115394,2.936129918,,26.83774896,26.489744,5.180516283,5.146818823,1.013137347,1.5,4075
spin.us,Geranium_carolinianum,C3,allforb,1,5,12.48333327,1152,0.42105747,2.034315992,NP,2.234541926,1.173887319,18,250,15.8113883,0.43412,0.02342,,2716.666667,0.000159799,8.62E-06,,159.798773,8.620858896,,12.64115394,2.936129918,,29.98213332,8.900456,5.475594335,2.983363203,3.368606431,1.5,4075
temple.us,Helianthus_annuus,C3,allforb,2,4,19.39583355,877,1.854578704,-0.115002496,N,6.909613312,2.068078895,36.5,175,13.22875656,0.44305,0.02444,,3906.25,0.000113421,6.26E-06,,113.4208,6.25664,,10.64992019,2.501327647,,53.23352148,17.469822,7.296130583,4.179691615,3.047170228,1.2,4687.5
cbgb.us,Lespedeza_capitata,C3,allforb,1,9,9.258333459,871,-0.247746222,-0.161896717,P,2.074,1.122979645,,,,0.4913,0.02253,,5881.578947,8.35E-05,3.83E-06,,83.53199105,3.830604027,,9.139583746,1.957192895,,10.52351447,3.18312,3.243996682,1.78413004,3.30603762,1.9,11175
cbgb.us,Lespedeza_capitata,C3,allforb,1,1,9.258333459,871,-0.247746222,-0.161896717,C,2.074,1.122979645,,,,0.48523,0.02041,,5881.578947,8.25E-05,3.47E-06,,82.49995526,3.4701566,,9.082948599,1.862835634,,20.86270543,8.657284,4.567571065,2.942326291,2.409844176,1.9,11175
cdcr.us,Lespedeza_capitata,C3,allforb,3,31,6.337500023,740,-0.853471586,-1.185753888,P,2.117,1.136871001,15.125,1050,32.40370349,0.47806,0.02435,0.00164,2309.782609,0.000206972,1.05E-05,7.10E-07,206.9718588,10.54211765,0.710023529,14.38651656,3.246862739,0.842628939,8.893593974,1.622062,2.982212932,1.273601979,5.482893979,2.3,5312.5
cdcr.us,Lespedeza_capitata,C3,allforb,1,7,6.337500023,740,-0.853471586,-1.185753888,N,2.117,1.136871001,15.125,1050,32.40370349,0.48806,0.01804,0.00142,2309.782609,0.000211301,7.81E-06,6.15E-07,211.3012706,7.810258824,0.614776471,14.53620551,2.794684029,0.784076827,11.48554574,7.728285,3.389033157,2.779979316,1.486170055,2.3,5312.5
cdcr.us,Lespedeza_capitata,C3,allforb,2,13,6.337500023,740,-0.853471586,-1.185753888,C,2.117,1.136871001,15.125,1050,32.40370349,0.48187,0.01907,0.00148,2309.782609,0.000208621,8.26E-06,6.41E-07,208.6213647,8.256188235,0.640752941,14.44373098,2.873358355,0.80047045,20.1027598,10.946516,4.48361013,3.308551949,1.836452786,2.3,5312.5
cdcr.us,Lespedeza_capitata,C3,allforb,1,8,6.337500023,740,-0.853471586,-1.185753888,P,2.117,1.136871001,15.125,1050,32.40370349,0.47806,0.02435,0.00164,2309.782609,0.000206972,1.05E-05,7.10E-07,206.9718588,10.54211765,0.710023529,14.38651656,3.246862739,0.842628939,21.19572493,6.305258,4.603881507,2.51102728,3.361595185,2.3,5312.5
cdcr.us,Lespedeza_capitata,C3,allforb,1,11,6.337500023,740,-0.853471586,-1.185753888,C,2.117,1.136871001,15.125,1050,32.40370349,0.48187,0.01907,0.00148,2309.782609,0.000208621,8.26E-06,6.41E-07,208.6213647,8.256188235,0.640752941,14.44373098,2.873358355,0.80047045,26.5730433,9.798321,5.154904781,3.130226989,2.711999668,2.3,5312.5
cdcr.us,Lespedeza_capitata,C3,allforb,1,2,6.337500023,740,-0.853471586,-1.185753888,NP,2.117,1.136871001,15.125,1050,32.40370349,0.50333,0.01864,0.00132,2309.782609,0.000217912,8.07E-06,5.71E-07,217.9122824,8.070023529,0.571482353,14.76185227,2.840778684,0.755964518,26.8886839,11.852989,5.185429963,3.442817015,2.268515047,2.3,5312.5
cdcr.us,Liatris_aspera,C3,allforb,3,31,6.337500023,740,-0.853471586,-1.185753888,P,3.446,1.492004816,31.25,350,18.70828693,0.44278,0.01219,,4043.75,0.000109497,3.01E-06,,109.4973725,3.014528594,,10.46409922,1.736239786,,1.196615486,0.607264,1.093899212,0.779271455,1.970502921,2,8087.5
cdcr.us,Liatris_aspera,C3,allforb,1,8,6.337500023,740,-0.853471586,-1.185753888,P,3.446,1.492004816,31.25,350,18.70828693,0.44278,0.01219,,4043.75,0.000109497,3.01E-06,,109.4973725,3.014528594,,10.46409922,1.736239786,,7.033815041,1.980801,2.652134054,1.407409322,3.5509953,2,8087.5
cdcr.us,Liatris_aspera,C3,allforb,2,13,6.337500023,740,-0.853471586,-1.185753888,C,3.446,1.492004816,31.25,350,18.70828693,0.44327,0.00918,,4043.75,0.000109619,2.27E-06,,109.6185471,2.270170015,,10.46988764,1.506708338,,11.02554548,4.998138,3.320473683,2.235651583,2.205930585,2,8087.5
cdcr.us,Liatris_aspera,C3,allforb,1,11,6.337500023,740,-0.853471586,-1.185753888,C,3.446,1.492004816,31.25,350,18.70828693,0.44327,0.00918,,4043.75,0.000109619,2.27E-06,,109.6185471,2.270170015,,10.46988764,1.506708338,,23.13321001,6.648617,4.809699576,2.578491226,3.479401808,2,8087.5
cdcr.us,Liatris_aspera,C3,allforb,1,7,6.337500023,740,-0.853471586,-1.185753888,N,3.446,1.492004816,31.25,350,18.70828693,0.46057,0.01631,,4043.75,0.000113897,4.03E-06,,113.8967543,4.033384853,,10.67224223,2.008328871,,38.0263418,14.481245,6.166550235,3.805423104,2.6259028,2,8087.5
cbgb.us,Monarda_fistulosa,C3,allforb,1,1,9.258333459,871,-0.247746222,-0.161896717,C,1.896,1.063330475,18.03125,1075,32.78719262,0.47842,0.01193,0.00135,3383.333333,0.000141405,3.53E-06,3.99E-07,141.4049261,3.526108374,0.399014778,11.89138033,1.877793486,0.631676166,0.365235309,0.612666,0.60434701,0.782729838,0.596140979,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,3,29,9.258333459,871,-0.247746222,-0.161896717,N,1.896,1.063330475,18.03125,1075,32.78719262,0.45867,0.02133,0.00177,3383.333333,0.000135567,6.30E-06,5.23E-07,135.5674877,6.304433498,0.523152709,11.64334521,2.510863098,0.723292962,0.450109848,0.527567,0.670902264,0.726338076,0.853180445,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,1,11,9.258333459,871,-0.247746222,-0.161896717,N,1.896,1.063330475,18.03125,1075,32.78719262,0.45867,0.02133,0.00177,3383.333333,0.000135567,6.30E-06,5.23E-07,135.5674877,6.304433498,0.523152709,11.64334521,2.510863098,0.723292962,1.47727647,1.616566,1.215432627,1.271442488,0.913836163,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,2,13,9.258333459,871,-0.247746222,-0.161896717,P,1.896,1.063330475,18.03125,1075,32.78719262,0.45911,0.00991,0.00239,3383.333333,0.000135698,2.93E-06,7.06E-07,135.6975369,2.929064039,0.706403941,11.64892858,1.711450858,0.8404784,2.401998644,0.586609,1.549838264,0.765904041,4.094718363,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,2,16,9.258333459,871,-0.247746222,-0.161896717,N,1.896,1.063330475,18.03125,1075,32.78719262,0.45867,0.02133,0.00177,3383.333333,0.000135567,6.30E-06,5.23E-07,135.5674877,6.304433498,0.523152709,11.64334521,2.510863098,0.723292962,3.114837304,0.537431,1.764890168,0.733096856,5.795790165,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,1,9,9.258333459,871,-0.247746222,-0.161896717,P,1.896,1.063330475,18.03125,1075,32.78719262,0.45911,0.00991,0.00239,3383.333333,0.000135698,2.93E-06,7.06E-07,135.6975369,2.929064039,0.706403941,11.64892858,1.711450858,0.8404784,3.117668383,1.034824,1.765692041,1.017262995,3.012752297,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,2,24,9.258333459,871,-0.247746222,-0.161896717,C,1.896,1.063330475,18.03125,1075,32.78719262,0.47842,0.01193,0.00135,3383.333333,0.000141405,3.53E-06,3.99E-07,141.4049261,3.526108374,0.399014778,11.89138033,1.877793486,0.631676166,3.289466057,1.054191,1.813688523,1.026738039,3.120370082,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,3,32,9.258333459,871,-0.247746222,-0.161896717,P,1.896,1.063330475,18.03125,1075,32.78719262,0.45911,0.00991,0.00239,3383.333333,0.000135698,2.93E-06,7.06E-07,135.6975369,2.929064039,0.706403941,11.64892858,1.711450858,0.8404784,4.218215178,1.915517,2.053829394,1.384022037,2.202128813,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,3,25,9.258333459,871,-0.247746222,-0.161896717,NP,1.896,1.063330475,18.03125,1075,32.78719262,0.491,0.01429,0.00169,3383.333333,0.000145123,4.22E-06,5.00E-07,145.1231527,4.22364532,0.499507389,12.04670713,2.055150924,0.706758367,4.281735755,0.994043,2.069235548,0.997017051,4.307394906,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,3,33,9.258333459,871,-0.247746222,-0.161896717,C,1.896,1.063330475,18.03125,1075,32.78719262,0.47842,0.01193,0.00135,3383.333333,0.000141405,3.53E-06,3.99E-07,141.4049261,3.526108374,0.399014778,11.89138033,1.877793486,0.631676166,6.58275737,2.018018,2.565688479,1.420569604,3.261991404,1.5,5075
cbgb.us,Monarda_fistulosa,C3,allforb,2,21,9.258333459,871,-0.247746222,-0.161896717,NP,1.896,1.063330475,18.03125,1075,32.78719262,0.491,0.01429,0.00169,3383.333333,0.000145123,4.22E-06,5.00E-07,145.1231527,4.22364532,0.499507389,12.04670713,2.055150924,0.706758367,12.73797652,1.806217,3.569030193,1.343955728,7.052295776,1.5,5075
cdcr.us,Monarda_sp.,C3,allforb,3,31,6.337500023,740,-0.853471586,-1.185753888,P,1.881,1.058137456,,,,0.43918,0.0103,,2106.25,0.000208513,4.89E-06,,208.5127596,4.890207715,,14.4399709,2.211381404,,2.067645751,3.482725,1.437931066,1.866206044,0.593686194,2,4212.5
cdcr.us,Monarda_sp.,C3,allforb,3,35,6.337500023,740,-0.853471586,-1.185753888,NP,1.881,1.058137456,,,,0.45868,0.0157,,2106.25,0.000217771,7.45E-06,,217.7709199,7.454005935,,14.75706339,2.730202545,,2.422386547,1.345515,1.556401795,1.159963361,1.80034154,2,4212.5
churn.us,Oenothera_biennis,C3,allforb,3,23,4.825000058,810,-1.167135345,-0.638654636,C,2.348,1.208363153,27.5,300,17.32050808,0.43323,0.01546,,,,,,,,,,,,21.89835201,9.595332,4.679567502,3.09763329,2.282188048,,
spin.us,Oxalis_stricta,C3,allforb,2,1,12.48333327,1152,0.42105747,2.034315992,C,2.224685601,1.170835457,13.375,625,25,,,,,,,,,,,,,,12.82228729,15.924654,3.580822153,3.990570636,0.805184671,,
konz.us,Physalis_pumila,C3,allforb,2,19,12.07500006,889,0.33637692,-0.021214053,NP,7.474,2.137002652,10.375,150,12.24744871,0.41079,0.02469,,2160.714286,0.000190118,1.14E-05,,190.117686,11.42677686,,13.78831701,3.380351588,,8.589035391,2.238835,2.930705613,1.496273705,3.836386063,1.4,3025
kbs.us,Plantago_lanceolata,C3,allforb,2,3,8.795833436,903,-0.34365994,0.088205798,C,2.874,1.354287565,22,800,28.28427125,0.44429,0.02246,,1187.5,0.000374139,1.89E-05,,374.1389474,18.91368421,,19.34267167,4.348986573,,0.698962968,2.40244,0.836040052,1.549980645,0.290938782,1.6,1900
kbs.us,Plantago_lanceolata,C3,allforb,2,6,8.795833436,903,-0.34365994,0.088205798,P,2.874,1.354287565,22,800,28.28427125,0.45211,0.02304,,1187.5,0.000380724,1.94E-05,,380.7242105,19.40210526,,19.51215546,4.40478209,,8.64007529,6.851236,2.939400498,2.617486581,1.26109731,1.6,1900
kbs.us,Plantago_lanceolata,C3,allforb,3,2,8.795833436,903,-0.34365994,0.088205798,P,2.874,1.354287565,22,800,28.28427125,0.45211,0.02304,,1187.5,0.000380724,1.94E-05,,380.7242105,19.40210526,,19.51215546,4.40478209,,11.56472951,3.331191,3.400695445,1.825155062,3.471650083,1.6,1900
spin.us,Plantago_lanceolata,C3,allforb,3,9,12.48333327,1152,0.42105747,2.034315992,C,2.774,1.328135447,10.125,825,28.72281323,0.42714,0.02027,0.00391,1433.333333,0.000298005,1.41E-05,2.73E-06,298.0046512,14.14186047,2.727906977,17.26281122,3.760566509,1.651637665,3.688901497,5.821525,1.920651321,2.412783662,0.633665834,1.5,2150
spin.us,Plantago_lanceolata,C3,allforb,1,6,12.48333327,1152,0.42105747,2.034315992,C,2.774,1.328135447,10.125,825,28.72281323,0.42714,0.02027,0.00391,1433.333333,0.000298005,1.41E-05,2.73E-06,298.0046512,14.14186047,2.727906977,17.26281122,3.760566509,1.651637665,6.765371476,9.746303,2.601032771,3.121906949,0.69414746,1.5,2150
spin.us,Plantago_lanceolata,C3,allforb,3,6,12.48333327,1152,0.42105747,2.034315992,NP,2.774,1.328135447,10.125,825,28.72281323,0.45697,0.03238,0.0051,1433.333333,0.000318816,2.26E-05,3.56E-06,318.8162791,22.59069767,3.558139535,17.85542716,4.752967249,1.88630314,7.059045223,14.374247,2.656886378,3.791338418,0.49108974,1.5,2150
spin.us,Plantago_lanceolata,C3,allforb,3,8,12.48333327,1152,0.42105747,2.034315992,N,2.774,1.328135447,10.125,825,28.72281323,0.44391,0.02718,0.00465,1433.333333,0.000309705,1.90E-05,3.24E-06,309.7046512,18.9627907,3.244186047,17.59842752,4.354628652,1.801162415,8.601813924,33.15728,2.932884915,5.758235841,0.259424595,1.5,2150
spin.us,Plantago_lanceolata,C3,allforb,3,5,12.48333327,1152,0.42105747,2.034315992,P,2.774,1.328135447,10.125,825,28.72281323,0.42641,0.03474,0.00701,1433.333333,0.000297495,2.42E-05,4.89E-06,297.4953488,24.2372093,4.890697674,17.24805348,4.923130031,2.211492183,13.23286177,28.58022,3.637700066,5.346047138,0.463007694,1.5,2150
spin.us,Plantago_lanceolata,C3,allforb,2,1,12.48333327,1152,0.42105747,2.034315992,C,2.774,1.328135447,10.125,825,28.72281323,0.42714,0.02027,0.00391,1433.333333,0.000298005,1.41E-05,2.73E-06,298.0046512,14.14186047,2.727906977,17.26281122,3.760566509,1.651637665,22.27049768,21.279162,4.719162816,4.612934207,1.046587158,1.5,2150
churn.us,Potentilla_recta,C3,allforb,2,14,4.825000058,810,-1.167135345,-0.638654636,C,1.134,0.757998153,28.375,200,14.14213562,0.43864,0.01204,0.00122,10726.5625,4.09E-05,1.12E-06,1.14E-07,40.89287691,1.122447196,0.113736344,6.394753859,1.059456085,0.337248193,3.379649922,1.546558,1.83838242,1.243606851,2.185272018,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,2,11,4.825000058,810,-1.167135345,-0.638654636,P,1.134,0.757998153,28.375,200,14.14213562,0.46174,0.01379,0.00346,10726.5625,4.30E-05,1.29E-06,3.23E-07,43.04640932,1.285593591,0.322563729,6.560976248,1.133840196,0.567946942,5.534007397,3.030204,2.352447108,1.740748115,1.826282124,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,3,20,4.825000058,810,-1.167135345,-0.638654636,P,1.134,0.757998153,28.375,200,14.14213562,0.46174,0.01379,0.00346,10726.5625,4.30E-05,1.29E-06,3.23E-07,43.04640932,1.285593591,0.322563729,6.560976248,1.133840196,0.567946942,5.75955872,7.80237,2.399908065,2.793272275,0.738180671,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,1,4,4.825000058,810,-1.167135345,-0.638654636,NP,1.134,0.757998153,28.375,200,14.14213562,0.41483,0.0135,0.00123,10726.5625,3.87E-05,1.26E-06,1.15E-07,38.67315368,1.258557902,0.114668609,6.218774291,1.121854671,0.338627537,8.336297269,2.170866,2.887264669,1.473385896,3.840079152,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,3,23,4.825000058,810,-1.167135345,-0.638654636,C,1.134,0.757998153,28.375,200,14.14213562,0.43864,0.01204,0.00122,10726.5625,4.09E-05,1.12E-06,1.14E-07,40.89287691,1.122447196,0.113736344,6.394753859,1.059456085,0.337248193,9.022283121,4.85478,3.003711558,2.20335653,1.858432951,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,3,24,4.825000058,810,-1.167135345,-0.638654636,NP,1.134,0.757998153,28.375,200,14.14213562,0.41483,0.0135,0.00123,10726.5625,3.87E-05,1.26E-06,1.15E-07,38.67315368,1.258557902,0.114668609,6.218774291,1.121854671,0.338627537,11.85612,7.199594,3.4432717,2.683205918,1.646776193,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,2,12,4.825000058,810,-1.167135345,-0.638654636,N,1.134,0.757998153,28.375,200,14.14213562,0.44098,0.01842,0.00093,10726.5625,4.11E-05,1.72E-06,8.67E-08,41.11102695,1.717232338,0.086700655,6.411788124,1.310432119,0.29444975,12.19733104,6.174989,3.492467758,2.484952515,1.9752798,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,1,2,4.825000058,810,-1.167135345,-0.638654636,N,1.134,0.757998153,28.375,200,14.14213562,0.44098,0.01842,0.00093,10726.5625,4.11E-05,1.72E-06,8.67E-08,41.11102695,1.717232338,0.086700655,6.411788124,1.310432119,0.29444975,12.75115741,2.981125,3.57087628,1.726593467,4.277297131,1.6,17162.5
churn.us,Potentilla_recta,C3,allforb,1,8,4.825000058,810,-1.167135345,-0.638654636,C,1.134,0.757998153,28.375,200,14.14213562,0.43864,0.01204,0.00122,10726.5625,4.09E-05,1.12E-06,1.14E-07,40.89287691,1.122447196,0.113736344,6.394753859,1.059456085,0.337248193,26.17927639,22.289581,5.11656881,4.721184279,1.174507336,1.6,17162.5
cbgb.us,Ratibida_pinnata,C3,allforb,2,13,9.258333459,871,-0.247746222,-0.161896717,P,14.854,2.763421834,25.625,675,25.98076211,0.42408,0.00898,0.00147,2330.357143,0.000181981,3.85E-06,6.31E-07,181.9806897,3.85348659,0.630804598,13.49002186,1.963029951,0.794232081,1.343568219,1.5187,1.159123901,1.232355468,0.884683097,1.4,3262.5
cbgb.us,Ratibida_pinnata,C3,allforb,3,32,9.258333459,871,-0.247746222,-0.161896717,P,14.854,2.763421834,25.625,675,25.98076211,0.42408,0.00898,0.00147,2330.357143,0.000181981,3.85E-06,6.31E-07,181.9806897,3.85348659,0.630804598,13.49002186,1.963029951,0.794232081,2.860191741,1.229732,1.691210141,1.10893282,2.325865913,1.4,3262.5
cbgb.us,Ratibida_pinnata,C3,allforb,3,25,9.258333459,871,-0.247746222,-0.161896717,NP,14.854,2.763421834,25.625,675,25.98076211,0.40821,0.01489,0.00185,2330.357143,0.000175171,6.39E-06,7.94E-07,175.1705747,6.389578544,0.793869732,13.2352021,2.527761568,0.890993677,3.121573141,1.454705,1.766797425,1.206111521,2.145846162,1.4,3262.5
cbgb.us,Ratibida_pinnata,C3,allforb,3,29,9.258333459,871,-0.247746222,-0.161896717,N,14.854,2.763421834,25.625,675,25.98076211,0.42225,0.01284,0.00177,2330.357143,0.000181195,5.51E-06,7.60E-07,181.1954023,5.509885057,0.75954023,13.46088416,2.347314435,0.871516053,4.785675503,1.28098,2.187618683,1.13180387,3.735948651,1.4,3262.5
cbgb.us,Ratibida_pinnata,C3,allforb,2,16,9.258333459,871,-0.247746222,-0.161896717,N,14.854,2.763421834,25.625,675,25.98076211,0.42225,0.01284,0.00177,2330.357143,0.000181195,5.51E-06,7.60E-07,181.1954023,5.509885057,0.75954023,13.46088416,2.347314435,0.871516053,5.187167022,0.969111,2.277535295,0.984434355,5.352500407,1.4,3262.5
