"source","citation","response","site","exp","latitude","longitude","elevation","gs_mat","gs_map","gs_par","gs_ai","ecosystem_type","experiment_type","species","family","growth_form","growth_duration","photo_path","n_fixer","myc_assoc","myc_nas","treatment","npk","fert","n_c","n_t","n_units","p_c","p_t","p_units","duration","aggregation","x_c","x_t","sd_c","sd_t","rep_c","rep_t","background_n_mgkg","myvar","logr","logr_var","logr_se","manip_type"
"mesi","eller2017","rmf","flottbek","flottbek_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","ulmus_laevis","ulmaceae","tree","perennial","c3","no","AM","scavenging","fnp","_100","n",0,1.3,"g_pot",0,0,"g_pot",0.5,"species",0.61,0.55,0.02,0.02,5,5,NA,"rmf",-0.10354067894084,0.00047945877874294,0.00979243359684343,"n"
"mesi","eller2017","gsw","flottbek","flottbek_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","ulmus_laevis","ulmaceae","tree","perennial","c3","no","AM","scavenging","fnp","_100","n",0,1.3,"g_pot",0,0,"g_pot",0.5,"species",251.5,359.4,57,81.4,5,5,NA,"gsw",0.356992984809665,0.0205325688085559,0.0640820861217171,"n"
"mesi","falk2010","agb","luneberg","luneberg_fnp",53.25,9.97,118,8.508333256,65.75,468.78125,1.759541667,"grassland","field","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,5,"g_m2",0,0,"g_m2",1,"species",26.68,31.09,10.02,13.06,10,10,76.2,"agb",0.152972003023239,0.0317506425599813,0.0563477085248205,"n"
"mesi","falk2010","agb_n_mass","luneberg","luneberg_fnp",53.25,9.97,118,8.508333256,65.75,468.78125,1.759541667,"grassland","field","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,5,"g_m2",0,0,"g_m2",1,"species",14.12,15.33,1.36,1.58,10,10,76.2,"agb_n_mass",0.0822194608186267,0.00198995949354853,0.0141065924076246,"n"
"mesi","falk2010","agb_p_mass","luneberg","luneberg_fnp",53.25,9.97,118,8.508333256,65.75,468.78125,1.759541667,"grassland","field","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,5,"g_m2",0,0,"g_m2",1,"species",0.96,0.96,0.25,0.19,10,10,76.2,"agb_p_mass",0,0.0106987847222222,0.0327089968085575,"n"
"mesi","falk2010","agb","luneberggh","luneberggh_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0.4,"g_m2",1,"species",0.43,2.86,0.35,0.38,10,10,NA,"agb",1.89479169512629,0.0680173956229431,0.0824726594835786,"n"
"mesi","falk2010","agb_n_mass","luneberggh","luneberggh_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0.4,"g_m2",1,"species",11.71,14.02,0.79,1.64,10,10,NA,"agb_n_mass",0.180041703996818,0.00182346774965836,0.0135035837823089,"n"
"mesi","falk2010","agb_p_mass","luneberggh","luneberggh_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0.4,"g_m2",1,"species",1.29,0.88,0.19,0.13,10,10,NA,"agb_p_mass",-0.382475589883466,0.00435167549555241,0.0208606699210558,"n"
"mesi","fisher2013","leaf_n_mass","tambopata","tambopata_fnp",-12.8387,-69.2967,198,25.29166667,208.0833333,709.4346065,1.8315,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",2.41,2.64,0.55,0.57,4,5,51.6,"leaf_n_mass",0.0911521696556611,0.0223439562567295,0.0668490183274661,"n"
"mesi","fisher2013","leaf_p_mass","tambopata","tambopata_fnp",-12.8387,-69.2967,198,25.29166667,208.0833333,709.4346065,1.8315,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",0.1,0.11,0.03,0.02,4,5,51.6,"leaf_p_mass",0.0953101798043247,0.0291115702479339,0.0763040893372483,"n"
"mesi","fisher2013","leaf_np","tambopata","tambopata_fnp",-12.8387,-69.2967,198,25.29166667,208.0833333,709.4346065,1.8315,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",25.14,23.09,2.33,1.11,4,5,51.6,"leaf_np",-0.0850605797956973,0.00260963934068119,0.0228457407001007,"n"
"mesi","fisher2013","leaf_n_mass","tono","tono_fnp",-12.9475,-71.5327,805,23.10000022,237.9166667,725.7193287,2.037075,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",2.47,2.45,0.56,0.56,5,5,57.2,"leaf_n_mass",-0.00813012608325018,0.0207294300171838,0.0643885549103003,"n"
"mesi","fisher2013","leaf_p_mass","tono","tono_fnp",-12.9475,-71.5327,805,23.10000022,237.9166667,725.7193287,2.037075,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",0.12,0.15,0.03,0.06,5,5,57.2,"leaf_p_mass",0.22314355131421,0.0445,0.094339811320566,"n"
"mesi","fisher2013","leaf_np","tono","tono_fnp",-12.9475,-71.5327,805,23.10000022,237.9166667,725.7193287,2.037075,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",21.18,17.24,3.41,2.66,5,5,57.2,"leaf_np",-0.205825074937713,0.00994548625786466,0.0445992965367497,"n"
"mesi","fisher2013","leaf_n_mass","sanpedro","sanpedro_fnp",-13.0492,-71.537,1511,20.2166667,177.4166667,673.8634259,1.676125,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",2.11,2.18,0.35,0.18,5,5,83.7,"leaf_n_mass",0.0326369293130227,0.00686654263533966,0.0370581776004694,"n"
"mesi","fisher2013","leaf_p_mass","sanpedro","sanpedro_fnp",-13.0492,-71.537,1511,20.2166667,177.4166667,673.8634259,1.676125,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",0.19,0.25,0.09,0.06,5,5,83.7,"leaf_p_mass",0.27443684570176,0.0563953462603878,0.106202962539082,"n"
"mesi","fisher2013","leaf_np","sanpedro","sanpedro_fnp",-13.0492,-71.537,1511,20.2166667,177.4166667,673.8634259,1.676125,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",12.57,8.91,4.63,1.88,5,5,83.7,"leaf_np",-0.344138781119438,0.0360385802187224,0.0848982687912097,"n"
"mesi","fisher2013","leaf_n_mass","wayqecha","wayqecha_fnp",-13.1903,-71.587,2989,12.87500008,28.75,683.4398148,0.294541667,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",1.82,1.55,0.56,0.27,5,5,92.5,"leaf_n_mass",-0.160581570157549,0.0250035897025411,0.0707157545424513,"n"
"mesi","fisher2013","leaf_p_mass","wayqecha","wayqecha_fnp",-13.1903,-71.587,2989,12.87500008,28.75,683.4398148,0.294541667,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",0.16,0.12,0.07,0.04,5,5,92.5,"leaf_p_mass",-0.287682072451781,0.0605034722222222,0.110003156520367,"n"
"mesi","fisher2013","leaf_np","wayqecha","wayqecha_fnp",-13.1903,-71.587,2989,12.87500008,28.75,683.4398148,0.294541667,"forest","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,2.5,"g_m2",0,0,"g_m2",1,"community",12.31,12.95,2.14,2.25,5,5,92.5,"leaf_np",0.0506838479491845,0.012081713403834,0.0491563086568428,"n"
"mesi","fornara2013","agb","nash","nash_fnp",51.41,-0.64,61,10.19999993,55.66666667,477.7743056,1.245091667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,10,"g_m2",0,0,"g_m2",19,"community",3.28,4.52,0.46,0.44,4,4,0,"agb",0.320668571448087,0.00728610676003738,0.0426793473475093,"n"
"mesi","fornara2013","bgb","nash","nash_fnp",51.41,-0.64,61,10.19999993,55.66666667,477.7743056,1.245091667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,10,"g_m2",0,0,"g_m2",19,"community",3.08,3.97,0.8,1.36,4,4,0,"bgb",0.253836497713616,0.0462046767375926,0.107476365701479,"n"
"mesi","friedrich2012","agb","luneberggh2","luneberggh2_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0,"g_m2",2,"species",25.5,123.2,2.5,14.2,10,10,NA,"agb",1.57513059893504,0.00228964955371226,0.0151315879989916,"n"
"mesi","friedrich2012","bgb","luneberggh2","luneberggh2_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0,"g_m2",2,"species",107.2,596.5,28.1,118.6,10,10,NA,"bgb",1.71638299290127,0.0108242465975922,0.0329002227919389,"n"
"mesi","friedrich2012","rootshoot","luneberggh2","luneberggh2_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0,"g_m2",2,"species",0.4,0.4,0.3,0.3,10,10,NA,"rootshoot",0,0.1125,0.106066017177982,"n"
"mesi","friedrich2012","agb_n_mass","luneberggh2","luneberggh2_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0,"g_m2",2,"species",10.9,12.7,0.6,1.6,10,10,NA,"agb_n_mass",0.152839204229447,0.00189020797198231,0.0137484834508476,"n"
"mesi","friedrich2012","agb_p_mass","luneberggh2","luneberggh2_fnp",NA,NA,NA,NA,NA,NA,NA,NA,"greenhouse","molinia_caerulea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,4.8,"g_m2",0,0,"g_m2",2,"species",1.2,0.5,0.3,0.3,10,10,NA,"agb_p_mass",-0.8754687373539,0.04225,0.065,"n"
"mesi","frost2009","agb","hammersmith","hammersmith_fnp",31.3047,-81.299166,2,19.66666667,108.6666667,800.5196759,0.855325,"wetland","field","zizaniopsis_miliacea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,50,"g_m2",0,0,"g_m2",2,"species",887,2128.9,429.4,327.6,4,4,228.6,"agb",0.875515711072113,0.0645090425620799,0.126993151943402,"n"
"mesi","frost2009","leaf_n_mass","hammersmith","hammersmith_fnp",31.3047,-81.299166,2,19.66666667,108.6666667,800.5196759,0.855325,"wetland","field","zizaniopsis_miliacea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,50,"g_m2",0,0,"g_m2",2,"species",0.94,0.73,0.09,0.13,20,20,228.6,"leaf_n_mass",-0.252835341121613,0.00204401554703668,0.0101094400117827,"n"
"mesi","frost2009","leaf_p_mass","hammersmith","hammersmith_fnp",31.3047,-81.299166,2,19.66666667,108.6666667,800.5196759,0.855325,"wetland","field","zizaniopsis_miliacea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,50,"g_m2",0,0,"g_m2",2,"species",926,700.4,733.9,746.8,20,20,228.6,"leaf_p_mass",-0.279222634234483,0.0882508886335529,0.0664269857187397,"n"
"mesi","frost2009","leaf_np","hammersmith","hammersmith_fnp",31.3047,-81.299166,2,19.66666667,108.6666667,800.5196759,0.855325,"wetland","field","zizaniopsis_miliacea","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,50,"g_m2",0,0,"g_m2",2,"species",25.3,26.7,11.2,10.7,20,20,228.6,"leaf_np",0.0538591696727292,0.0178286126704072,0.0298568356247001,"n"
"mesi","gough2003","agb","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"community",190.3,204.8,50.9,73.4,12,12,239.7,"agb",0.0734321188632489,0.0166659109311183,0.0372669546773884,"n"
"mesi","gough2003","anpp","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"community",129.2,148.7,46.8,52,12,12,239.7,"agb",0.140569262117608,0.0211248481771775,0.0419571688125497,"n"
"mesi","gough2003","bgb","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"community",233,188.9,147.6,74.8,12,12,239.7,"bgb",-0.209820679058237,0.0465074912932021,0.0622545120809207,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"community",423.3,393.7,187.8,128.5,12,12,239.7,"total_biomass",-0.0724919495771863,0.0252801979077442,0.0458986182687309,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field","eriophorum_vaginatum","cyperaceae","graminoid","perennial","c3","no","NM-AM","scavenging","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",111,75.4,63.7,108.4,12,12,239.7,"total_biomass",-0.386722926298424,0.19968451043894,0.128997580868447,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field","carex_bigelowii","cyperaceae","graminoid","perennial","c3","no","NM-AM","scavenging","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",24.8,99.3,27.4,150.7,12,12,239.7,"total_biomass",1.38730191788019,0.293654103998228,0.156432654305889,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field","salix_reticulata","salicaceae","shrub","perennial","c3","no","EcM-AM","mining","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",14.9,21.5,24.2,38.5,12,12,239.7,"total_biomass",0.366691722182204,0.487041446241518,0.201461627082661,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field","vaccinium_uliginosum","ericaceae","shrub","perennial","c3","no","ErM","mining","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",1.2,17.2,2.8,57.2,12,12,239.7,"total_biomass",2.66258782702545,1.3753280051279,0.33854197242586,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field","dryas_intergrifolia","rocaseae","shrub","perennial","c3","no","EcM","mining","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",77.5,40.6,63.4,25.6,12,12,239.7,"total_biomass",-0.646509869751614,0.088901050399608,0.0860721840470776,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field","arctostaphylous_alpina","ericaceae","shrub","perennial","c3","no","EcM","mining","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",12.9,9.7,25.3,19.7,12,12,239.7,"total_biomass",-0.285101425858289,0.664260952088344,0.235276601770544,"n"
"mesi","gough2003","total_biomass","toolik_nonacidic","toolik_nonacidic_fnp",68.63,-149.72,726,6.799999811,36,591.5243056,0.517725,"tundra","field","cassiope_tetragona","ericaceae","shrub","perennial","c3","no","ErM","mining","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",109.9,64.7,164.2,45.7,12,12,239.7,"total_biomass",-0.529809659902721,0.227600287520831,0.137719608722709,"n"
"mesi","gusewell2002","agb","vechtplassen","vechtplassen_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",2,"community",205.5,288.7,60,72,6,6,83.9,"agb",0.3399420527326,0.0245740390682299,0.0639974466524901,"n"
"mesi","gusewell2002","agb_n_mass","vechtplassen","vechtplassen_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",2,"community",10.8,12.73,1.67,1.67,6,6,83.9,"agb_n_mass",0.164415278439141,0.00685335578513254,0.0337968336414635,"n"
"mesi","gusewell2002","agb_n","vechtplassen","vechtplassen_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",2,"community",2.17,2.2,0.91,0.91,6,6,83.9,"agb_n",0.013730192811902,0.0578255870119223,0.0981712678705963,"n"
"mesi","gusewell2002","agb_p_mass","vechtplassen","vechtplassen_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",2,"community",0.74,0.67,0.2,0.1,6,6,83.9,"agb_p_mass",-0.0993724738132036,0.0158871158853097,0.0514572895472703,"n"
"mesi","gusewell2002","agb_p","vechtplassen","vechtplassen_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",2,"community",0.14,0.13,0.05,0,6,6,83.9,"agb_p",-0.074107972153722,0.0212585034013605,0.0595238095238095,"n"
"mesi","gusewell2003","agb","gusewellS1","gusewellS1_fnp",51.7,3.9,-2,10.17500003,61.41666667,493.0787037,1.416966667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",111.3,145.4,31,68,4,4,93.5,"agb",0.26725930681792,0.074074318348006,0.136082987867703,"n"
"mesi","gusewell2003","agb","gusewellS2","gusewellS2_fnp",51.7,3.9,-2,10.17500003,61.41666667,493.0787037,1.416966667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",52.6,123.7,18.6,24.8,4,4,93.5,"agb",0.855143159654778,0.0413089544789916,0.101623022095133,"n"
"mesi","gusewell2003","agb","gusewellV1","gusewellV1_fnp",51.7,3.9,-2,10.17500003,61.41666667,493.0787037,1.416966667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",315.5,606.2,111.4,340.2,4,4,93.5,"agb",0.653051282642435,0.109904814995093,0.165759475592719,"n"
"mesi","gusewell2003","agb","gusewellV2","gusewellV2_fnp",51.7,3.9,-2,10.17500003,61.41666667,493.0787037,1.416966667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",182.5,429.9,18.6,31,4,4,93.5,"agb",0.85680245047969,0.00389676546877861,0.0312120388182934,"n"
"mesi","gusewell2003","agb","gusewellV3","gusewellV3_fnp",51.7,3.9,-2,10.17500003,61.41666667,493.0787037,1.416966667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",389.7,556.7,105.2,142.2,4,4,93.5,"agb",0.356649282844799,0.0345300259658794,0.0929112829072436,"n"
"mesi","gusewell2003","agb","gusewellT1","gusewellT1_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",292.8,356.7,141.4,134.6,4,4,83.9,"agb",0.197405310277689,0.0939016376147313,0.153216870493046,"n"
"mesi","gusewell2003","agb","gusewellT2","gusewellT2_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",272.6,457.7,53.8,87.6,4,4,83.9,"agb",0.518208428397164,0.0188953204307819,0.0687301251831791,"n"
"mesi","gusewell2003","agb","gusewellW1","gusewellW1_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",168.3,201.9,53.8,40.4,4,4,83.9,"agb",0.182024424122032,0.0355566977610089,0.0942824185108349,"n"
"mesi","gusewell2003","agb","gusewellW2","gusewellW2_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",198.6,319.7,80.8,60.6,4,4,83.9,"agb",0.476090304454724,0.0503638677209929,0.112209477898474,"n"
"mesi","gusewell2003","agb","gusewellW3","gusewellW3_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",161.5,175,13.4,27,4,4,83.9,"agb",0.0802808312608029,0.00767211425551156,0.0437953029887668,"n"
"mesi","gusewell2003","agb","gusewellW4","gusewellW4_fnp",52.5,5.7,-5,9.750000179,64.91666667,471.1105324,1.584625,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,20,"g_m2",0,0,"g_m2",1,"community",124.5,185.1,27,80.8,4,4,83.9,"agb",0.396590503674689,0.059395476986814,0.121855936444243,"n"
"mesi","haag1974","agb","tuktoyaktuk","tuktoyaktuk_fnp",69.43,-133.02,1,7.499999881,20.5,712.4809028,0.35645,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"fnp","_100","n",0,10,"g_m2",0,0,"g_m2",1,"community",50.9,58.5,5.8,5.2,10,10,0,"agb",0.139163830681334,0.00208855908117014,0.014451847913572,"n"
"mesi","haag1974","agb","tuktoyaktuk","tuktoyaktuk_fnp",69.43,-133.02,1,7.499999881,20.5,712.4809028,0.35645,"tundra","field","betula_nana","betulaceae","shrub","perennial","c3","no","EcM","mining","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",1,"species",17.1,20.7,4.2,4.4,10,10,0,"agb",0.191055236762709,0.0105508172129805,0.0324820215087986,"n"
"mesi","haag1974","agb","tuktoyaktuk","tuktoyaktuk_fnp",69.43,-133.02,1,7.499999881,20.5,712.4809028,0.35645,"tundra","field","empetrum_nigrum","ericaceae","shrub","perennial","c3","no","ErM","mining","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",1,"species",10.1,8.8,1.3,1.5,10,10,0,"agb",-0.137783702363053,0.00456217553010927,0.0213592498232248,"n"
"mesi","han2011","agb","seefsSunny","seefsSunny_fnp",38.79,110.35,1230,14.19999993,49,948.2569444,0.302275,"grassland","field","stipa_bungeana","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",1,"species",143.3,213.4,25.3,23.6,3,3,27.2,"agb",0.398228004033527,0.0144670322326822,0.0694430995676368,"n"
"mesi","han2011","agb","seefsSunny","seefsSunny_fnp",38.79,110.35,1230,14.19999993,49,948.2569444,0.302275,"grassland","field","lespedeza_davurica","fabaceae","forb","perennial","c3","yes","AM","scavenging","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",1,"species",36.2,22.8,13.6,19.6,3,3,27.2,"agb",-0.46229858287133,0.293380015694341,0.312719264780378,"n"
"mesi","han2011","agb","seefsShady","seefsShady_fnp",38.79,110.37,1214,14.26250012,49.125,948.7430556,0.3036625,"grassland","field","stipa_bungeana","poaceae","graminoid","perennial","c3","no","AM","scavenging","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",1,"species",181.2,243.2,33.3,68.2,3,3,27.5,"agb",0.294282756483133,0.0374709487751188,0.111760083475152,"n"
"mesi","han2011","agb","seefsShady","seefsShady_fnp",38.79,110.37,1214,14.26250012,49.125,948.7430556,0.3036625,"grassland","field","lespedeza_davurica","fabaceae","forb","perennial","c3","yes","AM","scavenging","fnp","_100","n",0,10,"g_m2",0,0,"g_m2",1,"species",31.6,13.2,7.8,11.4,3,3,27.5,"agb",-0.872940291000541,0.268931834844932,0.29940598682777,"n"
