"citation","exp","latitude","longitude","elevation","gs_mat","gs_map","gs_par","gs_ai","ecosystem_type","experiment_type","species","family","growth_form","growth_duration","photo_path","n_fixer","myc_assoc","pft","response","gNi","vNi","wNi","gPi","vPi","wPi","gNPi","vNPi","wNPi","dNi","dvNi","dwNi","dPi","dvPi","dwPi","dNPi","dvNPi","dwNPi","dNPi_se","myvar"
"aerts2003","bovenpolder_fnp",51.85,5.62,6,9.650000036,64.16666667,477.6527778,1.559625,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n",0.294030668079211,0.673871169480926,1.48396317469745,-0.287082800218404,0.67353471118177,1.48470447535721,1.21852369693823,0.7904,1.26518218623482,1.04080711400457,0.34461749425586,2.90176795046149,0.331165899910546,0.334475738054829,2.98975347454372,0.756950628366961,0.339301815143595,2.94722855984956,0.336304333971278,"agb_n"
"aerts2003","bethunepolder_fnp",52.07,5.58,8,9.674999813,67.33333333,473.755787,1.813916667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n",1.01192885125388,0.752,1.32978723404255,0.62549602957882,0.699270440251572,1.43006187940711,0.640954195841723,0.700901856763926,1.42673327278232,0.76641251122155,0.339451959764135,2.9459249570833,0.170313891382566,0.333635487724978,2.99728307326923,-0.596098619838982,0.337034724630978,2.96705332394134,0.335178919698608,"agb_n"
"aerts2003","bovenpolder_fnp",51.85,5.62,6,9.650000036,64.16666667,477.6527778,1.559625,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p",0.232102544477872,0.671155965929425,1.48996664078697,0.0969746442770123,0.667450340136054,1.49823880499658,1.18895082358931,0.784467005076142,1.27475087356024,0.754274430551402,0.33925968663108,2.94759454013004,0.574149193404799,0.336767159336327,2.96941068116831,0.439055265544846,0.335341349231278,2.98203607247468,0.334335833771612,"agb_p"
"aerts2003","bethunepolder_fnp",52.07,5.58,8,9.674999813,67.33333333,473.755787,1.813916667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p",1.08365673836575,0.764525993883792,1.308,4.05272185764648,2.0353795379538,0.49130885977429,3.6701590039253,1.78917225950783,0.558917675302591,-1.0529512916522,0.344882358568667,2.89953943759317,3.86082140272472,0.488603561497263,2.04664901937192,-1.55435666862943,0.358500256805342,2.78939828080229,0.345687844162592,"agb_p"
"aerts2003","bovenpolder_fnp",51.85,5.62,6,9.650000036,64.16666667,477.6527778,1.559625,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",1.18614663507736,0.783911986658779,1.27565341137624,-0.237131657424996,0.671352618579427,1.48953019966763,1.4308704326655,0.837282516256362,1.19433999944389,1.56090431011326,0.358712731930522,2.78774604575141,0.406145748352854,0.335051608009428,2.98461483572961,0.634457125055988,0.337526415036816,2.96273107955395,0.335423322105473,"agb"
"aerts2003","bethunepolder_fnp",52.07,5.58,8,9.674999813,67.33333333,473.755787,1.813916667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",2.41983080433161,1.15463176013268,0.866076990542067,2.14682073833312,1.0507366068781,0.951713296609277,0.403059514605755,0.680204747692852,1.47014557512549,0.543779968548989,0.336413506814533,2.97253225492907,0.0229517519192767,0.333338820655377,2.99995061491459,-2.15216812227668,0.381581537776499,2.62067186433355,0.35664246231415,"agb"
"augustine2003","mpalaRanch_fnp",0.28,37.88,1775,18.58333317,169.4166667,868.2025463,1.287475,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"anpp",0.11517788349463,0.500829121552894,1.99668900422434,1.14836596357375,0.582421524143416,1.71696951185094,4.81597895151401,1.94960332883912,0.512924852562415,1.3013327707239,0.263230210782499,3.79895604318106,2.81587094379815,0.31194632165724,3.205679729408,1.19468670935613,0.261150596355564,3.82920818085543,0.25551447921574,"agb"
"aydin2005","ondokuz_fnp",41.35,36.25,4,14.09999986,57.16666667,697.5127315,0.750391667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",7.40492464452293,3.92705681194144,0.254643629539351,5.8877829461799,2.66662425133293,0.37500596475118,23.5737891445457,35.2327209144687,0.0283827071553063,10.027844184848,1.03560671090304,0.965617535568118,6.3958770417096,0.569587836973968,1.75565546714036,1.07908748072531,0.259097107742641,3.8595567843748,0.254507911341986,"agb"
"bennett2001","hamersley_fnp",-22.28,117.67,606,24.5,33.91666667,1078.457755,0.130541667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",0.749970311063132,0.356768977811505,2.80293428575042,-1.19161841705677,0.392498102161203,2.54778301982538,1.18317903655381,0.39166302635585,2.55321521999229,1.58519216837593,0.179754344847294,5.56314786632572,-0.275964628502692,0.167063314980128,5.98575456328606,0.699538244344034,0.169215384142187,5.90962816453926,0.167936190333406,"agb"
"blanke2012","alpflix_fnp",46.53,9.65,2029,6.550000072,122.8333333,836.005787,1.44815,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",1.11691788394933,0.243940204781791,4.09936525590162,0.506419713334042,0.206411523151333,4.84469076499589,1.93330644443657,0.309470948166373,3.23132108498402,1.34939170152288,0.111545219911275,8.96497403291162,0.678159058581496,0.107068383544819,9.33982532370442,0.158048211424285,0.105637724098761,9.466315263145,0.108339858315683,"agb"
"blanke2012","alpflix_fnp",46.53,9.65,2029,6.550000072,122.8333333,836.005787,1.44815,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",0.734923191191292,0.225324587346658,4.43804207865481,-0.335370464527904,0.202811833711942,4.93067875625208,-0.851428089857024,0.230188210905784,4.34427113389095,0.081619855551626,0.105577469374043,9.47171783836917,-0.979438266619518,0.108711145417788,9.19868883872853,-0.601018936334706,0.106743791614216,9.3682263378287,0.108905561338568,"agb_n_mass"
"blanke2012","alpflix_fnp",46.53,9.65,2029,6.550000072,122.8333333,836.005787,1.44815,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n",1.13172302775638,0.244816295625692,4.08469541393983,-0.0218562081618189,0.20001194234588,4.99970145917938,1.3701379927843,0.260513166881401,3.83857757352914,1.33469347957016,0.111415445964789,8.97541621218327,0.069879239768071,0.105571618411314,9.47224277744738,0.0908430116984925,0.105582701781787,9.47124844434031,0.108311639767328,"agb_n"
"blanke2012","alpflix_fnp",46.53,9.65,2029,6.550000072,122.8333333,836.005787,1.44815,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",-0.0854579313445687,0.211303296848735,4.73253382655865,4.98508193853995,0.821276048348931,1.21761739187496,7.21942090776013,1.5826910648849,0.631835247059237,-0.488448088260655,0.106340363236231,9.40376701345785,5.49898009041835,0.205025233301665,4.87744841889116,-0.456935308372872,0.106242364358312,9.41244112967417,0.108649469170003,"agb_p_mass"
"blanke2012","alpflix_fnp",46.53,9.65,2029,6.550000072,122.8333333,836.005787,1.44815,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p",0.615088636386182,0.221067269811411,4.52350997437604,2.49953173010699,0.356191471745291,2.80747878409366,4.04622292848269,0.641951110768454,1.55775102375466,0.765716508576742,0.107484245593407,9.303689061398,2.96077049983007,0.134391614610371,7.44094044036306,0.306286603430697,0.105864145961612,9.44606874137177,0.108455902949648,"agb_p"
"boeye1997","buitengoor1992_fnp",51.2,5.17,36,10.2833334,67,480.7274306,1.455125,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",-0.659847341006243,0.42176992567165,2.3709608939223,1.06004842865926,0.456185133555149,2.19209247834708,2.6045795108103,0.739191721406642,1.35282900368128,0.840498247626697,0.204415233151647,4.89200332373538,2.26392269925255,0.232033412426194,4.30972414508658,1.22007810139359,0.209303691084376,4.77774660742544,0.204598969246854,"agb"
"boeye1997","buitengoor1992_fnp",51.2,5.17,36,10.2833334,67,480.7274306,1.455125,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",1.23820439097067,0.476657505690952,2.09794241790114,-0.394391744723078,0.407777242415286,2.45231929589044,-1.65741456619072,0.537351152211058,1.8609804703782,0.12156678976621,0.200092365527338,4.99769192774811,-1.76271845161005,0.219419852122791,4.55747276431662,-1.33723468742831,0.211176228807884,4.73538146620537,0.205512154778195,"agb_n_mass"
"boeye1997","buitengoor1992_fnp",51.2,5.17,36,10.2833334,67,480.7274306,1.455125,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",0.257772422638565,0.403322331093648,2.47940647691984,7.46562409623737,3.186777157316,0.313796651172883,4.99507519100979,1.64753880819208,0.606965975567731,0.0750290134089098,0.200035183455332,4.99912056832393,6.1523790995306,0.436573553652131,2.29056476654291,-0.0375145067044553,0.200008795863833,4.99978011307465,0.200004397883563,"agb_p_mass"
"boeye1997","goorken1993_fnp",51.32,5.12,27,10.09166684,65.75,479.7390046,1.50735,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",0.720893903702452,0.425984401019768,2.34750379968396,-0.216905929834077,0.402352409119859,2.48538340353793,0.632496940705209,0.420002619000072,2.38093753410578,0.957427787105784,0.205729174797014,4.86075930157531,-0.140339577914529,0.200123094982058,4.99692451833036,0.0904410613226962,0.200051122409832,4.9987222663583,0.200025559571687,"agb"
