"citation","exp","latitude","longitude","elevation","gs_mat","gs_map","gs_par","gs_ai","ecosystem_type","experiment_type","species","family","growth_form","growth_duration","photo_path","n_fixer","myc_assoc","pft","response","gNi","vNi","wNi","gPi","vPi","wPi","gNPi","vNPi","wNPi","dNi","dvNi","dwNi","dPi","dvPi","dwPi","dNPi","dvNPi","dwNPi","dNPi_se","myvar"
"boeye1997","goorken1993_fnp",51.32,5.12,27,10.09166684,65.75,479.7390046,1.50735,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",-0.0898743268576761,0.400403869731406,2.49747836021367,0.429620704397608,0.409228697482355,2.44362139349506,-0.71899461486141,0.425847662809985,2.34825757502444,-0.681301507076794,0.202901073397157,4.92851015155848,-0.0973287867252543,0.200059205579534,4.99852029854457,-0.583972720351538,0.202131400863217,4.94727684926451,0.201062876167241,"agb_n_mass"
"boeye1997","goorken1993_fnp",51.32,5.12,27,10.09166684,65.75,479.7390046,1.50735,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",-0.207822771171546,0.402159515210871,2.48657550592991,4.52175539024748,1.42231359046161,0.703079831836138,5.84552609250587,2.10850876490835,0.474268837124548,-0.189869576864023,0.200225315351366,4.99437345495073,5.20242640607425,0.369157753191367,2.7088690169853,0.0379739153728048,0.200009012614055,4.99977469480158,0.200004506256261,"agb_p_mass"
"boeye1997","zwarteBeek1992_fnp",51.08,5.3,56,10.0999999,68.83333333,483.3038194,1.552766667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",1.66933724350249,0.539334341627225,1.85413744836441,-0.420405736739034,0.408837049174155,2.44596227768493,0.475680049596834,0.411313575479222,2.43123509559561,1.05050623743269,0.206897270968031,4.83331653105524,-0.605697290051283,0.202292932544847,4.94332642974716,-0.160888342669872,0.200161781617544,4.99595872857853,0.200080874457078,"agb"
"boeye1997","zwarteBeek1992_fnp",51.08,5.3,56,10.0999999,68.83333333,483.3038194,1.552766667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",0.545171614565217,0.414860604466382,2.41044820653978,0.401158642945799,0.408046412840506,2.45070160778713,0.72200327339897,0.426064436339941,2.34706282596686,0.424516661104962,0.201126339972223,4.97199919283624,0.347331813631331,0.200753996179753,4.98122089238319,-0.115777271210444,0.200083777353306,4.99790644313062,0.200041884290918,"agb_n_mass"
"boeye1997","zwarteBeek1992_fnp",51.08,5.3,56,10.0999999,68.83333333,483.3038194,1.552766667,"wetland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",-0.417988947963854,0.408735738030996,2.44656854528381,-0.513804114887202,0.413199733423751,2.42013708894256,-0.475066542987121,0.411284411013287,2.43140749618077,-0.295539471825797,0.200545897371294,4.98638971481218,-0.34100708287592,0.200726786441072,4.98189612721953,0.204604249725552,0.200261643118786,4.99346746799059,0.200130778801656,"agb_p_mass"
"borer2013","sedgwick2013_fnp",34.7,-119.88,1122,12.75833329,49.75,883.3084491,0.490516667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",-0.259554553508107,0.672280713853899,1.48747387719547,2.21112509291423,1.07408951470958,0.931021098618942,1.43786203638516,0.838953936306473,1.19196055554914,-0.524645388485569,0.336200549829783,2.97441512367037,1.869889974346,0.369755088709997,2.70449286712674,-0.227346335010413,0.333871732875444,2.99516221809968,0.333602424489314,"agb"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","kobresia_myosuroides","cyperaceae","graminoid","perennial","c3","no","EcM","c3_no_EcM","leaf_n_mass",4.35277382645804,0.449110666404969,2.226622689692,-0.68210025606913,0.14108767932216,7.08779111545666,1.17780565148044,0.156453769210988,6.3916644836561,2.31743904315785,0.0778552577474008,12.844347689972,-0.761897767613539,0.0678760171006135,14.7327442403948,-0.38094888380677,0.0669690042751534,14.9322811474295,0.0668176644683891,"leaf_n_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","carex_scopulorum","cyperaceae","graminoid","perennial","c3","no","NM-AM","c3_no_NM-AM","leaf_n_mass",1.56846675111965,0.174334799156131,5.73608943733845,0.182343419286156,0.133887485375949,7.46895796266581,1.39023189303787,0.165545745273661,6.04062640418161,1.20532432989046,0.0696933473754706,14.3485718172286,0.0156535627258498,0.0666671771542209,14.9998851411798,-0.172189189984351,0.0667284356607239,14.9861148414213,0.0666975440131164,"leaf_n_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","bistorta_bisotortoides","polygonaceae","herb","perennial","c3","no","NM-AM","c3_no_NM-AM","leaf_n_mass",1.59891850807617,0.175942339924476,5.68368023540699,-0.576446254264373,0.138871504734257,7.20090130738908,1.04890321381339,0.151669965865801,6.59326317040784,1.45184938132836,0.0710580554709657,14.0729997939305,-0.456295519846055,0.0671004283363158,14.9030345229374,0.228147759923029,0.066775107084079,14.9756405293497,0.0667208648445542,"leaf_n_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","caltha_leptosepala","ranunculaceae","herb","perennial","c3","no","NM-AM","c3_no_NM-AM","leaf_n_mass",0.140660582572489,0.133663089991494,7.4814969492598,-0.319618400483661,0.135035932032129,7.40543635276329,0.881326526549755,0.146278940773338,6.83625404117139,0.511684006877215,0.0672121260893623,14.87826763091,0.0482720761204925,0.0666715212361104,14.9989078014075,0.395831024188033,0.066993087916062,14.9269130757629,0.0668296779961627,"leaf_n_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","kobresia_myosuroides","cyperaceae","graminoid","perennial","c3","no","EcM","c3_no_EcM","leaf_p_mass",-2.09897268958705,0.206761439193872,4.83649177476629,1.45771594412548,0.168748929562628,5.92596351628335,1.16425647343417,0.15592488559889,6.41334445210022,-1.01597290727544,0.0688170853089952,14.531275126081,1.28908390385486,0.0701286193982869,14.2595135706383,-0.775635230285552,0.0679200208551252,14.7231992483191,0.0672904256959464,"leaf_p_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","carex_scopulorum","cyperaceae","graminoid","perennial","c3","no","NM-AM","c3_no_NM-AM","leaf_p_mass",0.508546813354186,0.137643664356212,7.26513642801658,1.71296539776072,0.182237507565426,5.48734458322739,11.9650236481482,2.51936318167908,0.396925702206036,0.429164891847337,0.0670503802174882,14.9141585290993,2.73885230978937,0.0822943999475803,12.1514951276998,0.288710927242754,0.0668403208323112,14.9610293240333,0.0667534372809427,"leaf_p_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","bistorta_bisotortoides","polygonaceae","herb","perennial","c3","no","NM-AM","c3_no_NM-AM","leaf_p_mass",0.567993820266719,0.138710282997686,7.20927085136637,0.853024953348252,0.145460859517246,6.87470157483454,1.22839823424076,0.158482703698097,6.30983682550596,0.0873362041292441,0.0666825575261494,14.9964254086663,1.00218294238307,0.0687591055208408,14.5435283432665,0.0414846969613909,0.0666702520418374,14.9991933339696,0.0666684593301497,"leaf_p_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","caltha_leptosepala","ranunculaceae","herb","perennial","c3","no","NM-AM","c3_no_NM-AM","leaf_p_mass",0.154350519670904,0.133730401382045,7.47773123886148,0.666381070686176,0.140734395522814,7.10558350917059,0.967435933543599,0.148932204758523,6.71446448819709,-0.0302666742639136,0.0666685751491062,14.9995706037435,0.595244593856967,0.0674048252635749,14.8357331406123,-0.151333371319568,0.0667143787276561,14.9892724637703,0.0666905184303617,"leaf_p_mass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","carex_scopulorum","cyperaceae","graminoid","perennial","c3","no","NM-AM","c3_no_NM-AM","anet",0.250553287763321,0.134379615833483,7.44160484309726,0.116384919007461,0.133559090822873,7.48732260633765,0.553480108314784,0.138439003838336,7.22339783062702,0.321636550027909,0.0668821876464872,14.9516640407399,0.229740392877077,0.0667766263502486,14.9752998115676,0.0918961571508314,0.0666842602160398,14.9960424957892,0.0666754628610555,"asat"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","bistorta_bisotortoides","polygonaceae","herb","perennial","c3","no","NM-AM","c3_no_NM-AM","anet",-0.177184611202794,0.133856573107451,7.47068281209668,-0.118123074135196,0.133565884344052,7.4869417809124,-0.17206196929207,0.133826755354611,7.47234734452182,-0.12847348770899,0.0667010529938419,14.9922670649941,-0.0583970398677226,0.0666737712797194,14.9984016323999,0.081755855814812,0.06668059170825,14.9968675199425,0.0666736288239211,"asat"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field","caltha_leptosepala","ranunculaceae","herb","perennial","c3","no","NM-AM","c3_no_NM-AM","anet",0.458453413523609,0.136836325539524,7.30800097165104,0.708518911809213,0.141699984139855,7.05716381035738,0.669425756257733,0.140802180719021,7.10216272854155,0.281227121537683,0.0668314347789341,14.9630185751333,0.522278939998555,0.0672349485232625,14.8732173068298,-0.160701212307247,0.0667204684992438,14.9879043491928,0.0666935621576994,"asat"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"total_biomass",1.15468657501232,0.466665054325684,2.14286454648927,0.651561726233773,0.421226634154637,2.37401892215792,6.39573122717121,2.44526889651065,0.4089529791292,1.00157997115855,0.206269765241412,4.84802025556013,0.853197753209136,0.204549665038007,4.88878825499026,0.0519337762822953,0.200016856981993,4.9995786109669,0.200008428313406,"total_biomass"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"bgb",0.596436969064574,0.417786852903347,2.39356502735941,0.642990752524745,0.420671855391617,2.37714975980285,0.40408050040893,0.408164052540537,2.44999527463454,0.0811148138708831,0.200041122581433,4.99897214680405,0.293119441033419,0.200536993791948,4.98661110397153,-0.545681475131396,0.201861051701885,4.95390265516318,0.200928371168377,"bgb"
"bowman1993","niwotRidge_fnp",40.058,-105.583,3471,6.083333453,54.66666667,966.875,0.40355,"tundra","field",NA,NA,NA,NA,NA,NA,NA,NA,"rootshoot",-0.364445937215478,0.406641042057643,2.45917134910904,0.37882561871887,0.407175442469887,2.45594379153639,-1.37715254172573,0.494827456159082,2.02090645446826,-0.801904346850662,0.204019066134362,4.90150268280035,-0.0122212854736908,0.200000933498866,4.99997666263727,-0.551838044081288,0.201903282668097,4.95286647539987,0.200949387990159,"rootshoot"
"craine2008","pretoriuskop_fnp",-25.1287,31.2337,569,20.89166681,60,861.1782407,0.388591667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",0.471161658324174,0.256937290883587,3.89200024862518,-0.167052781262313,0.250872082241484,3.98609518869231,0.833537266971096,0.271712011732176,3.68036728897245,0.730874777306115,0.127086632578524,7.86864817888788,0.190662985384205,0.12514200146092,7.99092221896644,0.317771642307007,0.125394448502557,7.97483470713308,0.125197068906662,"agb_n_mass"
"craine2008","pretoriuskop_fnp",-25.1287,31.2337,569,20.89166681,60,861.1782407,0.388591667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",-0.945454545454546,0.277933884297521,3.59797799583705,3.78181818181818,0.696942148760331,1.43483932171232,1.89090909090909,0.361735537190083,2.76445053689742,-1.45945945945946,0.133320398100804,7.50072767742488,3.40540540540541,0.170299945215486,5.87199249380068,-0.486486486486487,0.125924488677867,7.9412671077676,0.125461392805649,"agb_p_mass"
"craine2008","pretoriuskop_fnp",-25.1287,31.2337,569,20.89166681,60,861.1782407,0.388591667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",0.466373927392497,0.256797020004734,3.89412618566042,-0.0491463512977005,0.250075480120184,3.99879268259091,0.656631957350964,0.263473922731705,3.7954420294501,0.602873067872608,0.126419749749868,7.91015645876998,0.0618398825622273,0.125014938168263,7.99904407146974,0.110785491739139,0.125047943067109,7.99693282010512,0.125023969235457,"agb"
"craine2008","pretoriuskop_fnp",-25.1287,31.2337,569,20.89166681,60,861.1782407,0.388591667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"bnpp",0.124105241755148,0.250481315969722,3.99231374255826,0.288257493037559,0.252596636946634,3.95888089440901,0.0856350747136296,0.250229167688163,3.99633667505223,-0.0750882838980753,0.125022024415542,7.9985906857199,0.133549876361577,0.125069670193266,7.99554359146171,-0.183429950665298,0.125131431823442,7.99159719846396,0.125065698646472,"bgb"
"craine2008","letaba_fnp",-23.7559,31.4335,270,22.69999997,39.25,870.4305556,0.241391667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",3.2861226775529,0.587456320372733,1.70225421928479,0.472727272727273,0.25698347107438,3.89130085222705,2.23459674830364,0.406044457110288,2.46278451161909,2.62346602084918,0.151885054541212,6.58392626595571,-0.214160491497892,0.125179159047338,7.98855023160712,-0.588941351619204,0.126354890295496,7.91421683530711,0.125675619301983,"agb_n_mass"
"craine2008","letaba_fnp",-23.7559,31.4335,270,22.69999997,39.25,870.4305556,0.241391667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",-0.315151515151515,0.253103764921947,3.95094873562384,0.63030303030303,0.262415059687787,3.81075690240403,0.63030303030303,0.262415059687787,3.81075690240403,-0.162162162162163,0.125102720964207,7.99343125627224,0.810810810810811,0.127568024105186,7.83895499686857,0.162162162162162,0.125102720964207,7.99343125627224,0.12505134993484,"agb_p_mass"
"craine2008","letaba_fnp",-23.7559,31.4335,270,22.69999997,39.25,870.4305556,0.241391667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",0.431637107413307,0.255822206015504,3.90896480636007,0.89113894418079,0.274816519307364,3.63879144718213,0.899450023764931,0.275281573289085,3.63264416158308,0.402404266707983,0.125632535913534,7.95972152220379,0.722845869195813,0.127041039650834,7.87147210656062,0.142161231161509,0.125078944592365,7.99495073498601,0.125039466065901,"agb"
"craine2008","letaba_fnp",-23.7559,31.4335,270,22.69999997,39.25,870.4305556,0.241391667,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"bnpp",-0.159412860255525,0.250794139375464,3.98733400425637,0.985315593264569,0.280338963072822,3.56711029048158,0.192243811648922,0.251154927597416,3.98160613278085,-0.211385659882723,0.125174546473453,7.98884460278094,0.466691509188016,0.125850785018548,7.94591785702904,-0.132392513439254,0.125068467881308,7.99562045446194,0.125034229254086,"bgb"
"craine2008","makhohlola_fnp",-25.2962,31.914,198,22.33333333,50.66666667,819.7818287,0.330758333,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",1.13014047291451,0.289913046516232,3.44931010182741,0.368997385427729,0.254254970951641,3.93305977954783,1.3619641596662,0.307967074131727,3.24710036882797,1.10073227865214,0.129732857614323,7.70814748390769,0.260699750207085,0.125265485780305,7.98304492072011,-0.0289666389118983,0.125003277602226,7.99979023895764,0.12500163879037,"agb_n_mass"
"craine2008","makhohlola_fnp",-25.2962,31.914,198,22.33333333,50.66666667,819.7818287,0.330758333,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",-1.57575757575758,0.327594123048669,3.05255781359495,-0.398638638372741,0.254966023875115,3.92209120572791,-1.89090909090909,0.361735537190083,2.76445053689742,-1.10324765094585,0.129754513200459,7.70686102035687,-0.36774921698195,0.125528279244495,7.96633241544137,0.122583072327317,0.125058697693833,7.99624511082138,0.125029345402306,"agb_p_mass"
"craine2008","makhohlola_fnp",-25.2962,31.914,198,22.33333333,50.66666667,819.7818287,0.330758333,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",0.307683096783349,0.252958402751443,3.9532191424477,0.011939510243636,0.250004454747027,3.99992872531761,1.11821908348999,0.289075434958787,3.45930466261364,0.73057530535386,0.127084922956222,7.8687540326438,0.452582350019716,0.12580012024824,7.94911799787403,0.442149943307397,0.125763658485808,7.95142262908048,0.125381247843232,"agb"
"craine2008","makhohlola_fnp",-25.2962,31.914,198,22.33333333,50.66666667,819.7818287,0.330758333,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"bnpp",0.13744300368464,0.250590330601933,3.99057696120174,-0.0126300431816107,0.250004984937212,3.99992024259496,0.114718457525638,0.250411260140533,3.99343064460756,0.127210059683949,0.125063212497206,7.99595644500447,-0.0295983802234931,0.125003422125437,7.99978098996787,-0.0195223358920911,0.125001488756245,7.99990472073511,0.125000744375906,"bgb"
"craine2008","satara_fnp",-24.4044,31.7486,299,22.04166667,46.83333333,846.505787,0.306925,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_n_mass",2.40171044626244,0.430256658365191,2.32419413054434,1.05440946421278,0.284743103694421,3.51193755713632,1.42226767857792,0.313213917172732,3.19270615120374,1.29598887810681,0.131560887391315,7.60104328747495,0.212070907326568,0.1251756799599,7.98877226247425,-0.636212721979704,0.126581119639097,7.90007232398607,0.12578807556715,"agb_n_mass"
"craine2008","satara_fnp",-24.4044,31.7486,299,22.04166667,46.83333333,846.505787,0.306925,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb_p_mass",-0.315151515151515,0.253103764921947,3.95094873562384,0.398638638372741,0.254966023875115,3.92209120572791,-1.26060606060606,0.299660238751148,3.3371127386388,-0.858081506291219,0.127876186997809,7.8200642627633,-0.122583072327317,0.125058697693833,7.99624511082138,-0.612915361636585,0.126467442345821,7.90717343097313,0.125731580333771,"agb_p_mass"
"craine2008","satara_fnp",-24.4044,31.7486,299,22.04166667,46.83333333,846.505787,0.306925,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"agb",0.330192170988899,0.253407089680699,3.94621950498714,0.00598680642072273,0.250001120057847,3.99998207915473,0.858802823391002,0.273048196545761,3.6623570953797,0.67468873211809,0.126778144082997,7.88779491317794,0.412474456370945,0.125664590535775,7.95769115019963,0.407914208097081,0.12564997656706,7.9586166851873,0.125324566908817,"agb"
